,100,200,300,400,500,600,700,800,900,1000
ATI,0.381333332,0.306666668,0.346666668,0.325333332,0.261333332,0.258666668,0.218666668,0.194666668,0.298666668,0.298666668
ATII,0.365333332,0.288,0.176,0.312,0.392,0.392,0.285333332,0.352,0.354666668,0.328
B,0.653333332,0.896,0.826666668,0.704,0.666666668,0.584,0.538666668,0.402666668,0.469333332,0.474666668
B_Plasma,0.365333332,0.701333332,0.528,0.874666668,0.936,0.885333332,0.762666668,0.770666668,0.64,0.749333332
Basal,0.029333332,0.005333332,0.002666668,0,0,0,0,0,0,0
Ciliated,0.104,0.045333332,0.018666668,0,0.005333332,0.002666668,0,0,0.002666668,0.008
Club,0,0,0,0,0,0,0,0,0,0
Dendritic_A,0,0,0,0,0,0,0,0,0,0
Dendritic_B,0,0.002666668,0,0,0,0,0.008,0.002666668,0.008,0.010666668
Dendritic_C,0.117333332,0.325333332,0.309333332,0.221333332,0.202666668,0.221333332,0.173333332,0.205333332,0.218666668,0.224
Dendritic_Langerhans,0,0,0,0,0,0,0,0,0,0
Dendritic_Plasmacytoid,0,0,0,0,0,0,0,0,0,0
Fibroblast,0.024,0.002666668,0,0,0,0,0,0,0,0.005333332
Goblet,0.002666668,0,0,0,0,0,0,0,0,0
Innate_lymphoid_A,0.032,0.192,0.285333332,0.218666668,0.128,0.170666668,0.152,0.133333332,0.197333332,0.176
Innate_lymphoid_B,0.085333332,0.12,0.125333332,0.064,0.082666668,0.077333332,0.050666668,0.117333332,0.072,0.101333332
Ionocyte,0.512,0.376,0.314666668,0.304,0.224,0.205333332,0.285333332,0.274666668,0.317333332,0.288
Lymphatic-Endothelial,0.296,0.474666668,0.162666668,0.053333332,0.210666668,0.130666668,0.050666668,0.093333332,0.082666668,0.056
Macrophage,0.002666668,0,0,0,0,0,0,0,0,0
Macrophage_Alveolar,0.018666668,0,0,0,0,0,0,0,0,0
Mast,0.298666668,0.309333332,0.285333332,0.218666668,0.226666668,0.298666668,0.242666668,0.317333332,0.245333332,0.266666668
Mesothelial,0.002666668,0.024,0.002666668,0.002666668,0.005333332,0.002666668,0.005333332,0,0,0.002666668
Monocyte,0.008,0,0,0,0,0,0,0,0,0
Monocyte_Non-Classical,0.890666668,0.509333332,0.552,0.56,0.509333332,0.637333332,0.618666668,0.514666668,0.482666668,0.576
Myofibroblast,0,0,0,0,0,0,0,0,0,0
Mystery_Disease_Epithelial,0,0,0,0,0,0,0,0,0,0
Neuroendocrine,0.341333332,0.162666668,0.08,0.077333332,0.082666668,0.122666668,0.090666668,0.077333332,0.074666668,0.074666668
NK,0.76,0.504,0.338666668,0.269333332,0.197333332,0.24,0.226666668,0.234666668,0.248,0.258666668
Pericytes,0,0,0,0,0,0,0,0,0,0
Smooth-Muscle,0.026666668,0.008,0.002666668,0.002666668,0,0,0,0,0,0
T,0.762666668,0.074666668,0.016,0.024,0.029333332,0.026666668,0.042666668,0.021333332,0.005333332,0.002666668
T_Cytotoxic,0.464,0.272,0.122666668,0.098666668,0.205333332,0.197333332,0.184,0.181333332,0.178666668,0.133333332
T_Regulatory,0.021333332,0.010666668,0.034666668,0.016,0.010666668,0.008,0.008,0.018666668,0.002666668,0.002666668
Vascular-Endothelial_A,0,0,0,0,0,0,0,0,0,0
Vascular-Endothelial_B,0.101333332,0.085333332,0.146666668,0.152,0.186666668,0.178666668,0.157333332,0.186666668,0.197333332,0.202666668
Vascular-Endothelial_C,0.042666668,0.010666668,0.008,0.002666668,0.008,0.013333332,0.008,0,0.008,0.010666668
Vascular-Endothelial_D,0.776,0.501333332,0.781333332,0.749333332,0.944,0.869333332,0.829333332,0.818666668,0.853333332,0.778666668
Vascular-Endothelial_E,0.002666668,0.002666668,0,0,0,0,0,0,0,0
