,100,200,300,400,500,600,700,800,900,1000
ATI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATII,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B,0.19,0.010999999999999998,0.0020000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_Plasma,0.309,0.09200000000000001,0.118,0.004999999999999999,0.0,0.0,0.0,0.0,0.0,0.0
Basal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ciliated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Club,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dendritic_A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dendritic_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dendritic_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dendritic_Langerhans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dendritic_Plasmacytoid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fibroblast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goblet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Innate_lymphoid_A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Innate_lymphoid_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ionocyte,0.003000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lymphatic-Endothelial,0.747,0.825,0.677,0.587,0.794,0.687,0.63,0.495,0.442,0.549
Macrophage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Macrophage_Alveolar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mast,0.007000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mesothelial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monocyte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monocyte_Non-Classical,0.012000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Myofibroblast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mystery_Disease_Epithelial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neuroendocrine,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NK,0.006000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pericytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Smooth-Muscle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T,0.05400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T_Cytotoxic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T_Regulatory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vascular-Endothelial_A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vascular-Endothelial_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vascular-Endothelial_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vascular-Endothelial_D,0.014999999999999996,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0
Vascular-Endothelial_E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
