,100,200,300,400,500,600,700,800,900,1000
ATI,0.06,0.08,0.1,0.08,0.086666667,0.066666667,0.066666667,0.053333333,0.093333333,0.08
ATII,0.106666667,0.1,0.06,0.08,0.12,0.06,0.053333333,0.086666667,0.086666667,0.073333333
B,0.273333333,0.266666667,0.2,0.146666667,0.186666667,0.14,0.12,0.1,0.12,0.153333333
B_Plasma,0.4,0.32,0.413333333,0.28,0.28,0.206666667,0.193333333,0.206666667,0.16,0.213333333
Basal,0,0,0,0,0,0,0,0,0,0
Ciliated,0.013333333,0.013333333,0,0,0,0,0,0,0,0
Club,0,0,0,0,0,0,0,0,0,0
Dendritic_A,0,0,0,0,0,0,0,0,0,0
Dendritic_B,0,0,0,0,0,0,0,0.006666667,0,0
Dendritic_C,0.033333333,0.06,0.08,0.02,0.066666667,0.06,0.013333333,0.033333333,0.073333333,0.086666667
Dendritic_Langerhans,0,0,0,0,0,0,0,0,0,0
Dendritic_Plasmacytoid,0,0,0,0,0,0,0,0,0,0
Fibroblast,0.006666667,0,0,0,0,0,0,0,0,0
Goblet,0,0,0,0,0,0,0,0,0,0
Innate_lymphoid_A,0.013333333,0.046666667,0.106666667,0.1,0.053333333,0.033333333,0.033333333,0.033333333,0.033333333,0.04
Innate_lymphoid_B,0.033333333,0.033333333,0.04,0.02,0.013333333,0.013333333,0.013333333,0.02,0.006666667,0.006666667
Ionocyte,0.113333333,0.086666667,0.093333333,0.093333333,0.08,0.073333333,0.02,0.08,0.046666667,0.073333333
Lymphatic-Endothelial,0.593333333,0.56,0.586666667,0.486666667,0.6,0.54,0.466666667,0.54,0.473333333,0.52
Macrophage,0,0,0,0,0,0,0,0,0,0
Macrophage_Alveolar,0,0,0,0,0,0,0,0,0,0
Mast,0.04,0.086666667,0.1,0.033333333,0.066666667,0.066666667,0.026666667,0.073333333,0.086666667,0.046666667
Mesothelial,0,0.013333333,0,0,0,0,0,0,0,0
Monocyte,0,0,0,0,0,0,0,0,0,0
Monocyte_Non-Classical,0.146666667,0.146666667,0.166666667,0.08,0.166666667,0.146666667,0.16,0.1,0.133333333,0.173333333
Myofibroblast,0,0,0,0,0,0,0,0,0,0
Mystery_Disease_Epithelial,0,0,0,0,0,0,0,0,0,0
Neuroendocrine,0.886666667,0.953333333,0.96,0.98,0.973333333,0.993333333,0.973333333,0.973333333,0.98,1
NK,0.166666667,0.12,0.093333333,0.066666667,0.073333333,0.046666667,0.073333333,0.073333333,0.033333333,0.033333333
Pericytes,0,0,0,0,0,0,0,0,0,0
Smooth-Muscle,0.006666667,0.006666667,0,0,0,0,0,0,0,0
T,0.186666667,0.006666667,0.02,0.006666667,0.046666667,0,0.006666667,0,0,0
T_Cytotoxic,0.126666667,0.033333333,0.033333333,0.02,0.06,0.026666667,0.046666667,0.046666667,0.02,0.066666667
T_Regulatory,0,0.006666667,0.013333333,0,0,0,0,0,0,0
Vascular-Endothelial_A,0,0,0,0,0,0,0,0,0,0
Vascular-Endothelial_B,0.02,0.02,0.066666667,0.06,0.06,0.053333333,0.04,0.013333333,0.02,0.04
Vascular-Endothelial_C,0.006666667,0,0.006666667,0.006666667,0,0,0,0.013333333,0,0.006666667
Vascular-Endothelial_D,0.233333333,0.14,0.213333333,0.2,0.2,0.213333333,0.126666667,0.286666667,0.193333333,0.206666667
Vascular-Endothelial_E,0,0,0,0,0,0,0,0,0,0
