,100,200,300,400,500,600,700,800,900,1000
ATI,0.24,0.32,0.4,0.32,0.346666668,0.266666668,0.266666668,0.213333332,0.373333332,0.32
ATII,0.426666668,0.4,0.24,0.32,0.48,0.24,0.213333332,0.346666668,0.346666668,0.293333332
B,0.906666668,0.933333332,0.8,0.586666668,0.746666668,0.56,0.48,0.4,0.48,0.613333332
B_Plasma,0.4,0.72,0.346666668,0.88,0.88,0.826666668,0.773333332,0.826666668,0.64,0.853333332
Basal,0,0,0,0,0,0,0,0,0,0
Ciliated,0.053333332,0.053333332,0,0,0,0,0,0,0,0
Club,0,0,0,0,0,0,0,0,0,0
Dendritic_A,0,0,0,0,0,0,0,0,0,0
Dendritic_B,0,0,0,0,0,0,0,0.026666668,0,0
Dendritic_C,0.133333332,0.24,0.32,0.08,0.266666668,0.24,0.053333332,0.133333332,0.293333332,0.346666668
Dendritic_Langerhans,0,0,0,0,0,0,0,0,0,0
Dendritic_Plasmacytoid,0,0,0,0,0,0,0,0,0,0
Fibroblast,0.026666668,0,0,0,0,0,0,0,0,0
Goblet,0,0,0,0,0,0,0,0,0,0
Innate_lymphoid_A,0.053333332,0.186666668,0.426666668,0.4,0.213333332,0.133333332,0.133333332,0.133333332,0.133333332,0.16
Innate_lymphoid_B,0.133333332,0.133333332,0.16,0.08,0.053333332,0.053333332,0.053333332,0.08,0.026666668,0.026666668
Ionocyte,0.453333332,0.346666668,0.373333332,0.373333332,0.32,0.293333332,0.08,0.32,0.186666668,0.293333332
Lymphatic-Endothelial,0.373333332,0.24,0.346666668,0.053333332,0.4,0.16,0.133333332,0.16,0.106666668,0.08
Macrophage,0,0,0,0,0,0,0,0,0,0
Macrophage_Alveolar,0,0,0,0,0,0,0,0,0,0
Mast,0.16,0.346666668,0.4,0.133333332,0.266666668,0.266666668,0.106666668,0.293333332,0.346666668,0.186666668
Mesothelial,0,0.053333332,0,0,0,0,0,0,0,0
Monocyte,0,0,0,0,0,0,0,0,0,0
Monocyte_Non-Classical,0.586666668,0.586666668,0.666666668,0.32,0.666666668,0.586666668,0.64,0.4,0.533333332,0.693333332
Myofibroblast,0,0,0,0,0,0,0,0,0,0
Mystery_Disease_Epithelial,0,0,0,0,0,0,0,0,0,0
Neuroendocrine,0.453333332,0.186666668,0.16,0.08,0.106666668,0.026666668,0.106666668,0.106666668,0.08,0
NK,0.666666668,0.48,0.373333332,0.266666668,0.293333332,0.186666668,0.293333332,0.293333332,0.133333332,0.133333332
Pericytes,0,0,0,0,0,0,0,0,0,0
Smooth-Muscle,0.026666668,0.026666668,0,0,0,0,0,0,0,0
T,0.746666668,0.026666668,0.08,0.026666668,0.186666668,0,0.026666668,0,0,0
T_Cytotoxic,0.506666668,0.133333332,0.133333332,0.08,0.24,0.106666668,0.186666668,0.186666668,0.08,0.266666668
T_Regulatory,0,0.026666668,0.053333332,0,0,0,0,0,0,0
Vascular-Endothelial_A,0,0,0,0,0,0,0,0,0,0
Vascular-Endothelial_B,0.08,0.08,0.266666668,0.24,0.24,0.213333332,0.16,0.053333332,0.08,0.16
Vascular-Endothelial_C,0.026666668,0,0.026666668,0.026666668,0,0,0,0.053333332,0,0.026666668
Vascular-Endothelial_D,0.933333332,0.56,0.853333332,0.8,0.8,0.853333332,0.506666668,0.853333332,0.773333332,0.826666668
Vascular-Endothelial_E,0,0,0,0,0,0,0,0,0,0
