"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Ionocyte","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","Neuroendocrine","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",0.467471369603885,1.99764234913315,0,0,0,1.5578007268668,2.42356642106732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05357971038139,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",0,1.21998232082261,0,0,0,1.33843278130552,2.99899251248901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88368728856268,0,0,0,0,0,0,0,0,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,1.06426425242033,0,0,2.88756524713132,0.590022988199954,2.76141230513059,0,0,0,0,0,3.2101553481234,2.07316314777135,0,0,0,0,0,0,0,0,0,0,2.25741539562773,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,0,0,0,0,1.09884993663282,2.1439465752146,0,0,0,0,0,0,1.79982199653498,0,0,0,0,0,0,0,0,0,0,1.89194812046317,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0,1.04895882071196,0,0,0,1.03054411874245,1.52131569173136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06212208099267,0,0,0,0,0,0,0,0,0,0,0,0,0
"Club",0,2.45248810096884,0,0,0,1.68582673038818,2.55500543385336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58137499175591,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Plasmacytoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0,2.40925015669833,0,0,0,2.51259405683198,2.89849654771923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94598752698587,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goblet",0.187121558880692,0.910471133805177,0,0,2.30745903868768,0.78282579240949,1.11118658010077,0,0,0,0,0,0,1.48490152519432,0,0,0,0,0,0,0,0,0,0,1.88635429535817,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ionocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",0.0911086275478519,1.18194567881243,0,0,0.477663461945946,0.865371736803254,1.71805540770503,0,0,0,0,0,0,1.31754471139127,0,0,0,0,0.144747869838393,0,0.27928277797386,0,0,0,1.39903960641725,0,0,0,0,0,0,0,0,0,0,0,0,0
