"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Ionocyte","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","Neuroendocrine","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",2.07340071061045,1.48705395512566,0,0,0,1.11777060033008,1.47929430210425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9776242697817,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",2.29550918425461,1.17333205849606,0,0,0,1.61256878992841,1.95201146379838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15635646370226,0,0,0,0,0,0,0,0,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",3.26545694599647,0,0,0,0,1.85692283798739,2.95477167097089,0,0,0,0,0,0,2.56577784727225,0,0,0,0,0,0,0,0,0,0,3.15082202537483,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",1.54808461608339,1.10712060335867,0,0,0,1.23993002246658,1.23367876955773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6811732227385,0,0,0,0,0,0,0,0,0,0,0,0,0
"Club",1.98022306468182,2.23530704566612,0,0,0,1.67788655707693,1.48973733075467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74106475577945,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
