"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Ionocyte","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","Neuroendocrine","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",1.01075373466352,0.750905193096754,0,0,0,0.466624019767216,1.0986478572267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17895034975899,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",1.0363424795171,0.757230473631501,0,0,0,0.647754104543197,1.68635490312042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43466693407871,0,0,0,0,0,0,0,0,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0.763381103960137,0.747216583219977,0,0,1.96869464335963,0.120332360999526,0.895222287804912,0,0,0,0,0,0,0.34013485359486,0,0,0,0,0,0,0,0,0,0,0.426200851723849,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",1.03033628763105,0.577375351066076,0,0,0,0.398128975147636,1.29096950742971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.698997506491589,0,0,0,0,0,0,0,0,0,0,0,0,0
"Club",2.35294651381387,1.98773794332902,0,0,0,0.986228502027086,2.50530281475366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09292306355674,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
