"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Ionocyte","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","Neuroendocrine","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",3.64383578810989,2.94085354649108,0,0,0,1.4931924116596,1.61338702619766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98082860750759,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",4.91530128730837,2.44521292428686,0,0,0,1.88683250463353,2.86085871859494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23585469173225,0,0,0,0,0,0,0,0,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",2.36681403645442,1.94684082970595,0,0,0,0.661574240908839,2.01533268437115,0,0,0,0,0,3.8845128525633,2.83548514227706,0,0,0,0,0,0,0,6.20650248509703,0,0,3.90222790925364,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",4.02322791517985,3.26579640114959,0,0,0,1.77731152006596,1.74097976465046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.00588296507025,0,0,3.65731171414848,0,0,0,0,0,0,0,0,0,0,0,0,0
"Club",3.50450210403964,4.41680674256253,0,0,0,1.5972109798629,1.26922888376089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42535299240426,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Plasmacytoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",4.74925440551928,4.15290235160175,0,0,0,2.47358489228349,1.52632341389203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44593785129286,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goblet",3.22698714064984,3.37376527450612,0,0,0,1.88625522617762,2.42839633401338,0,0,0,0,0,1.90446702490036,1.52560575151345,0,0,0,0,0,0,0,0,0,0,3.12408109611972,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ionocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",2.32375200802093,2.21278188054416,0,0,0,0.95198279412282,0.957862731620751,0,0,0,0,0,0,0.124154734532416,0,0,0,0,0.310399043443001,0,0,5.13089108914677,0,0,2.5073055597177,0,0,0,0,0,0,0.252342148857837,0,0,0,0,0,0
