"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Ionocyte","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","Neuroendocrine","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",1.26847217498047,1.04087682582194,0,0,0,0.798579054973673,0.860386999209214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62631758310364,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",1.30445964579938,0.752114461655084,0,0,0,1.11768860187481,1.03909484295812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51519138367996,0,0,0,0,0,0,0,0,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0.399143346542298,0.513156668890296,0,0,0.95511283393839,0.537515607893541,0.151845808897781,0,0,0,0,0,0,0.628827267501266,0,0,0,0,0,0,0,0,0,0,0.603392705841174,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0.89511766421069,0.715685184479885,0,0,0,0.890580604947235,0.636061065770251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40881735415748,0,0,0,0,0,0,0,0,0,0,0,0,0
"Club",1.22439257127552,1.55145883271898,0,0,0,0.727460574270671,0.670996890812124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24508757551103,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Plasmacytoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",1.29962717297098,1.10838749079821,0,0,0,1.04697307266717,0.611454374727064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96009759663663,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goblet",1.33648813926535,1.0686019329627,0,0,0.796437222073987,1.13138926090066,1.12409208201831,0,0,0,0,0,0,1.55087119361253,0,0,0,0,0,0,0,0,0,0,2.10873872771122,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ionocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
