"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Ionocyte","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","Neuroendocrine","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",2.49300867523584,1.42647403064056,0,0,0,1.09102041366561,1.36350222187108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81223018034362,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",3.53121406123259,2.01551558283371,0,0,0,2.09173633637611,2.44845453173929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30770105466535,0,0,0,0,0,0,0,0,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",1.4550972422236,1.15816794795971,0,0,0,0.450907432974885,1.21593480440006,0,0,0,0,0,1.85691309755088,1.05716441611235,0,0,0,0,0,0,0,0,0,0,1.661374164685,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",2.54979654093909,2.13068260535648,0,0,0,1.45134841574309,1.38604388851522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66294093755092,0,0,0,0,0,0,0,0,0,0,0,0,0
"Club",3.34331275449326,3.2663520478833,0,0,0,1.33554518931198,1.38676889607115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61139031664888,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Plasmacytoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
