"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Ionocyte","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","Neuroendocrine","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",1.25669671567444,0.848365808355696,0,0,0,0.664017025410939,1.0690958676912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39200443792611,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",2.85706732885217,0.979244764137568,0,0,0,1.43334753113181,2.70124079812758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23412736825795,0,0,0,0,0,0,0,0,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",1.07055231906172,0.458055958083613,0,0,2.881304439928,0.342360864247965,1.57830209417375,0,0,0,0,0,1.49390128614536,1.1857446701374,0,0,0,0,0,0,0,4.8438171250002,0,0,1.15502336695237,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",2.53840246282665,1.6729395196837,0,0,3.63813204344448,0.949586944964737,1.97559991887696,0,0,0,0,0,0,1.58304249484061,0,0,0,0,0,0,0,5.60064472851667,0,0,1.55232119165557,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",2.54222223752364,1.50371525623643,0,0,0,1.7286722233744,2.23725792775484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45727022256419,0,0,1.80816665597938,0,0,0,0,0,0,0,0,0,0,0,0,0
"Club",2.27757647406039,1.69940897030887,0,0,0,1.24556478099792,1.93270358562723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81886469570144,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Plasmacytoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",2.09625080832762,1.45557729728281,0,0,0,2.49454572796671,2.04964684452496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50767007604162,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goblet",2.83657807204763,1.33922966010232,0,0,1.77161975124796,1.80689113322128,2.08517734863147,0,0,0,0,0,0.897967369216519,1.82799142431976,0,0,0,0,0,0,0,0,0,0,2.14723673163745,0,0,0,0,0,0,0,0,0,0,0,0,0
