"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Ionocyte","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","Neuroendocrine","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",0.999402016326848,0.938864071793252,0,0,0,0.499578249190759,0.99132345030832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66287763816291,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",1.51189169738883,0.834489484992982,0,0,0,0.758994263039898,1.62632007164081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60442506868248,0,0,0,0,0,0,0,0,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0.834515175754872,0.743708258954477,0,0,0,0.712097762899643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",1.14789629240654,0,0,0,0,0.431966510865189,1.13577844337875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31167090607918,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",1.44425476872741,1.29449999181425,0,0,0,0.805228355633008,1.56912517929416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04846837192004,0,0,2.09288499054316,0,0,0,0,0,0,0,0,0,0,0,0,0
"Club",2.36041056874089,2.61531601713422,0,0,0,0.898518399258751,1.75213115301398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12447907808029,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Plasmacytoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0.919330511503595,1.1037596809793,0,0,0,1.16399049062462,0.762069476577065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64140059495442,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goblet",1.03084134655328,0,0,0,2.55088066161769,0.697543662480782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48068108992682,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ionocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",0.729714904065584,0.830307074548047,0,0,0.12935344964441,0.328744606892727,0.922553937831272,0,0,0,0,0,0,0.305649591272247,0,0,0,0,0.299345898037544,0,0.204525526665359,0,0,0,0.913833650748589,0,0,0,0,0,0,0.106956207306996,0,0,0,0,0,0
"Macrophage_Alveolar",0.394645913218638,0,0,0,0,0.135254282219122,0.968438009504906,0,0,0,0,0,0.716949417083132,0,0,0,0,0,0,0,0,0,0,0,0.5592129215635,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mast",1.81344608023535,0,0,0,0,1.30331293694935,1.60199166477424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2317458714549,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesothelial",0,0,0,0,0,0,0.653828877208803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte_Non-Classical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myofibroblast",2.18452696724827,1.02633099457203,0,0,0,1.13844869932745,2.16836983521121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80216983910884,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mystery_Disease_Epithelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neuroendocrine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NK",0.758426950044508,0,0,0,1.51656678760756,1.31497953798597,1.49261820203343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84440312743429,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pericytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smooth-Muscle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T",1.50367922061503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Cytotoxic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Regulatory",1.65960441585516,1.47799058225437,0,0,0,0,1.63536871779957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
