"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Ionocyte","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","Neuroendocrine","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",0.869783267965272,0.634929606127971,0,0,0,0.426987970329962,0.891147874082825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",1.60139033159685,0.679009804753347,0,0,0,0.84027495462634,1.74315830240382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0.724934465990569,0.372653973234618,0,0,2.19125302180562,0.182823669801724,1.5139627503338,0,0,0,0,0,1.76282346202884,0.920801504722291,0,0,0,0,0,0,0,1.64550017420943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",2.12514170189235,1.20745426288166,0,0,2.65339933821805,0.815829186210923,2.18923552024501,0,0,0,0,0,0,1.5960742746335,0,0,0,0,0,0,0,2.10764649062186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",1.3375668881493,0.846957303520919,0,0,0,0.996082048639361,1.55283311293246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0575031798057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Club",1.58081062813338,1.66665495668817,0,0,0,0.734909009812055,1.21765488027637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
