"","Monocyte_Non-Classical","Macrophage_Alveolar","NK","Monocyte","Lymphatic-Endothelial","Macrophage","Fibroblast","Basal","Myofibroblast","Dendritic_A","B","Vascular-Endothelial_A","T","ATII","ATI","Vascular-Endothelial_D","Vascular-Endothelial_C","Ciliated","Club","Vascular-Endothelial_B","B_Plasma","Innate_lymphoid_A","T_Cytotoxic","Goblet","T_Regulatory","Mesothelial","Innate_lymphoid_B","Smooth-Muscle","Dendritic_B","Dendritic_Langerhans","Mast","Dendritic_Plasmacytoid","Dendritic_C","Vascular-Endothelial_E","Pericytes","Mystery_Disease_Epithelial","Ionocyte","Neuroendocrine"
"Monocyte_Non-Classical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage_Alveolar",0,0,0,0.122999779364783,0,0.128837502919493,0,0,0,0,0,0,0,0,0,0,0.55415329860308,0,0,0.312125514285666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte",0,0,0,0.106937243209974,0,0.116425010049604,0,0,0,0,0,0,0,0,0,0,0.855818010958857,0,0,0.261297399250959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0,0,0,0.396973840741611,0,0.433451284885105,0,0,0,0,0,0,0,0.776976380849801,0,0,0.708405565980837,0.300786643087072,0,0.40395267880629,0,0.152758297468875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50374841219866
"Macrophage",0,0,0,0.173027158275589,0,0.197773430659823,0,0,0,0,0,0,0,0.304170978425799,0,0,0.958933406125404,0.434995648223494,0,0.35002763177631,0,0.149303462348432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00101499292755
"Fibroblast",0,0.659966185315855,0.187572661278693,0.89805868287201,0.366318063488673,0.818313973656243,0.864662000725019,0,0.525746926536681,0.527668079088689,0,0,0.257482457063139,0.484589839008345,0.203975337788656,0.121408740279146,0.249826834791557,0.630261950247091,0,0.0840769964773358,0.307167932749843,0.625354248572318,0,0,0,0,0.214696025382371,0,0,0,0,0,0.411639329374823,0,0,0,0,0.879203706936195
"Basal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myofibroblast",0,1.35237840466954,0.646562950868266,1.9375361324013,0.847251201246673,1.97605543487463,1.69996634966139,0,0.68714967767196,0.977492227882401,0,0,0.619275482462666,0.843885449504887,0.343802184237355,0.198325168152518,0.695935189153739,1.41536036171879,0,0.353777931564187,0.694503430772352,1.33854145560802,0,0,0,0,0.450797185273926,0,0,0,0,0,0.692544932760885,0,0,0,0,1.71827275555999
"Dendritic_A",0,0,0,0.0844046449190308,0,0.0682696836473183,0,0,0,0,0,0,0,0,0,0,0.211515636495432,0,0,0.359738618765827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
