"","Monocyte_Non-Classical","Macrophage_Alveolar","NK","Monocyte","Lymphatic-Endothelial","Macrophage","Fibroblast","Basal","Myofibroblast","Dendritic_A","B","Vascular-Endothelial_A","T","ATII","ATI","Vascular-Endothelial_D","Vascular-Endothelial_C","Ciliated","Club","Vascular-Endothelial_B","B_Plasma","Innate_lymphoid_A","T_Cytotoxic","Goblet","T_Regulatory","Mesothelial","Innate_lymphoid_B","Smooth-Muscle","Dendritic_B","Dendritic_Langerhans","Mast","Dendritic_Plasmacytoid","Dendritic_C","Vascular-Endothelial_E","Pericytes","Mystery_Disease_Epithelial","Ionocyte","Neuroendocrine"
"Monocyte_Non-Classical",0.105025938283579,0.0992964084368877,0,0.100839466422162,0,0.115559370460798,0,0,0,0.0918280592885433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218079470968956,0,0,0,0,0,0,0,0
"Macrophage_Alveolar",0.209646688756631,0.118831539875843,0,0.11737591895217,0,0.115327834569068,0,0,0,0.137471963725796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217539220554919,0,0,0,0,0,0,0,0
"NK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte",0.0502679243922663,0.0574152357305526,0,0.0569419700178229,0,0.0560382523707233,0,0,0,0.0689995968819984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129445462032491,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0.236857959278484,0.212415053713753,0,0.223424835147134,0,0.233728767974179,0,0.243832246396203,0,0.196235385009425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363768416570512,0,0,0,0,0,0,0,1.57823752122443
"Macrophage",0.0989580048515168,0.0698637946923586,0,0.0765694646326002,0,0.0803508737237217,0,0,0,0.0828561509196223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135926311915778,0,0,0,0,0,0,0,0
"Fibroblast",0.553586393224633,0.46802927557483,0.146936041639274,0.593369813149934,0.273395827469569,0.467932602490753,0.952302652404289,0.39297796215995,0.419308562075134,0.406410307553015,0,0.118685982811171,0.204350811074072,0.240050703683546,0.267547021959014,0.0606294918368998,0.259623556746179,0.70878793638859,0.4159140890648,0,0.127189648747491,0.0920485501076018,0.163351543314338,0.447902983592676,0.20745569438133,0.557436559498657,0.144672190939201,0.312970573555862,0.161688826399357,0.400002536718544,0.285287804569585,0,0.136709419670195,0.419654271401123,0.562720172146754,0,0,0.741258841531016
"Basal",1.18111991111591,0.951948936276923,0.286421423041266,1.11909730959652,0.475014249688547,1.14493907766172,1.22567820067844,0.626724038663743,0.447161698790543,0.772799729228096,0,0.174434372289503,0.377776205296902,0.360824645799241,0.392467325886739,0.0975612720444818,0.406226826794444,1.31227287239578,0.591692736153267,0,0.219237239567599,0.129797029861388,0.302091858692602,0.641057883036773,0.435292672690469,0.683189073784109,0.236726336335011,0.445258172061521,0.268217740209978,0.703385368570085,0.409641006319585,0,0.182133582332946,0.746102072291156,1.07970396725896,0,0,1.01937357895284
"Myofibroblast",0.458129276725196,0.364866961004232,0.203479225782613,0.416373483005223,0.292859459678951,0.369508342966117,1.01113411255107,0.324836320018838,0.299571001769185,0.288226724072453,0,0.111167023287419,0.185132652771369,0.183951682391043,0.235548061523339,0.0463613700144035,0.195018147405452,0.691039695441315,0.350745258450762,0,0.112380304140315,0.0773147275339933,0.143848612661153,0.30478641332767,0.165095954482206,0.53514746423067,0.133593133413365,0.271578621554502,0.136012674370458,0.325036998549824,0.239578682506497,0,0.0978564161917461,0.321033940947061,0.547382083314856,0,0,0.611896780916207
"Dendritic_A",0.023822438365409,0.0136378943801045,0,0.0198821490661962,0,0.0168889564914615,0,0,0,0.018599451603269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482211784260062,0,0,0,0,0,0,0,0
"B",0.0290043833758388,0.0152572096304304,0,0.0171444779308952,0,0.0211075290182203,0,0,0,0.0217820267248089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039411857415501,0,0,0,0,0,0,0,0
"Vascular-Endothelial_A",0.376233473523304,0.335437928598401,0.137752852936564,0.384697755548307,0.286965000217586,0.351869817155464,0.872991930985735,0.324801851117903,0.341092538752075,0.256414986840672,0,0.0872905968440287,0.121699601551726,0.167178340015924,0.223976902128347,0.0487893301708763,0.155918550312749,0.596658977419072,0.288758382107344,0,0.0942907393432207,0.0633003033172205,0.121538219620576,0.338498379079103,0.142633696981696,0.559189785684934,0.127465856729027,0.228115080966826,0.112722789043543,0.27598509873496,0.179141478071664,0,0.0698438713132448,0.299285593940267,0.49438601584141,0,0,0.680392469730613
"T",0.0408758890858982,0.0307602016729338,0,0.0356179427717279,0,0.045921875598773,0,0,0,0.0397296413632528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152270787834506,0,0,0,0,0,0,0,0
"ATII",0.539513858009577,0.357276879059701,0.217718969064636,0.745394993375302,0.182189436874628,0.561436126527821,0.795150554437756,0.333366469248112,0.261930062727534,0.527075179183175,0,0.0764753553693953,0.117446346512716,0.153962274877054,0.176324707216324,0.0341679648263923,0.135165789034336,0.637230279318762,0.273269636751521,0,0.0737409658848342,0.127707535937798,0.105572606316524,0.39006854677466,0.135232023134063,0.410299252131346,0.163253922321363,0.195005110703556,0.129302462222542,0.46022588112057,0.259106224854005,0,0.102113844057445,0.283703831406267,0.403060302587905,0,0,0.869780408377872
"ATI",1.07419345427002,0.707397955338176,0.423730304598353,1.16119113882394,0.374077913078834,0.868526185661373,1.25452282517134,0.676677758876581,0.398040365167113,0.877370362296658,0,0.150717338518257,0.253556648952296,0.290555063058187,0.314551557275732,0.0878538319836299,0.339222260377717,1.09659930815972,0.484475278468111,0,0.263735539071779,0.233426158964739,0.228071878512146,0.6527151749746,0.288356113378591,0.5888825133079,0.289153862466074,0.360718113330466,0.33215653680154,0.73768724691214,0.458115160654539,0,0.204402095203503,0.540163112318412,0.675280907467064,0,0,1.10045257328143
"Vascular-Endothelial_D",0.4845191939857,0.377977141706666,0.252311583878527,0.460780761516412,0.478308029096414,0.435929577918575,1.01377673916931,0.339070012358869,0.429438591925991,0.313170196151588,0,0.13379581532945,0.188855318052321,0.205167520137532,0.253705084394858,0.0516055317871656,0.281617802719579,0.825591269723899,0.361104061490936,0,0.106778486701944,0.107696138146413,0.188640142144121,0.363246866931967,0.165424424967427,0.654992538228456,0.16334097580767,0.242849799009975,0.127358088989816,0.411663352999766,0.278739078070582,0,0.114970777676075,0.32046401829403,0.629962050448352,0,0,1.13991793839306
