"","Monocyte_Non-Classical","Macrophage_Alveolar","NK","Monocyte","Lymphatic-Endothelial","Macrophage","Fibroblast","Basal","Myofibroblast","Dendritic_A","B","Vascular-Endothelial_A","T","ATII","ATI","Vascular-Endothelial_D","Vascular-Endothelial_C","Ciliated","Club","Vascular-Endothelial_B","B_Plasma","Innate_lymphoid_A","T_Cytotoxic","Goblet","T_Regulatory","Mesothelial","Innate_lymphoid_B","Smooth-Muscle","Dendritic_B","Dendritic_Langerhans","Mast","Dendritic_Plasmacytoid","Dendritic_C","Vascular-Endothelial_E","Pericytes","Mystery_Disease_Epithelial","Ionocyte","Neuroendocrine"
"Monocyte_Non-Classical",0.0378000401976195,0,0,0.0638450176762553,0,0.044666612506707,0,0,0,0.0375900461821718,0,0.0718022438180293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage_Alveolar",0.190348152307486,0,0,0.175070368922601,0,0.111703505880276,0,0,0,0.138868799557854,0,0.243669972204089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NK",0.0409119698524297,0,0,0.266777337736827,0,0.135945952611377,0,0,0,0.180240047583897,0,0.0946842514766551,0,0,0,0,0,1.10514718323204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte",0.0366686810072493,0,0,0.109142074271282,0,0.0462021164971219,0,0,0,0.0657001910335853,0,0.0754326914776894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0.262419090603497,0,0,0.408925648955216,0,0.303577050642579,0,0,0,0.309441952301158,0,0.256342552079962,0,0,0,0,0,0.548696504444736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",0.135495256534818,0,0,0.309080185465396,0,0.132141658952667,0,0,0,0.191527208220074,0,0.147402961532944,0,0,0,0,0,0.972825384255846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0.320937778231521,0.408959401337415,0,0.62877648291004,0.0896768741578175,0.515272226897261,0.587470169183474,0,0.483599422299342,0.47306196887032,0.196215179656917,0.359892175261063,0.419335521174839,0.395570056109551,0.346617283236468,0.0670774097395064,0.127145942119511,0.824604329563307,0,0.221739725318177,0.0919049966192088,0.172982595929298,0,0.406600917509345,0.446210388966446,0,0.214160380693924,0.268881584423918,0.115890332436958,0.396981246164985,0.304662374535752,0,0.26618020987877,0,0,0,0,0.709639808163935
"Basal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myofibroblast",0.361918283495392,0.358750506925548,0,0.590724021982392,0.103894482058388,0.532437989229684,0.672113613598756,0,0.360989159768111,0.476096552924383,0.196631596443372,0.392782703598983,0.424249901748723,0.327084051558729,0.328507875599478,0.0578079512281375,0.106662710148424,0.916059686731737,0,0.209186253638218,0.159954470183322,0.20553179872269,0,0.32815422620839,0.39809353182174,0,0.282119834663461,0.262054921321934,0.148210153057541,0.429739323610429,0.361872628816116,0,0.248118641551514,0,0,0,0,0.692793319181923
"Dendritic_A",0.0659283657636623,0,0,0.145007042628969,0,0.0583803525730399,0,0,0,0.0865664153236858,0,0.093195793779679,0,0,0,0,0,0.146326070676109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B",0.0670044895664354,0,0,0.117397261706658,0,0.0665517364951171,0,0,0,0.0945833202402439,0,0.0780588570922298,0,0,0,0,0,0.13455811518753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
