"","Monocyte_Non-Classical","Macrophage_Alveolar","NK","Monocyte","Lymphatic-Endothelial","Macrophage","Fibroblast","Basal","Myofibroblast","Dendritic_A","B","Vascular-Endothelial_A","T","ATII","ATI","Vascular-Endothelial_D","Vascular-Endothelial_C","Ciliated","Club","Vascular-Endothelial_B","B_Plasma","Innate_lymphoid_A","T_Cytotoxic","Goblet","T_Regulatory","Mesothelial","Innate_lymphoid_B","Smooth-Muscle","Dendritic_B","Dendritic_Langerhans","Mast","Dendritic_Plasmacytoid","Dendritic_C","Vascular-Endothelial_E","Pericytes","Mystery_Disease_Epithelial","Ionocyte","Neuroendocrine"
"Monocyte_Non-Classical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage_Alveolar",0.147262973988053,0.118201135550863,0,0.13458916209291,0,0.0862990461503153,0,0,0,0.0792154833518271,0,0.23641272019541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte",0.0600113793089916,0.105264136515998,0,0.105864238693113,0,0.0712667281188231,0,0,0,0.0726400314484633,0,0.16005759582665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0.137532246758727,0.137727624938937,0,0.159380554419251,0,0.139036389468726,0,0,0,0.105130289312168,0,0.149550873222128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",0.0653562600235505,0.0788182683886815,0,0.101770106124425,0,0.0581684267487568,0,0,0,0.039768366328579,0,0.102464764955064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0.165956811610848,0.460527355390743,0.104345894557238,0.492759883678225,0.228230930151569,0.427279567898484,0.833917650513034,0,0.470052109933035,0.322164960453475,0,0.0503966690428371,0,0.43763458996215,0.593444106272332,0.172059145587989,0.237487096182157,0.623007966407102,0.535616728955299,0.0478165309820003,0.138389909101098,0.128379972674264,0.12009873159132,0.342453602441364,0.210565069399731,0,0.249127674402697,0.399576754009301,0.188775878539116,0.438169571899853,0.184377340831439,0.241067655770458,0.260789150347932,0.080449249015357,0.17234437462653,0,0,0
"Basal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myofibroblast",0.147103831372456,0.385512105664796,0.150944543117281,0.383443374278686,0.259038588604912,0.369581339771055,0.942778956742297,0,0.349574560658854,0.253566874380249,0,0.0424667513065332,0,0.359872016102324,0.55913803893349,0.144963576152787,0.196701383076329,0.676496506196016,0.475450903458103,0.043973997485774,0.139594502179674,0.111376587207665,0.111716487005257,0.265391541624371,0.186122702791495,0,0.247547096754722,0.38857439844528,0.173790546154475,0.387159415500057,0.171458558025168,0.181692538540537,0.197929789084603,0.0651165722441768,0.169251766861283,0,0,0
"Dendritic_A",0.00851726717677646,0.00859867475186416,0,0.0192226131294491,0,0.00685799497945718,0,0,0,0.0030218472133795,0,0.0202875423047908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
