"","Monocyte_Non-Classical","Macrophage_Alveolar","NK","Monocyte","Lymphatic-Endothelial","Macrophage","Fibroblast","Basal","Myofibroblast","Dendritic_A","B","Vascular-Endothelial_A","T","ATII","ATI","Vascular-Endothelial_D","Vascular-Endothelial_C","Ciliated","Club","Vascular-Endothelial_B","B_Plasma","Innate_lymphoid_A","T_Cytotoxic","Goblet","T_Regulatory","Mesothelial","Innate_lymphoid_B","Smooth-Muscle","Dendritic_B","Dendritic_Langerhans","Mast","Dendritic_Plasmacytoid","Dendritic_C","Vascular-Endothelial_E","Pericytes","Mystery_Disease_Epithelial","Ionocyte","Neuroendocrine"
"Monocyte_Non-Classical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage_Alveolar",0.312859496322485,0.18170503547411,0,0.121198715726715,0,0,0,0.169539160452145,0,0,0,0.347080883503067,0,0.18482905814003,0.258413851636675,0,0.381164609423403,0,0,0.41606502638521,0,0,0,0.315890949194828,0,0,0,0,0,0,0,0,0,0.506077666519582,0,0,0,0
"NK",0.134554814462126,0.250658834175467,0,0.340085788797684,0,0.168855480291747,0,0.358638651237822,0,0.382925387120123,0,0.283838202460131,0,0.274015167945666,0.609303324524933,0,0.999966603224169,0.620409495054082,0.148116962560492,0.293061710812027,0,0,0,0.512379439840589,0,0,0,0,0,0,0,0,0.375759700313916,0.806171579445034,0,0,0,0
"Monocyte",0.0609191497166814,0.0637444110142683,0,0.0328622405103886,0,0,0,0.0349483440690222,0,0,0,0.107112126875467,0,0.0283955286086433,0.0793856896612874,0,0.251208859643436,0,0,0.158211277035555,0,0,0,0.0915171597213472,0,0,0,0,0,0,0,0,0,0.186610518383724,0,0,0,0
"Lymphatic-Endothelial",0.239173248226868,0.204881967434928,0,0.186748679133902,0,0,0,0.129889367056237,0,0,0,0.218153714748794,0,0.301767825860722,0.217394990352544,0,0.304611754409575,0,0,0.280455460251958,0,0,0,0.149140524611659,0,0,0,0,0,0,0,0,0,0.44308791608958,0,0,0,0
"Macrophage",0.0823738377551742,0.0645573245142697,0,0.0386866968443698,0,0,0,0.0519005886975911,0,0,0,0.0778290718281351,0,0.0595455375415338,0.077070347431885,0,0.164287111488917,0,0,0.140130817331299,0,0,0,0.114120152559439,0,0,0,0,0,0,0,0,0,0.209213511221816,0,0,0,0
"Fibroblast",0.238986597850983,0.389865439660396,0.215488009852987,0.42296436657449,0.17597412646808,0.308098387200871,0.696717554700894,0.324663625825981,0.583591023691103,0.282706855696389,0.348404878248098,0.237930226076144,0,0.485260396981261,0.362301764261238,0.161192752719629,0.336196985673486,0.400422259170445,0.306793763932653,0.215894506526062,0.163378729304704,0.172400505954806,0.119946497206656,0.43735864339812,0,0,0.133947828501878,0.22937111844093,0.188712177849393,0,0.173374089786374,0,0.044852430844202,0.418983691199697,0,0,0,0
"Basal",0.308628878143695,0.412174253262175,0.204364475711073,0.471834833208378,0.160937935483853,0.35414470554146,0.533086716548302,0.334383835839247,0.39347566496476,0.341470361142482,0.24201553054361,0.225932542696057,0,0.448753442561569,0.380403209760627,0.129495401226321,0.341964659453969,0.444949469711126,0.267224180476853,0.300794390456231,0.13153322648439,0.13434684264987,0.103054152935954,0.424004101776578,0,0,0.111512919523441,0.172310602114668,0.145362405660736,0,0.126292549257333,0,0.0499973446839594,0.504904715931649,0,0,0,0
"Myofibroblast",0.376013086488757,0.488582298249995,0.393050626901388,0.511089751147653,0.238647350770925,0.371318097776829,0.887388741083838,0.417019301925069,0.487275275872994,0.368357197920779,0.405505228061649,0.358514914650198,0,0.543617508333763,0.478652322602706,0.161346521196566,0.466786557530811,0.547195597159805,0.347012406675447,0.353880342978275,0.196160452204102,0.179596082914539,0.142468234122611,0.508737600130906,0,0,0.159736090119128,0.252598729530036,0.214949988806672,0,0.189381791337831,0,0.0606720202691013,0.563459664509115,0,0,0,0
"Dendritic_A",0.0776539797083425,0.0490779123817264,0,0.0622094070215457,0,0.0108538570621587,0,0.0447152648925978,0,0.057726139514606,0,0.0902065527149214,0,0.0510779167817688,0.147983473712432,0,0.113302344166228,0.0410721095961973,0.0123829066445307,0.336167469187752,0,0,0,0.145713856330869,0,0,0,0,0,0,0,0,0.00389590658483776,0.149830346346114,0,0,0,0
