"","Monocyte_Non-Classical","Macrophage_Alveolar","NK","Monocyte","Lymphatic-Endothelial","Macrophage","Fibroblast","Basal","Myofibroblast","Dendritic_A","B","Vascular-Endothelial_A","T","ATII","ATI","Vascular-Endothelial_D","Vascular-Endothelial_C","Ciliated","Club","Vascular-Endothelial_B","B_Plasma","Innate_lymphoid_A","T_Cytotoxic","Goblet","T_Regulatory","Mesothelial","Innate_lymphoid_B","Smooth-Muscle","Dendritic_B","Dendritic_Langerhans","Mast","Dendritic_Plasmacytoid","Dendritic_C","Vascular-Endothelial_E","Pericytes","Mystery_Disease_Epithelial","Ionocyte","Neuroendocrine"
"Monocyte_Non-Classical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage_Alveolar",0,0.120663671509755,0,0.0943065563257566,0,0.058746729279888,0,0,0,0.140342602485787,0,0,0,0,0.115160864071109,0,0.14610445038149,0,0,0,0,0,0,0,0,0,0,0,0,0.133276604657003,0,0,0,0,0,0,0,0
"NK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte",0,0.0626111262080592,0,0.0463409990070237,0,0.0257331464229094,0,0,0,0.0739626267030421,0,0,0,0,0.0447767635500168,0,0.104682150670524,0,0,0,0,0,0,0,0,0,0,0,0,0.0743501165216768,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0,0.0903559203038292,0,0.0866080183444055,0,0.0711467950448732,0,0,0,0.0951913717003533,0,0,0,0,0.0760884301773953,0,0.103076309739696,0,0,0,0,0,0,0,0,0,0,0,0,0.116678443243421,0,0,0.505382258590385,0,0,0,0,0
"Macrophage",0,0.108128020789026,0,0.0838601807251488,0,0.0497926930507956,0,0,0,0.11133962304444,0,0,0,0,0.079593040536158,0,0.13356879966076,0,0,0,0,0,0,0,0,0,0,0,0,0.112383853455788,0,0,0,0,0,0,0,0
"Fibroblast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0.27422428968928,0.498149061302593,0.347815473157983,0.956101441938328,0.268811317479804,0.86771750481249,0.431442335064743,0.418652262456101,0.42338868657682,0.989176023238934,0,0.229690019671399,0.224900642689572,0.38025236488582,0.390188663451436,0,0.411392561874122,0.536034023548832,0.228597438774968,0.187524750766117,0.0715683867341668,0.304795354244795,0.178764806157208,0.346289842117967,0.534897394999629,0,0.192885626916292,0,0.243081859274755,0.43367774124654,0.392833540138575,0.459367325846326,0.470764393337111,0,0,0,1.14511597698263,0
"Myofibroblast",0,0.0595933476440175,0,0.0563294785839702,0,0.0490231295968316,0,0,0,0.0532148437319777,0,0,0,0,0.038214986622948,0,0.0573699577196695,0,0,0,0,0,0,0,0,0,0,0,0,0.0551696836531965,0,0,0,0,0,0,0,0
"Dendritic_A",0,0.0286875171510262,0,0.0295918814559269,0,0.0155127862198459,0,0,0,0.0309079222996859,0,0,0,0,0.0389875364543063,0,0.0291322966422607,0,0,0,0,0,0,0,0,0,0,0,0,0.0606264835058577,0,0,0,0,0,0,0,0
"B",0,0.018123550395084,0,0.0138938111191389,0,0.00794718677316487,0,0,0,0.024517514079146,0,0,0,0,0.00914440026526813,0,0.0328701251906574,0,0,0,0,0,0,0,0,0,0,0,0,0.0195229565114081,0,0,0,0,0,0,0,0
"Vascular-Endothelial_A",0.0929763675873212,0.152715742128833,0.0613042336357091,0.261769342786756,0.097747844896578,0.180552978946531,0.404554225754061,0.202435821675376,0.465659218499489,0.247169896150031,0,0.0951242831987306,0.0395826713934466,0.112996352189031,0.15691392799257,0,0.137314665023024,0.245803184488905,0.0927035327746934,0.0955277989590511,0.0222490755717254,0.0711585772731353,0.0381380364003842,0.1487988205847,0.111313460608484,0,0.0656335961159284,0,0.0609608213429439,0.0975231983266872,0.116873080760388,0.107528526136361,0.191918457121971,0,0,0,0.966914037659192,0
"T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",0.0972703838787746,0.216703750083448,0.1270391711314,0.499366377567184,0.10488288887777,0.343133437668976,0.402145553722119,0.263864916512673,0.373472372925438,0.497011836095744,0,0.124530152859389,0.0779940245162337,0.175310397635467,0.203087078314439,0,0.218067487470448,0.253425479158176,0.122970565539228,0.0864879251025188,0.0318132972590776,0.143594483527212,0.0690389140701604,0.158996778135783,0.193720490407056,0,0.111785068291495,0,0.110177605098905,0.222979741914648,0.230351105008149,0.209588548462884,0.283577027778833,0,0,0,0.886937407366047,0
"ATI",0.128203120104509,0.23505670889424,0.18156038481471,0.521345630557937,0.133635065655431,0.340540990193351,0.415391354658587,0.283173293895466,0.381321736443345,0.562813031804152,0,0.137374565888691,0.0897680697930934,0.207143819648418,0.225296320255227,0,0.250801091094646,0.294892798989178,0.133932607693546,0.0997606376952261,0.05434284635685,0.192090589829391,0.0796355548193341,0.1917258598816,0.220212092279991,0,0.129965613652457,0,0.161935013751286,0.239646369967685,0.241547344225758,0.278576304168774,0.388710596820108,0,0,0,0.911870679717044,0
"Vascular-Endothelial_D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_C",0.0740814320787879,0.128513289145879,0.069705240832395,0.276067597018743,0.0729363061835973,0.166074719437944,0.332868517296414,0.180709901953598,0.404703913194433,0.248324239091543,0,0.0882195487355205,0.0448805982698092,0.112542318869229,0.156145338642653,0,0.131875443644042,0.21319903362972,0.0924153962448193,0.0828505048984002,0.0187868550730212,0.0857450382897572,0.060521421588833,0.136776484403052,0.0967749822176966,0,0.0620477656225159,0,0.0632855722806056,0.097984653107576,0.124165182825965,0.11419765789367,0.206183269782415,0,0,0,0.966200556728075,0
"Ciliated",0.0560741336625979,0.132520113956295,0.107111383156626,0.395604341320768,0.0477375678363031,0.219653124476112,0.369703795509635,0.212042205757812,0.328392219359909,0.356320108764232,0,0.0706651875921539,0.0321950321489263,0.116686995477139,0.135292072783609,0,0.135212811903474,0.210025369090786,0.0676663184931376,0.064012633973882,0.0118197470653026,0.100213507273109,0.0307503971558639,0.0946048532439947,0.0944274280495808,0,0.106691132795264,0,0.0773476767922031,0.140877136169708,0.143734024168572,0.146927138318069,0.203382066730855,0,0,0,0.782376004200237,0
"Club",0.0593645263443487,0.129799717534122,0.125847959526117,0.380583344679125,0.0474262382743898,0.227727147169242,0.300749057322132,0.22022674923059,0.312514077283838,0.381651919587954,0,0.0574389830235775,0.0273604723954769,0.110686108148528,0.128385946276917,0,0.137701808249738,0.165014360303151,0.0598493429118919,0.0614918463119464,0.0101238488136039,0.099937637210688,0.0179966226823838,0.0805812373644966,0.0755597279287029,0,0.10711545319687,0,0.0778294686295637,0.147044876609541,0.141417251051262,0.152080750295166,0.274116932016684,0,0,0,0.766837898218338,0
"Vascular-Endothelial_B",0,0.043912306965797,0,0.0409288871199439,0,0.0372476434771981,0,0,0,0.0369486951110709,0,0,0,0,0.0288181674529918,0,0.049570951920804,0,0,0,0,0,0,0,0,0,0,0,0,0.0431389926403921,0,0,0.10742723082577,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126386771553191,0,0,0,0,0
"Innate_lymphoid_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Cytotoxic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goblet",0.0602148131543063,0.14284849915024,0.259656415672809,0.392668442909944,0.0525922918702799,0.237859339255385,0.336719454366342,0.220143746749904,0.361477459171776,0.389537336689277,0,0.0592899960286754,0.0255053465428403,0.107321567799387,0.127262849110297,0,0.141558270815732,0.222391787528403,0.0688248281413433,0.0778241946897924,0.0085753692632729,0.104619516249043,0.0238543351221975,0.0783550863413328,0.0718494762234298,0,0.108884452445886,0,0.0837444737977524,0.147566252108456,0.14240776095065,0.153291373505529,0.203847176290199,0,0,0,0.763782396813995,0
"T_Regulatory",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesothelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smooth-Muscle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Plasmacytoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pericytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mystery_Disease_Epithelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ionocyte",0.359103534838869,0.795160127795968,1.07128356970633,1.54568586985214,0.565730084873303,1.3706253544897,1.0235690433975,0.817259437723347,1.16923150909186,1.46868075520691,0,0.460241909828905,0.418168497231579,0.527965827837266,0.628025267486394,0,1.03449309102226,1.14891410540248,0.336210225964043,0.545891820920166,0.107620769986483,0.713224102152279,0.346547567702232,0.646193562913396,1.44251881809334,0,0.377805066721828,0,0.453207005971854,0.689056724091477,1.21059708080235,1.034561180956,1.21140078673483,0,0,0,1.28959506170437,0
"Neuroendocrine",0.447963058190733,0.858165511971239,1.12986386442705,0.949454909098292,0.967728464679139,0.808468330665719,0.920234688009372,0.85554856034041,1.60647151119083,1.09196883397549,0,0.803794257119956,0.521488807729002,0.754981198992033,0.988342684966004,0,0.950774550586813,0.983038070615734,0.482385839465458,0.544914369871789,0.134220509030485,0.771614317398602,2.07439815097151,0.70934674263217,1.07944548594906,0,0.295069858985515,0,0.520841637810458,0.80382261551327,0.652531897406501,1.17138966624785,1.05146550219809,0,0,0,2.9448531380432,0
