"","Monocyte_Non-Classical","Macrophage_Alveolar","NK","Monocyte","Lymphatic-Endothelial","Macrophage","Fibroblast","Basal","Myofibroblast","Dendritic_A","B","Vascular-Endothelial_A","T","ATII","ATI","Vascular-Endothelial_D","Vascular-Endothelial_C","Ciliated","Club","Vascular-Endothelial_B","B_Plasma","Innate_lymphoid_A","T_Cytotoxic","Goblet","T_Regulatory","Mesothelial","Innate_lymphoid_B","Smooth-Muscle","Dendritic_B","Dendritic_Langerhans","Mast","Dendritic_Plasmacytoid","Dendritic_C","Vascular-Endothelial_E","Pericytes","Mystery_Disease_Epithelial","Ionocyte","Neuroendocrine"
"Monocyte_Non-Classical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage_Alveolar",0.178437297708734,0.0683794308088362,0,0,0,0.0774440011456965,0,0,0.28196031300905,0.249307163370483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte",0.0533456380127405,0.0623671967897328,0,0,0,0.0527009564140271,0,0,0.417463382153254,0.126823479177034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0.0745441620777789,0.0497540262917285,0,0,0,0.0631014165567748,0,0,0.138921575484322,0.105569790030813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",0.118324864401057,0.0462828528624246,0,0.0431012020021214,0,0.0816857298636475,0,0.164145174399932,0.183849512323773,0.344607377132908,0,0,0,0,0,0,0,0,0.396329102594663,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227499121527268,0,0,0,0,0
"Fibroblast",0.248152939398586,0.24272603769745,0.561111321662139,0.491361705400269,0.30394081134513,0.28438538859017,0.882888401582316,0.30634111638947,0.394275648739403,0.441804988290698,0,0.280365396550772,0,0.118917777258092,0.533808112427066,0,0,0.289458909051115,0.254407973025007,0.192389513577843,0.047578440975482,0.0724642788637422,0.412881747327675,0,0,0,0,0,0,0,0.262442265980291,0,0.438980039706012,0,0.318089849007461,0,0,0
"Basal",1.68205076552666,1.27260180690708,2.19110946543569,2.05848870331088,1.01198852307081,2.02007679690537,1.66684167214216,0.992190339378728,1.02594077658609,2.20968015148139,0,0.647687463234965,0,0.267169683300607,1.05435885053197,0,0,0.978677459691203,0.894624494839184,0.794615970261515,0.159574073529233,0.174862969747779,1.63473045505726,0,0,0,0,0,0,0,0.642376389092652,0,1.12754511983349,0,1.04081376722134,0,0,0
"Myofibroblast",0.546725725659612,0.501349722045935,1.61970712744499,0.795760949029608,0.644180705172626,0.597512799851642,1.46675997610732,0.473781626650171,0.518277121234734,0.702206023470259,0,0.492442271305304,0,0.159055406476834,0.739110105293656,0,0,0.563861274211768,0.360668296844298,0.384289246628803,0.100761347443497,0.112504400882605,0.868056522112463,0,0,0,0,0,0,0,0.393960258408291,0,0.589287065401908,0,0.544686390161894,0,0,0
"Dendritic_A",0.0873102088220435,0.0315722901808493,0,0.0546228763929184,0,0.0589415958723727,0,0.0872999132185063,0.0735709389294301,0.250258055988082,0,0,0,0,0,0,0,0,0.361585559672661,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173057289864981,0,0,0,0,0
"B",0.092617187493395,0.0729291996366998,0,0,0,0.0668429344099176,0,0,0.13860225585686,0.0912976772869181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_A",0.312191583250386,0.326158888137944,0.871683765768381,0.56210995989842,0.482051528475959,0.403131015892841,1.09266171045293,0.358531653803247,0.425996144486442,0.494631021728348,0,0.330794872565752,0,0.125432064644112,0.633982396920975,0,0,0.373830349623963,0.25994953301427,0.281352032319049,0.067195940922139,0.0745524029176673,0.540115610779732,0,0,0,0,0,0,0,0.284848264259094,0,0.375422070403065,0,0.396543428060548,0,0,0
"T",0.0222328152577426,0.00236155315405089,0,0,0,0.015236632788287,0,0,0.0591469358701755,0.0656824702237403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",0.571574545053783,0.542221797186449,1.01694939739711,0.974578512357035,0.498427822790308,0.771637392300462,1.34832319484269,0.507823665613093,0.607817092361134,0.969807217799801,0,0.429132854602838,0,0.163979662902711,0.658534090182373,0,0,0.470612208707318,0.481281896006738,0.350224622225784,0.0911798135083345,0.106180376755,0.850486300033252,0,0,0,0,0,0,0,0.369418960288491,0,0.615405379388758,0,0.482753421023259,0,0,0
"ATI",1.34020745218387,0.776604031702466,1.83042066529524,1.66364997079594,0.686182838243171,1.28604290023283,1.54597271021209,0.844274679306304,0.806359318875957,2.03303216009053,0,0.508991244651081,0,0.196901565917293,0.790284769145363,0,0,0.613674260267585,0.855938475272908,0.465251384847978,0.169711306157402,0.142945876954279,1.06131244976062,0,0,0,0,0,0,0,0.723266939910913,0,0.970284241586447,0,0.570597650076328,0,0,0
"Vascular-Endothelial_D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0.286224771816062,0.101141373427028,0.174212575052436,0.29302467684098,0,0.318899953367831,0,0.131345305459458,0.108304218594953,0.553867578666276,0,0,0,0,0,0,0,0,0.207533122212644,0,0,0,0,0,0,0,0,0,0,0,0.169348094625123,0,0.166604641953881,0,0,0,0,0
"Club",0.873776814085879,0.727932420592763,1.2228598265808,1.23082000002087,0.649200900867911,0.951388969650662,1.36323784987378,0.638905866440168,0.68314440153391,1.23663806189014,0,0.46200859311383,0,0.195124250010398,0.764119456861048,0,0,0.583748260973147,0.506992638418452,0.49362549774828,0.107300022169635,0.120550919469291,1.04816031204959,0,0,0,0,0,0,0,0.34717778842157,0,0.735635081973609,0,0.635757291783826,0,0,0
"Vascular-Endothelial_B",0.0167652855505473,0.0139208087141441,0,0,0,0.0164358631241959,0,0,0.0248005982931781,0.0245579549262637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Cytotoxic",0.114866682258114,0.0652864106860134,0,0,0,0.091981191216106,0,0,0.331210621709356,0.182621545147091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goblet",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Regulatory",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesothelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smooth-Muscle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mast",0.148262304511057,0.130555064663878,0,0,0,0.140088914853197,0,0,0.216376009528294,0.144281562374821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Plasmacytoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0.0307280915738283,0.0141023259083101,0,0,0,0.013892621562959,0,0,0.0585541386337256,0.0405699175381621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pericytes",0.0812840237664785,0.0393904798790803,0,0.0489720272885683,0,0.0840250905100837,0,0.0491857261602391,0.0682717280411377,0.138480017697843,0,0,0,0,0,0,0,0,0.112148655782184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0988118733621339,0,0,0,0,0
"Mystery_Disease_Epithelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ionocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neuroendocrine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
