"","Monocyte_Non-Classical","Macrophage_Alveolar","NK","Monocyte","Lymphatic-Endothelial","Macrophage","Fibroblast","Basal","Myofibroblast","Dendritic_A","B","Vascular-Endothelial_A","T","ATII","ATI","Vascular-Endothelial_D","Vascular-Endothelial_C","Ciliated","Club","Vascular-Endothelial_B","B_Plasma","Innate_lymphoid_A","T_Cytotoxic","Goblet","T_Regulatory","Mesothelial","Innate_lymphoid_B","Smooth-Muscle","Dendritic_B","Dendritic_Langerhans","Mast","Dendritic_Plasmacytoid","Dendritic_C","Vascular-Endothelial_E","Pericytes","Mystery_Disease_Epithelial","Ionocyte","Neuroendocrine"
"Monocyte_Non-Classical",0.216780489789868,0.143312432221071,0,0.114120372748989,0,0.225954366428531,0,0.201231616342955,0,0.176369812213866,0,0,0,0,0,0,0,0.987048541674033,0,0,0,0,0,0,0,0,0,0,0.173030409056794,0,0,0,0.253785758055655,0,0,0,0,0
"Macrophage_Alveolar",0,0.255735185749091,0,0,0,0.110794945133918,0,0.594042342723495,0,0.138687535951338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NK",0.161202151170913,0.197879006047118,0,0.111575342670246,0,0.217815800845114,0,0.314834911056166,0,0.164773786865103,0,0,0,0,0,0,0,1.50998050211588,0,0,0,0,0,0,0,0,0,0,0.28703293655429,0,0,0,0.551026450990431,0,0,0,0,0
"Monocyte",0.0990961281446693,0.175808873378874,0,0.0557114197179595,0,0.108866716355274,0,0.450182233916005,0,0.137425668588404,0,0,0,0,0,0,0,1.45381157269494,0,0,0,0,0,0,0,0,0,0,0.12947423592191,0,0,0,0.247428760784745,0,0,0,0,0
"Lymphatic-Endothelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",0,0.234826424886563,0,0,0,0.0599235936029669,0,0.7050930719139,0,0.072043722125239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",1.01563988588976,0.897520724194161,0.59092605895645,1.2765935241148,0,1.1443713712065,1.22952121449943,1.23094569800996,1.20015921587248,1.18822981359612,0,0,0.408520226644484,0.465623727138235,0,0,0,1.08655488174396,0.629241209197773,0,0.587822138105588,0.540357783558824,1.00874154967572,0,0,0.555734682489397,0.674651967805983,0,0.608873187853947,1.04791229364652,0,0,0.59527427455782,0.735321123480338,0,0,0,0
"Basal",0,0.0872737750344494,0,0,0,0.0763365725821009,0,0.0690822580234215,0,0.0637150524740579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myofibroblast",1.663470953475,1.39092560374262,1.51183257923537,1.75216328830026,0,1.80695388308221,1.99180652434504,1.66099610241445,1.2379528549101,1.67976106038684,0,0,0.716288498105851,0.569426479552844,0,0,0,1.70919811483449,0.830686325380668,0,1.02516699353844,0.768078349678618,1.70277650194583,0,0,0.799928620402245,1.08407863134045,0,0.977281882062588,1.57926028125938,0,0,0.780903127081637,0.9854462288845,0,0,0,0
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B",0,0.0353337852885486,0,0,0,0.0105473832130784,0,0.0624945572832197,0,0.0127227908965632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
