"","Monocyte_Non-Classical","Macrophage_Alveolar","NK","Monocyte","Lymphatic-Endothelial","Macrophage","Fibroblast","Basal","Myofibroblast","Dendritic_A","B","Vascular-Endothelial_A","T","ATII","ATI","Vascular-Endothelial_D","Vascular-Endothelial_C","Ciliated","Club","Vascular-Endothelial_B","B_Plasma","Innate_lymphoid_A","T_Cytotoxic","Goblet","T_Regulatory","Mesothelial","Innate_lymphoid_B","Smooth-Muscle","Dendritic_B","Dendritic_Langerhans","Mast","Dendritic_Plasmacytoid","Dendritic_C","Vascular-Endothelial_E","Pericytes","Mystery_Disease_Epithelial","Ionocyte","Neuroendocrine"
"Monocyte_Non-Classical",0.310181666990013,0.306778123385025,0,0.306502482972146,0,0.25864163705967,0,0,0,0.303056364016401,0,0.505175114725535,0,0.0787563865025003,0.584529442132932,0.481594115847703,0.321202106732997,0.269452729837606,0,0.36906017579176,0,0,0,0.469816388734143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage_Alveolar",0.240205644629485,0.181388228004322,0,0.185028927836365,0,0.0830774193243612,0,0,0,0.111013789334007,0,0.342320761916535,0,0,0.309643456375665,0.80310255493616,0.1501004671183,0,0,0.165997278814884,0,0,0,0.374023932165622,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte",0.1162335914314,0.189938425380867,0,0.19259722570401,0,0.0723924161287311,0,0,0,0.10377905950118,0,0.293258282417154,0,0,0.27284659675113,0.72950883568709,0.201104965697786,0,0,0.129200419190349,0,0,0,0.324961452666242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0.334604964221659,0.262936738141749,0,0.303583223541066,0,0.238340653245918,0,0,0,0.301824322771752,0,0.286940967287348,0,0.278287388394437,0.32926327523796,0.335657943426577,0.231648977255728,0.141701356856487,0,0.214346333189335,0,0,0,0.639916069951517,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",0.101838553660823,0.111429976693722,0,0.126730385077532,0,0.0331072398167899,0,0,0,0.0451844970644349,0,0.135434205839321,0,0,0.177756513789933,0.628206926659661,0.0801422158077003,0,0,0.0628395717413074,0,0,0,0.257426846647956,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0.33566541002835,0.515825173583374,0.174333147820277,0.420916343308358,0.171727553665963,0.59246121254695,0.746027212472723,0.415690378520614,0.461586807235556,0.461950542229291,0,0.252245321691502,0,0.664652355590097,0.473954482317772,0.393639850964336,0.228347227058204,0.614163485618439,0.53840965816634,0.222533229514613,0.153076662999706,0.232785803139394,0,0.995927737816593,0.700199027697674,0,0.11257665161408,0.368728826981048,0.349877699278283,0,0.427716215500115,0,0.0827026108521477,0.334872798733084,0,0,0,0.781305488830559
"Basal",0.989329504475816,1.63127526069153,0.509432856824404,1.21269496755744,0.498784592580336,2.25511670956578,1.51206404340809,0.655488471482585,0.697538410538691,1.18511416460691,0,0.619990973574291,0,1.56979230255105,1.20409269831144,0.83059151696288,0.589263132689104,1.71895814737731,1.16897443398918,0.686124147115241,0.40554963659398,0.588494978736349,0,2.02538295920996,2.30526902503668,0,0.234302960799153,0.780564083606101,0.839553682884722,0,0.969010466745565,0,0.164097909486142,0.954595796008105,0,0,0,1.39726012769418
"Myofibroblast",0.38542467441914,0.509117572839855,0.272200782259729,0.399195231051319,0.19869717434815,0.581178139443588,0.839250080136441,0.398727442336503,0.351290232995039,0.425159384911166,0,0.306856208232417,0,0.583181799883297,0.482745767904011,0.406550358497755,0.239768336887271,0.668517678790582,0.495349897083596,0.257751876501079,0.15737893264714,0.208447677310017,0,0.87086766981456,0.630226915938216,0,0.119446545105763,0.357490705387247,0.341240436627559,0,0.407800404462567,0,0.0671776061885168,0.285170038021487,0,0,0,0.783634575279204
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
