"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Ionocyte","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","Neuroendocrine","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",1.65142158702348,1.42664518160399,0,0.0503106094643557,0,0.796973991406661,0.759060228738573,0.338803923495265,0,0.186527494070038,0,0,1.19772282872307,0.840382537183261,0,0.0437853684095452,0,0.836232705387405,0.122432537703438,0.212135390871207,0.242418649845428,2.26659234187452,0.187332010530211,0.119215166064402,1.22848239437825,0,0,0,0,2.09905034923146,0,0.062392378799927,0.0796750500739472,1.27495373690689,1.04225168053967,0.637890764717017,1.06542507537068,0.804918707454861
"ATII",0.894921756665792,0.780804917339461,0,0,0,0.398395476806435,0.388948222029168,0.0519851677981012,0,0.0355928364303891,0,0,0.753610565905455,0.517403538866219,0,0.0573723812810732,0,0.235515571216401,0.236074914255946,0.295169632997856,0.202906751742459,1.24291868665418,0.180244168437907,0.0714365720567671,0.700447414585718,0,0,0,0,1.33747766516048,0,0.103909499863251,0.10735313078283,0.726120800444389,0.605982754147936,0.338992832315942,0.63061679499907,0.163736684761138
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0.295851754556802,0.16223673580883,0,0,0,0.0735082489898709,0.080613307374846,0,0,0,0,0,0.168891863154926,0.101267326509895,0,0,0,0,0,0,0,0.326658025531422,0,0,0.195111395462682,0,0,0,0,0.443321606078359,0,0,0,0.215351292124303,0.165634782961692,0.0959356046136887,0.167172554269193,0
"Basal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",1.69248716199432,1.37986487683309,0,0,0,0.847137529494144,0.711001556885979,0.0764849835590449,0,0.0752650484540166,0,0,1.29626125895356,1.26041739327255,0,0,0,0,0,0,0,3.5667067056957,0,0,1.51485832363427,0,0,0,0,3.50336639859401,0,0,0,1.48203606540276,1.29612325918681,0.606973149717432,1.48587046279039,0.431978106732934
"Club",0.763585357320984,0.618767010166342,0,0,0,0.254528745799907,0.251544071165297,0,0,0,0,0,0.688399971560802,0.436319334798264,0,0,0,0,0,0,0,1.22951447596873,0,0,0.691806713232021,0,0,0,0,1.2829716270978,0,0,0,0.645411339551157,0.502191661980327,0.310361363812817,0.587885429651814,0
"Dendritic_A",0.759089990812505,0.671993480481796,0,0,0,0.397084117595254,0.368847434267674,0.0465133722906375,0,0.0599779382523141,0,0,0.520688770721932,0.368730199590739,0,0,0,0,0,0,0,0.957582070617786,0,0,0.453304299226889,0,0,0,0,0.912900778405269,0,0,0,0.488645691907955,0.309139777138274,0.183017581170517,0.380001360363343,0.243001953647339
"Dendritic_B",0.680365895896381,0.440347113090681,0,0,0,0.222110910005294,0.202907788071928,0,0,0,0,0,0.440453316361298,0.285901177777756,0,0,0,0,0,0,0,0.688048941420973,0,0,0.475703940786629,0,0,0,0,0.919212696025522,0,0,0,0.494957609528209,0.404679047886643,0.213475788405197,0.370860746864253,0
"Dendritic_C",1.00401286065944,0.892876948425629,0,0,0,0.542288889966943,0.504055572814663,0.136709116545844,0,0.548596944392374,0,0,0.880545469112224,0.49123878991187,0,0,0,0,0,0,0,1.41978445104345,0,0,0.728484981540151,0,0,0,0,1.80122247043077,0,0,0,0.631668127476041,0.60343303868239,0.303445877901608,0.716135613746439,0.410142845192412
"Dendritic_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Plasmacytoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",1.95486274030618,1.63988283524484,0,0,0,0.985624782920333,0.831557306315156,0,0,0,0,0,1.54018308957798,1.24305914131927,0,0,0,0,0,0,0,3.34292085983567,0,0,1.87781449021198,0,0,0,0,3.64682275618437,0,0,0,1.77441908600891,1.52082948227219,0.846371056534621,1.6100516360399,0
"Goblet",0.928156965232484,0.807062029635883,0,0,0,0.555229553460202,0.531553708606646,0.187324413564583,0,0.107524133720828,0,0,0.784382774101097,0.528131722526172,0,0,0,0,0,0,0,1.75743336567065,0,0,0.634279051741913,0,0,0,0,1.35219089944584,0,0,0,0.821872041324193,0.645792738039948,0.423601139330146,0.658623961817692,0.253370484718526
"Innate_lymphoid_A",0.433396415873566,0.309600181449299,0,0,0,0.179302045473648,0.155860898783822,0,0,0,0,0,0.276790987271928,0.164159126410841,0,0,0,0,0,0,0,0.668803917461212,0,0,0.278331426984132,0,0,0,0,0.688135748270113,0,0,0,0.257352649319741,0.234930534601404,0.128136378246068,0.307691930387913,0
"Innate_lymphoid_B",0.256499042418432,0.21501571803715,0,0,0,0.164464642811376,0.134348044203262,0,0,0,0,0,0.150865986275012,0.100837849873669,0,0,0,0,0,0,0,0.363322681995042,0,0,0.17224385061662,0,0,0,0,0.290173299495668,0,0,0,0.197117153912508,0.207917547281597,0.0950446787676723,0.181015173822342,0
"Ionocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0.943330506761325,0.66214156325058,0,0,0,0.259583125845835,0.311382356785248,0,0,0,0,0,0.717725871609629,0.563127824779513,0,0,0,0,0,0,0,1.75735270060563,0,0,0.92201501835962,0,0,0,0,2.34313693414084,0,0,0,1.02599937431804,0.858775948919137,0.333934562278692,1.21306606684323,0
"Macrophage",1.04364642702911,1.11344969378068,0,0,0,0.549618980538569,0.498116280768234,0.0589435807822555,0,0.0576717533443777,0,0,0.799970451896664,0.639247147240622,0,0.0441319476168114,0,0.297062629583927,0.0882439936904924,0.122012404400155,0.243210830890607,1.98649967188219,0.125812218239517,0.0685190425593909,0.81478994309777,0,0,0,0,1.81272711742885,0,0.0504684297715674,0.053424770455757,0.969663322306522,0.61927523341694,0.287741021647464,0.717489194071885,0.502539762480846
"Macrophage_Alveolar",1.04020321920645,0.874213539319741,0,0,0,0.331016634710605,0.332970516712508,0.0174943191045656,0,0.0218894260790662,0,0,0.862646121190318,0.603453740152528,0,0.0385714312785489,0,0.272737230931288,0.0748907938614104,0.122166568854938,0.208460261386837,2.08611827710945,0.127904830727677,0.0596677174420897,0.875419821141888,0,0,0,0,1.94828351745933,0,0.0261430311189279,0.0598659901397692,1.0258339336175,0.603826213037017,0.247382080733751,0.671076412021115,0.266161910207607
"Mast",0.538221849195569,0.491440229805618,0,0,0,0.259912981006392,0.227480167544661,0,0,0,0,0,0.40508362011329,0.217653005516066,0,0,0,0,0,0,0,0.558034344918312,0,0,0.432615728456663,0,0,0,0,1.04821825518122,0,0,0,0.402458735564101,0.365306035192066,0.196988001423125,0.427967315874189,0
"Mesothelial",1.56749393596432,1.32001275491587,0,0,0,0.603692336328868,0.562737685470656,0,0,0,0,0,1.45784066168062,0.861183344526725,0,0,0,0,0,0,0,2.21204748283094,0,0,1.57747708271735,0,0,0,0,3.31807122424641,0,0,0,1.74366312618661,1.52966324014197,0.738297313995095,1.55950314470806,0
"Monocyte",1.53492632825332,1.48590766941818,0,0,0,0.920233576891355,0.801410804421202,0.159622109861369,0,0.139450042279724,0,0,1.12683043483865,0.900522417886206,0,0.0663115687169469,0,0.332550023344144,0.162096982239269,0.201493461400543,0.293907107690917,2.28873282101221,0.221949449407855,0.0938671809595458,0.996572246142732,0,0,0,0,2.14739288699418,0,0.10744477941473,0.0822824878628621,1.09745124321065,0.740978015230391,0.458690095798708,0.845277114976009,0.53430520983874
