"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Ionocyte","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","Neuroendocrine","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",0.508448510320078,0.335087686894024,0,0.0729985862528504,1.20409269831144,0.284075478590181,0.364352042510225,0,0,0.451930263486873,0,0,0.473954482317772,0.214849815470143,0,0.083460390875503,0,0.32926327523796,0.177756513789933,0.309643456375665,0.153041811245684,0,0.27284659675113,0.584529442132932,0.482745767904011,0,0.790925534253739,0,0,0.0635686268389521,0,0,0.108931720579171,0.293452601509252,0.321073725513908,0.234590610051983,0.371913301147733,0.209468726023006
"ATII",0.800317421822734,0.507134506105979,0,0,1.56979230255105,0.453086304174833,0.504244456142652,0,0,0.499273212367649,0,0,0.664652355590097,0.272413636405269,0,0.0825807399570267,0,0.278287388394437,0,0,0,0,0,0.0787563865025003,0.583181799883297,0,0.861626013307519,0,0,0.125086548755918,0,0,0,0.403583676776941,0.449887026803247,0.320409739453979,0.482630768730021,0.273322515691884
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0.225382395964335,0.0890026346965054,0,0,0.40554963659398,0.0624380584951054,0.0945350894130824,0,0,0.353497608813698,0,0,0.153076662999706,0.0288357835904463,0,0,0,0,0,0,0,0,0,0,0.15737893264714,0,0.151894884807438,0,0,0,0,0,0,0.105001963501063,0.107744408635061,0.0701108048050775,0.110146999273967,0.0623782980533734
"Basal",0.384605975578734,0.298480319660631,0,0,0.655488471482585,0.288562604914268,0.323829823531919,0,0,1.11415298415023,0,0,0.415690378520614,0.267992792458032,0,0,0,0,0,0,0,0,0,0,0.398727442336503,0,0.755132178316807,0,0,0,0,0,0,0.383247851274742,0.385659311651188,0.319392780661901,0.380353553269583,0.367915435961902
"Ciliated",0.732747264402769,0.496638947964035,0,0,1.71895814737731,0.535955619658825,0.527776838133564,0,0,0.741110524642034,0,0,0.614163485618439,0.412384529542751,0,0.286662320382975,0,0.141701356856487,0,0,0,0,0,0.269452729837606,0.668517678790582,0,0.879490493984497,0,0,0.061379627255337,0,0,0,0.443931864396962,0.531871339612478,0.327772904173105,0.598142588367867,0.510350429217908
"Club",0.491541943849419,0.3394672780515,0,0,1.16897443398918,0.257389215256019,0.309602737391949,0,0,0.827229980583547,0,0,0.53840965816634,0.202019558170434,0,0,0,0,0,0,0,0,0,0,0.495349897083596,0,0.670457239756383,0,0,0,0,0,0,0.338133134765358,0.357253048229328,0.29396190975576,0.408013014179969,0.292296348723046
"Dendritic_A",0.787569434019811,0.598139603584317,0,0.0636486947699432,1.18511416460691,0.556103304285293,0.587705959383307,0,0,0.31068249953264,0,0,0.461950542229291,0.411829462475157,0,0.188711342922223,0,0.301824322771752,0.0451844970644349,0.111013789334007,0.0554223988023524,0,0.10377905950118,0.303056364016401,0.425159384911166,0,0.524022933185072,0,0,0.142076682611766,0,0,0.0367344778725714,0.231791682494177,0.211217225247932,0.16979032806195,0.282283515456459,0.14554811581218
"Dendritic_B",0.482468977159201,0.273039210284618,0,0,0.839553682884722,0.259280106454788,0.274725684252614,0,0,0.499472152836229,0,0,0.349877699278283,0.161061642918751,0,0,0,0,0,0,0,0,0,0,0.341240436627559,0,0.570795426837279,0,0,0,0,0,0,0.241963691890928,0.282080120170343,0.210873278123521,0.252046404956624,0.20208826730116
"Dendritic_C",0.115419770775201,0.086530116587548,0,0,0.164097909486142,0.0952401164140567,0.0747459742861956,0,0,0.279143353342538,0,0,0.0827026108521477,0.0498217972587845,0,0,0,0,0,0,0,0,0,0,0.0671776061885168,0,0.138394793206052,0,0,0,0,0,0,0.0399900112188701,0.053174396530656,0.0360104176734944,0.0618336495367985,0.0537473354156037
"Dendritic_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Plasmacytoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0.80599064550791,0.576294535708969,0,0,1.51206404340809,0.539674895864853,0.543833198770601,0,0,1.30635731113118,0,0,0.746027212472723,0.368691208805276,0,0,0,0,0,0,0,0,0,0,0.839250080136441,0,0.99563498818507,0,0,0,0,0,0,0.595938424167739,0.650745527426405,0.434476160576885,0.679782265913974,0.57960785560801
"Goblet",1.18698621757767,0.780461923747807,0,0.078848330119704,2.02538295920996,0.700588336003501,0.801378278906615,0,0,0.647405799485501,0,0,0.995927737816593,0.529176786276476,0,0.378906143255452,0,0.639916069951517,0.257426846647956,0.374023932165622,0.190958129942799,0,0.324961452666242,0.469816388734143,0.87086766981456,0,1.12276069256779,0,0,0.312323878417656,0,0,0.0850484727103037,0.683041653576366,0.673670154031912,0.510209325798405,0.753049170034212,0.430430229119122
"Innate_lymphoid_A",0.321466661465036,0.194494216899138,0,0,0.588494978736349,0.184904379373713,0.180870474212687,0,0,0.415916959594457,0,0,0.232785803139394,0.0953886726929231,0,0,0,0,0,0,0,0,0,0,0.208447677310017,0,0.4131562037883,0,0,0,0,0,0,0.119586029043187,0.156689501050569,0.114539618045711,0.203126505274219,0.142727977454286
"Innate_lymphoid_B",0.203944402833779,0.170604846233587,0,0,0.234302960799153,0.18546503519042,0.149446857919529,0,0,0.792140539537964,0,0,0.11257665161408,0.118060857218344,0,0,0,0,0,0,0,0,0,0,0.119446545105763,0,0.226919374431489,0,0,0,0,0,0,0.108141741978579,0.151527856865646,0.0923759323108504,0.127834853707568,0.110932932163026
"Ionocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0.183413128216057,0.102601348721601,0,0,0.498784592580336,0.0783258542478424,0.121406422636998,0,0,0.744731655882497,0,0,0.171727553665963,0.0618186212928198,0,0,0,0,0,0,0,0,0,0,0.19869717434815,0,0.408469806034701,0,0,0,0,0,0,0.147600257656131,0.173894264009226,0.0915593290712725,0.24116164722553,0.0891889533861171
"Macrophage",0.713438119436471,0.529748307415107,0,0.060830668078826,2.25511670956578,0.450284896055044,0.531054219290205,0,0,0.196120507181979,0,0,0.59246121254695,0.255539518297608,0,0.103938486151607,0,0.238340653245918,0.0331072398167899,0.0830774193243612,0.0591801126410938,0,0.0723924161287311,0.25864163705967,0.581178139443588,0,0.548921038924049,0,0,0.102538381769733,0,0,0.0361193753732174,0.340675727388128,0.3355534468644,0.213018614377389,0.416800147647523,0.143930574722104
"Macrophage_Alveolar",0.553389292980767,0.340948638979799,0,0.0895966352964942,1.63127526069153,0.272883671591785,0.395927137331477,0,0,0.230657488779108,0,0,0.515825173583374,0.203467951451325,0,0.0836444640439163,0,0.262936738141749,0.111429976693722,0.181388228004322,0.10566571331982,0,0.189938425380867,0.306778123385025,0.509117572839855,0,0.617244253438075,0,0,0.0862628813961297,0,0,0.0812956634557495,0.293258209821765,0.272091163113233,0.171251621079737,0.341505823780539,0.140234202192635
"Mast",0.479830085441477,0.362482810175261,0,0,0.969010466745565,0.288106522896167,0.293863670401141,0,0,0.391772469732942,0,0,0.427716215500115,0.149255263077331,0,0,0,0,0,0,0,0,0,0,0.407800404462567,0,0.462753225395771,0,0,0,0,0,0,0.237482245284475,0.299458389162119,0.202272090514571,0.349578428281522,0.158982478801672
"Mesothelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte",0.49169013770535,0.337004585108178,0,0.0784517224704148,1.21269496755744,0.293086868251647,0.371885270470333,0,0,0.229448510295711,0,0,0.420916343308358,0.22693350814564,0,0.0754353747202237,0,0.303583223541066,0.126730385077532,0.185028927836365,0.134698917176474,0,0.19259722570401,0.306502482972146,0.399195231051319,0,0.351321449353763,0,0,0.0969593249222657,0,0,0.0736737742790986,0.210366288981832,0.205899033230074,0.162514128554767,0.288220714901945,0.11199371264882
