"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Ionocyte","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","Neuroendocrine","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",0.747561622094794,0.647883330030872,0.0201751557021085,0,0,0.41429777842566,0,0.235870514015052,0.455705610870097,0,0,0,0.804438906864729,0,0,0,0,0.111333244483432,0.0480472858539821,0.158021829693642,0,0,0.0500569699413838,0.240325114887132,0,0,0,0,0.799010693763795,0,0,0,0,0,0,0.517255086710232,0,0.0806896465754051
"ATII",0.755338938868428,0.742107396448655,0,0,0,0.288351807473273,0,0,0,0,0,0,0.864879240908228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.883016790439006,0,0,0,0,0,0,0.427826584962663,0,0
"B",0.236779331183422,0.279758246973058,0,0,0,0.0593832075521504,0,0,0,0,0,0,0.427055284475754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946163607951485,0,0,0,0,0,0,0.156601517900505,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",1.75825414694267,1.66894841153961,0,0,0,0.788015006398965,0,0.0498870421780418,0.0688829300165261,0,0,0,1.98054570530517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14116551231898,0,0,0,0,0,0,1.06326341928458,0,0.0468217770126178
"Club",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_A",1.25937703672559,1.00860922196359,0,0,0,0.640123845394666,0,0.0936578738070253,0.158705284069741,0,0,0,0.998665372721244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.795284275855042,0,0,0,0,0,0,0.54104515116785,0,0.083189643859801
"Dendritic_B",0.79254846704404,0.631715853809325,0,0,0,0.262104591962288,0,0,0,0,0,0,0.683907296370659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.941564102260144,0,0,0,0,0,0,0.419198565362661,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
