"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Ionocyte","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","Neuroendocrine","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",1.02001818199842,0.617598280629365,0.0333593647610737,0,0,0.59736306805682,0.608764123125546,0.0284411176681952,0,0.0705613700909474,0,0,0.0327170569298034,0,0,0,0,0.139020016209177,0.0291679174218833,0.349395312447482,0,0,0.0975605768135093,0.0828552144386233,0,0,0,0,0,0,0.10629384449009,0,0.329725484230993,0,0.72954239824609,1.59699753630992,0.721852355902391,0
"ATII",0.355008318676634,0.187198864266867,0,0,0,0.199932381871064,0.198250691304546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238642898088105,0.524683353561823,0.239704784956427,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0.767062945279252,0.484329584199721,0,0,0,0.309378858846089,0.373184458161835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356373139881624,0.822612500048636,0.351602382340298,0
"Basal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",1.21008315520758,1.13268970061918,0,0,0,1.0232560838089,0.921028906096878,0.0730471083750237,0,0.105862014002525,0,0,0.0427635327070311,0,0,0,0,0,0,0.46941252049596,0,0,0,0.271248225168006,0,0,0,0,0,0,0,0,1.14529742016688,0,0.926540988533437,1.73928893878407,1.0238976446702,0
"Club",0.603109868788856,0.326247756196005,0,0,0,0.290096872827492,0.286964997387856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36815871464945,0.887019616546785,0.415853646597967,0
"Dendritic_A",0.817593971299401,1.12906025930332,0,0,0,0.719327504247437,0.785925756637826,0.0503764651549101,0,0.117035979437055,0,0,0.0719678498240336,0,0,0,0,0,0,0.11196875017754,0,0,0,0.0908867067494829,0,0,0,0,0,0,0,0,0.431417714074084,0,0.387529766793422,1.2019660365151,0.458512612987411,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0.714885190750099,0.499885662453304,0,0,0,0.418467896869114,0.438927432140945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485299295730106,1.14106060884867,0.557280133812758,0
"Dendritic_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Plasmacytoid",0.89101652667001,0.764386494968178,0,0,0,0.58268200430435,0.636925463482209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536106712015982,1.22903382021499,0.519506261523592,0
"Fibroblast",2.08760413806449,1.33488526945268,0,0,0,1.43507880811183,1.21120009908318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61325682431316,2.4564795271789,1.65487213264204,0
"Goblet",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ionocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0.695960895170682,0.37157554979442,0,0,0,0.347162875928809,0.413526412216858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699728919021122,0.974519128512985,0.936697545141233,0
