"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Ionocyte","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","Neuroendocrine","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",0.425314284297826,0,0,0,0.303812482373356,0.18379650014003,0.219811867917177,0,0,0,0,0,0,0.195603261762197,0,0,0.412898962458635,0,0,0,0,0.244080240719823,0,0,0.217528273936944,0.308444577653055,0,0,0,0.60153784888283,0,0,0,0,0,0.37802811353744,0,0
"ATII",0.059172260008194,0,0,0,0.0374110614971471,0.00793007725970687,0.0172366109840642,0,0,0,0,0,0,0.00952837085899,0,0,0.0513753650758055,0,0,0,0,0.0261937082280276,0,0,0.0151463596281807,0.0393055733160979,0,0,0,0.105416978331894,0,0,0,0,0,0.0497316017482977,0,0
"B",0.159642587816482,0,0,0,0.112864842001473,0.0254696454213086,0.0525674781183031,0,0,0,0,0,0,0.0313615924437834,0,0,0.546086308825845,0,0,0,0,0.144969973366369,0,0,0.0673375461522499,0.214275545974741,0,0,0,0.569827652624693,0,0,0,0,0,0.153342315165581,0,0
"B_Plasma",0.253162532182793,0,0,0,0.0667996881549834,0.0216517493996159,0.044647104082224,0,0,0,0,0,0,0.035681125118487,0,0,0.103291924711299,0,0,0,0,0.0505446781166136,0,0,0.0275798493010662,0.065491709025783,0,0,0,0.240323213314231,0,0,0,0,0,0.0816162268736231,0,0
"Basal",0.678977705124804,0.0462746064191429,0.00868440972276033,0.0157655186963781,0.443511942084824,0.177076591190111,0.286754198780293,0.0213896211048027,0,0,0.0123375607119764,0,0,0.221144216576823,0.0764721116003494,0,0.774422130331128,0.232509439487372,0.214714205882753,0.148077305788986,0.119315453704702,0.332337109257074,0.0957413906131337,0.0923861782125317,0.20731853936721,0.511828703508065,0,0,0,0.962541706987898,0.0338155966900206,0.0352423487799369,0.0432797404012084,0.011079960338941,0,0.492749566129444,0,0
"Ciliated",0.941757180178109,0.0366983384013663,0,0,0.702290534379906,0.316126591334164,0.395198474115499,0,0,0,0,0,0,0.407136772129,0,0,1.45236581058183,0,0,0,0,0.709526431710232,0,0,0.342585961608593,1.30654866945211,0,0,0,2.05293668458111,0,0,0,0,0,0.71802677560476,0,0
"Club",0.605114601326776,0.0273917629054941,0,0,0.383202959300241,0.138498988142584,0.211361714006906,0,0,0,0,0,0,0.179244470593805,0,0,0.540424532797155,0,0,0,0,0.33307182023739,0,0,0.186523222349244,0.384590095953939,0,0,0,0.983782558377526,0,0,0,0,0,0.454306358104982,0,0
"Dendritic_A",1.09494483100805,0.0964228678431081,0.0218025387011484,0.0217725041955789,0.706209923064338,0.338442264029889,0.501051609108824,0.0330267196633578,0,0,0.0203682942025746,0,0,0.423548958284039,0.0679999474306245,0,0.858538886364315,0.322316631826442,0.188336770764512,0.149773822950499,0.157113800162021,0.429965144858705,0.107226483945212,0.0888744560845829,0.256392227371965,0.683003131106108,0,0,0,1.33441307484939,0.0424356078905977,0.0431489839355558,0.0609291897355508,0.0197702377959505,0,0.662178879766344,0,0
"Dendritic_B",0.382885878379386,0,0,0,0.185021746913507,0.0864918670587587,0.122417871787792,0,0,0,0,0,0,0.108297092364462,0,0,0.338839810562946,0,0,0,0,0.113396122897855,0,0,0.0931783837424517,0.185643962978664,0,0,0,0.456441681757497,0,0,0,0,0,0.250347783278244,0,0
"Dendritic_C",0.404150919905981,0.0237287932002507,0,0,0.236893178021428,0.137003074131976,0.184100770056088,0,0,0,0,0,0,0.154612279683223,0,0,0.539564138026172,0,0,0,0,0.153554367070028,0,0,0.0955838913399151,0.271768449043839,0,0,0,0.633019887501887,0,0,0,0,0,0.228890917048664,0,0
