"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",0.245128170293996,0.344237434976944,0.0536380295323979,0.310309902626131,0.324306222051795,0.55656995413363,0.182401226323083,0.468762176035653,0.178072130370482,0.283354459018344,0.320305987615198,0,0.389664162241546,0.697692623805652,0.0804171628686774,0.394001786111314,0.126607525235878,0.491156404853631,0.405547449946593,0.321331509304197,0.613171703648085,0.581009855129291,0.270036398197755,0.285699413049792,0,0.120412327026699,0.181334186797328,0.184925304478275,0.0573210074549285,0,0.109516464784162,0.167813545650745,0.114228199459888,0.0556684262674005,0.0548001188252341,0.073332930926347
"ATII",0.185202150917747,0.26660562466752,0.0300012079274107,0.144707270341754,0.244074688317351,0.393478372295488,0.144926517972885,0.383977095240711,0.157759847056955,0.281816383861908,0.307829067007083,0,0.317957577227504,0.539663151845268,0.117273000749115,0.370834763320914,0.0556037069489683,0.323006860944452,0.156485623823417,0.269508435236354,0.423454783916966,0.471508772578534,0.188353422903592,0.231065294902561,0,0.121037105364142,0.143720299378553,0.117146737386932,0.0341645742746191,0,0.0625350484071483,0.103816041032018,0.0318563076476929,0.0322964390191527,0,0.0522650095031792
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0.418841736715038,0.901957909695983,0,0.54351453393699,1.16979804007364,1.04723834736725,0.41499995102409,0.0865532592775667,0,0.303198329783851,0,0,0.508131232025898,1.38240769638244,0,0.306615506352427,0.340603791895332,0.0896457985577623,0.0749030529964702,0,0.850360883667648,0.0995743099623779,0.100473055812259,0.734911024498373,0,0,0,0.290420380958339,0,0,0,0.438329483379011,0,0,0,0
"Ciliated",0.14676554639664,0.213783264763868,0.0197276338106553,0.142442714215984,0.193054803321712,0.335681415191321,0.117585441569929,0.411884723450673,0.130371203902364,0.193155656349447,0.26056140877392,0,0.261027061119054,0.374281240941109,0.108870260264277,0.306872853982365,0.059559992439236,0.377182650710067,0.168623763579186,0.217432950062286,0.359130121445081,0.554297988035638,0.252386947683875,0.188959638862668,0,0.104459759027539,0.116475720463144,0.0841545659482898,0.0235579308500871,0,0.0417852895694514,0.122569534751502,0.0466854936322062,0.0218392464150579,0.0209362066752049,0.0402103312603623
"Club",0.202048048414425,0.317701076578801,0.0634209820084785,0.364718546088814,0.377753784641622,0.613692280766768,0.21176606613502,0.5271383884697,0.209658993247413,0.296479918677403,0.373231780495903,0,0.451636673551776,0.719155279929787,0.0936930457799249,0.42434619358044,0.148694925775572,0.633463434236574,0.422074959123557,0.377177753637931,0.642922529759246,0.775911247089827,0.374914959392592,0.331324617145764,0,0.14169165823476,0.210559847540689,0.217406059630136,0.067584348355687,0,0.129374596569284,0.204104407627617,0.134700905333148,0,0.0647346481655977,0
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Plasmacytoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
