"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",0.21333269145473,0.0745950453394952,0,0,0,0.0929595454383995,0.107066512574567,0.102524405081081,0.0827545942498989,0,0,0,0,0.115630380812948,0,0,0,0.0205868768021872,0,0,0,0.0277391543038746,0,0,0,0,0,0,0,0,0,0,0,0.0301205340051756,0,0
"ATII",1.49765927452249,0.963201171008303,0,0.16550782096737,0,0.888590920308111,0.601195471611133,0.483982647752897,0.527232554592829,0.215119622584868,0,0.380069760514468,1.04228002177696,0.625336746478409,0.163498177782669,0.172529765569874,0.239477047754168,0.686318864566144,0.339824590951372,0.351322564032194,0,0.444119536557037,0.127568605353336,0.911942524570969,0,0.146496431853543,0,0,0,0,0,0.402054682631798,0.286196984102882,0.351593700908105,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0.953936263811304,0.489346119614138,0,0.0830887750776875,0,0.476110652281717,0.400516809119289,0.366569990862568,0.296098678004211,0.112694618729731,0,0.215605559034854,0.61699531390404,0.373883595407074,0.114046076101818,0.122355136866046,0.198066235116597,0.465284151467109,0.146896133435686,0.189158138271162,0,0.320929569950947,0.0809908694668313,0.545928003064634,0,0.0984044698470211,0,0,0,0,0,0.223360748250925,0.219034200945633,0.248163667568845,0,0
"Club",1.62502000154575,1.16569948402852,0,0.333564362211491,0,1.19978977733653,0.663728425235411,0.511559254762912,0.450952726707639,0.224919228724135,0,0.394663710738088,1.12430509871444,0.715862771981874,0.129944558767042,0.134460352660644,0.377456370167956,0.970981307059416,0.565087170685318,0.378286998096408,0,0.545815977198381,0.111979772552376,1.07990095584609,0,0.121443685802479,0,0,0,0,0,0.486033898269358,0.274293435910598,0.476986810452181,0,0
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Plasmacytoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",1.55700588882456,1.01479402802539,0,0.441177284352484,0,0.952664853076375,1.27875887005557,0.14002634369948,0.142415769095033,0,0,0.600796803510096,1.42410698356398,1.15764460003735,0,0,0.431590208377213,0.431720951953542,0.446788800117164,0,0,0.431092599176231,0,1.17209600335661,0,0,0,0,0,0,0,0,0.565734263268856,0.599056127521809,0,0
"Goblet",0.697380084295942,0.235716174980213,0,0,0,0.277846498736523,0.310209540990084,0.514310765658631,0.370017839524576,0.0990034488001848,0,0.13038996287555,0,0.32985606224284,0.11978483264379,0.125894436146899,0,0.454591864465463,0,0.113653425914746,0,0.266023782305558,0.0954795336474763,0,0,0.108283651574086,0,0,0,0,0,0,0,0.179843612523076,0,0
"Innate_lymphoid_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",0.679110881016047,0,0,0,0,0,0,0.0639678836592012,0,0,0,0,0,0,0,0,0,0.0613173449498156,0,0,0,0.24727655999369,0,0,0,0,0,0,0,0,0,0,0,0.309192432227515,0,0
"Macrophage_Alveolar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mast",0.944108363411416,0,0,0,0,0,0,0.328965366054571,0,0,0,0,0,0,0,0,0,0.326314827345185,0,0,0,0.512274042389059,0,0,0,0,0,0,0,0,0,0,0,0.574189914622884,0,0
"Mesothelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte_Non-Classical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myofibroblast",0.735947609531642,0.315695346577187,0,0.0389344296971608,0,0.286610098362074,0.290528587618516,0.106093479912342,0.0757877327404937,0.0290346394513835,0,0.112896798966199,0.637978592529793,0.220301605799113,0.0356833050580292,0.0411497924029164,0.21368486330443,0.126333338088081,0.0587485626707688,0.0451622152155334,0,0.146340521525564,0.0139364585876436,0.56662133183408,0,0.0253927746272421,0,0,0,0,0,0.223502815451421,0.217809990049721,0.16488766680352,0,0
"Mystery_Disease_Epithelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pericytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smooth-Muscle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Cytotoxic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Regulatory",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_A",1.71639807236225,1.32184383573823,0,0,0,0.750864577729882,0.417824722173384,0.308490700440568,0.312473076099822,0,0,0,2.3602661831642,0.454934817873035,0,0,1.44257304993782,0,0,0,0,0,0,2.38123636271209,0,0,0,0,0,0,0,1.2828693109127,0,0,0,0
"Vascular-Endothelial_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_C",2.71098894935272,0,0,0,0,2.46482210278723,0,0,0,0,0,0,2.27682834897716,0,0,0,0,2.24626877369448,0,0,0,2.5244190477097,0,2.37515565521316,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
