"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",0.531594328431459,0.454435727423524,0.0661366942319115,0,0,0.897562663975418,0,0.356197813915071,0,0.216586889207794,0,0,0.86950683962776,0.547883749920248,0.170563379856536,0.202919027557924,0.240685743497315,0.480739347699473,0.431274371714648,0.0846708358056157,0,0.498749641420686,0.238747925442985,0.631835266413383,0,0.140751028812403,0,0,0.065898704658324,0.0651523900336309,0.164536382420955,0.287885797918897,0.282799886900008,0,0.616362260274635,0.531546206239327
"ATII",0,0,0,0,0,0.0823693794051481,0,0.0540202343895282,0,0,0,0,0,0,0,0,0,0.0467310848453147,0.0468895939353252,0,0,0.0559725232752053,0.0469060134998675,0,0,0,0,0,0,0,0,0.0470418723088515,0.107947735359336,0,0.274325863513554,0.0812605633679365
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0.32940261492065,0.356968053004914,0.0456531412980778,0,0,0.63298223030816,0,0.504344841052854,0,0.224396734811525,0,0,0.742383968291099,0.500412037807728,0.217804065924287,0.277579542380499,0.180926111127877,0.494698537239277,0.340045533542715,0.129748183895798,0,0.601707972979927,0.309844996204796,0.541463573554368,0,0.149753223357534,0,0,0.0454056321415467,0.0446294649318659,0.124859796311572,0.260448575008109,0.227178872171815,0,0.550954719778318,0.475949533326384
"Club",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Plasmacytoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0.773356163532877,0.669688943583745,0,0,0,1.49743207567447,0,0,0,0,0,0,1.74238600387949,0.978294226094559,0,0,0,0.350986090779191,0.733684053193189,0,0,0.348788405667406,0,1.34670682444633,0,0,0,0,0,0,0,0,0.542760900818064,0,0.925430595572768,0.761133692517595
"Goblet",0,0,0,0,0,0.0924423502589252,0,0.176765575600761,0,0,0,0,0,0,0,0,0,0.158586629286745,0.0785302165501187,0,0,0.198499864572662,0.171096265870993,0,0,0,0,0,0,0,0,0.0787362402319484,0.109745355757346,0,0.222295265979318,0.12503211637071
"Innate_lymphoid_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",0,0,0,0,0,0,0,0.149849005719595,0,0,0,0,0,0,0,0,0,0.0660237859611391,0.0678466404962606,0,0,0.172300327904881,0.0680354654884972,0,0,0,0,0,0,0,0,0.0695978417918132,0,0,0,0.46311278897129
"Macrophage_Alveolar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
