"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",0.687116377206337,0.678125489681829,0,0.138696859054975,0.532531350801324,0.704564677310355,0.467923378807713,0.623822963860705,0.398455422890788,0.0811631851739133,0,0,0.495994243389483,0.967473963788541,0.210850234686931,0.109888224368079,0.155195723875125,0.665120751156527,0.503766168286242,0.286226378322083,0,0.400336378822018,0.349868898949006,0.377744445446186,0,0.0821028968100531,0,0.260198135204347,0,0,0.220370186585983,0.343288989454118,0.280544678329294,0.251675563828822,0.451314797284907,0.2238796233891
"ATII",0.484802589219066,0.530488267969755,0,0.0928723144659187,0.506118802902809,0.512174531837575,0.369168264879021,0.620674980605983,0.336248000850707,0.127914085390288,0,0,0.400900546580152,0.750596328670499,0.219863027799026,0.192857652264055,0.111523205132175,0.455374183709928,0.227529545809816,0.283682199267595,0,0.259280972928621,0.276677466431958,0.331142301197,0,0.130038650828518,0,0.198263863532313,0,0,0.153240965094162,0.228559280251469,0.197479369266956,0.162963995911381,0.338083175535781,0.157208154523772
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",1.57280434334884,2.26700724385362,0,0,2.07503438379546,2.10222774277412,2.29585954853381,0.6823283037275,0,0,0,0,0.876080297133019,2.7680933545034,0.629311465633685,0,0.713580040718644,0,0,0,0,0,0,0.997052371234359,0,0,0,0,0,0,0,0.667721857172766,0,0,0,0
"Ciliated",0.397770718611044,0.424047497103939,0,0.0674331031747138,0.438615159469687,0.438054211853508,0.29461123835387,0.55185663417158,0.321507332003937,0.125716953666555,0,0,0.323804937518911,0.533633090285403,0.192300554548662,0.18546503519042,0.0845919225876698,0.438414004639194,0.209902350600835,0.24200947923278,0,0.214736965655042,0.288229153723397,0.277636777900343,0,0.127671553869726,0,0.155388615248831,0,0,0.113967548685732,0.193813495833657,0.166965227385069,0.136941348304579,0.306160335977677,0.117617362960973
"Club",0.513512318828077,0.482990801343645,0,0.04797355069967,0.520943629160043,0.56516681571191,0.393876308641078,0.480391559035584,0.260535956778424,0.064733576716113,0,0,0.381323531528079,0.785728224985733,0.157304106595947,0.0972053601529962,0.121406422636998,0.471376579122452,0.33034384126356,0.173992424561422,0,0.320869517279889,0.317691256283797,0.293977143032304,0,0.0657958594352276,0,0.213088689789547,0,0,0.168065791351396,0.226845183417506,0.141131420192975,0.155914890363997,0.281367887298842,0.130177510170963
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0.421607855846571,0,0,0,0,0,0,0.135362311097262,0,0,0,0,0,0.363356841343674,0,0,0,0.0930919107305043,0.255791513106045,0,0,0.357407726604336,0.28273223235421,0,0,0,0,0,0,0,0,0.315802085970042,0.134315500725008,0.17757211089099,0.6054234980314,0
