"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",1.05517174385858,1.26758126832956,0,0.176706922454727,0.358689275450931,0.883308971005704,0.449285011162939,0.586548673059735,0.150549819278747,0.435746024275151,0.282898061317436,0.163477557794604,0.923718274373933,0.673180686555237,0.239408851756749,0.105788098632916,0.241725593709537,0.705724740852775,0.52836597764556,0.290541446228303,0.351605102686212,0.567045526256442,0.274839858455739,0.559522887401653,0.712197250847943,0.0742544942615764,0,0,0,0,0.0726127474052118,0.316604962683649,0,0.397462270210036,0,0.298543062455265
"ATII",0.767086786961909,0.894794374672742,0,0.119972768249188,0.23892259951878,0.563142107629429,0.317924457417189,0.335904947546935,0.0745001337489941,0.2795896321394,0.125329730202381,0.147303990213259,0.729836959417752,0.553537086363889,0.18355035402078,0.133986836524107,0.233363577365312,0.359012615917906,0.200203296220241,0.180507833896554,0.23790087137645,0.344104403504401,0.114296529713406,0.482647470546545,0.523852008398321,0.0626934701193401,0,0,0,0,0.0421925337169443,0.278118378942752,0,0.199810053730471,0,0.217809137073893
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",1.55005574102301,1.97166863645555,0,0,1.02940015894081,1.18785600441131,0.967857403040899,0.29995449446531,0.0878086789698586,0.393113774112867,0.366655538637291,0.448208121418821,0.924495776696165,0.914835336093622,0.110924268621005,0.173320814209084,0.873004744490247,0.219696629669627,0.0828591201518926,0.365717664168063,0.423356906921519,0.284769514910308,0,0.655141729907796,1.38775691617793,0.070836600002231,0,0,0,0,0,0.885219135410133,0,0.135658515105914,0,0
"Ciliated",0.681166300835763,0.808866800199579,0,0.106179046485961,0.260016249630197,0.465525369398823,0.302223340820969,0.45571315897662,0.121782759967554,0.248221693327186,0.139021678036223,0.151546361448292,0.689080470314545,0.616039057745225,0.182795065999565,0.141392530205919,0.212596541024441,0.477258776295824,0.243974179007843,0.177897997333631,0.173107900916017,0.471182964191117,0.130641147060057,0.455866463051623,0.546694758714472,0.0758026331135331,0,0,0,0,0.0367191808679425,0.25167300832404,0,0.183872267429551,0,0.194090555653042
"Club",0.618646462948496,0.74966182317018,0,0.0343479252847374,0.248245004451247,0.516478333370051,0.238869452042812,0.309846546670332,0.0625795714759454,0.232759618553302,0.10458344694139,0.0771935367547397,0.667578134050863,0.511204626304168,0.109225322161933,0.0657829559045855,0.219451428599897,0.336960138205914,0.19591266666868,0.1132237951015,0.182252276314788,0.341603101529668,0.0954741741412103,0.41728977208007,0.536074592556296,0.0301362727022019,0,0,0,0,0.0282803849515288,0.250294081411921,0,0.238271755976742,0,0.118831420683416
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0.137951250621884,0.120567217765125,0,0,0.350061966542568,0,0,0.331879530248392,0,0,0,0,0,0,0,0,0,0.309850119848007,0.118988250643238,0,0,0.286524657397282,0,0,0,0,0,0,0,0,0,0,0,0.54138341027541,0,0
"Dendritic_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Plasmacytoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",1.65810822449781,0.889914062167616,0,0,1.00114100609473,0.88171950531572,1.03785751926239,0.659843514017846,0.671251436246422,0.649855364270072,1.39420776862778,0.656881909407638,2.28778210879759,1.26722672416866,0,0,0,0.663492792588642,2.02141848931657,0.66589045390019,0.850023114722482,0.649952334699295,0.654572405566041,1.6317689781734,0.903054391781359,0,0,0,0,0,0,0,0,0.644944067132336,0,0
"Goblet",0.258295648755409,0.324704810371577,0,0,0.152340071205028,0.103610569198993,0,0.231504102718093,0,0.09412963628089,0,0,0,0.164890486673943,0,0,0,0.235726794763723,0.125154928158048,0,0,0.240316450558751,0,0,0,0,0,0,0,0,0,0,0,0.174848476350068,0,0
"Innate_lymphoid_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",0.170951786318786,0.153567753462028,0,0,0.38306250223947,0,0,0.364880065945294,0,0,0,0,0,0,0,0,0,0.342850655544909,0.15198878634014,0,0,0.319525193094184,0,0,0,0,0,0,0,0,0,0,0,0.574383945972313,0,0
"Macrophage_Alveolar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mast",0.568382967592486,0.550998934735727,0,0,0.780493683513169,0,0,0.762311247218994,0,0,0,0,0,0,0,0,0,0.740281836818608,0.549419967613839,0,0,0.716956374367883,0,0,0,0,0,0,0,0,0,0,0,0.971815127246012,0,0
"Mesothelial",2.91784194032612,2.85323051833079,0,0,1.48559301468234,1.46303217138181,2.16187519533852,1.95234656710101,1.26629819838842,1.22109339506395,1.27201717222244,1.31431551287589,2.54595241885522,1.04323918600748,0.675173463355278,0.746483801170225,1.2513944971691,2.4803787039079,1.20944900907946,1.22004070458931,0.737511254233416,2.64555760689159,0.605628958434183,1.23801462444639,1.55015024643441,0.629358984933821,0,0,0,0,0,1.88307444532091,0,1.25849826452818,0,0
"Monocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte_Non-Classical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
