"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",0.422523750204807,0.351339375020704,0,0.0571465385485662,0.150432339930211,0.341503132525603,0.277023819494085,0.317969136327044,0.129728535551423,0.156257209802329,0.209966625717248,0.12534664467081,0.363747497611091,0.298033771057097,0.18472737638206,0.0904395634306788,0.121748943974547,0.228278525119151,0.193583990699002,0.0951283847375022,0.350250071388396,0.281779896308309,0.13168983376002,0.286315683770713,0.619510013414639,0.038073146078966,0.225274706863752,0,0,0.0165153508001619,0.0369429748174509,0.0497799151111671,0.100341571483777,0.102809289613594,0.0824300993009141,0.068202031465442
"ATII",0.540186828363193,0.503748803004574,0,0.0914928279486683,0.205910473576566,0.399974601321835,0.390181264315709,0.339660313861683,0.10164911096324,0.21421583559609,0.266631757152876,0.177552731109417,0.456013478499251,0.434729008874036,0.163936704272997,0.09666668438781,0.137357830954136,0.222649052273136,0.152652151999523,0.134428827988335,0.406566233118899,0.260035563776211,0.143360908561106,0.359517731831046,0.762592583563869,0.0520033396335652,0.281550757348443,0,0,0.0276336580140475,0.0596898857518039,0.0652370785395316,0,0.101551091802345,0.111110113428762,0.103990341680789
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",1.11715525460968,1.04695636167978,0,0.241920746176397,0.884201413730819,0.819952962796058,1.05303302739917,0.391725219549106,0.0509588036186909,0.240349715096362,0.491268119825087,0.216882246343124,0.545755315152846,1.03721171594502,0.0809868765429678,0,0.431340574745942,0.142324741524722,0.0539546295667449,0,0.801094627188477,0.211213837365247,0.090022109703687,0.714534604162453,1.42504559135235,0,0.722168255795414,0,0,0,0.213516856185658,0.323053966491297,0,0.337619437897435,0,0.476151539998671
"Ciliated",0.406013672518534,0.270095169054121,0,0.0411300187214085,0.132046458368619,0.247430885397356,0.212997255083693,0.321978276060737,0.123998796260611,0.138557255630971,0.203967244233566,0.153295140131799,0.347793428567034,0.206089368315467,0.196953300452172,0.123471318439748,0.108316520364428,0.23096693375648,0.119584377716208,0.125498766726828,0.321473097366181,0.340578931637428,0.17256114883733,0.273365135962741,0.50625063820268,0.0760783299840628,0.215983313769202,0,0,0.0312381158041502,0.0262191062307487,0.0456703179259137,0,0.0886192798290379,0.0735257156935505,0.0526277313549594
"Club",0.518284727138506,0.411350167423024,0,0.0807180103556883,0.191544050119259,0.411151732469079,0.312983331239821,0.382780339231022,0.128928197714099,0.158153293249954,0.259413974112105,0.16318630765211,0.438055449177618,0.358085682417422,0.213282720509289,0.118353603700685,0.153746816489406,0.298694610502575,0.210930968336755,0.123654010395355,0.376858656404859,0.343056845937358,0.185046925236597,0.345151308373739,0.692580032196499,0.0484117337692385,0.270775939755463,0,0,0.0240420521497208,0.0525066740231505,0.061645472675205,0,0.104680615954586,0.0262144757006873,0.0932155240878088
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Plasmacytoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0.683734091849717,0.513795199346228,0,0.792512748714049,0.478043081563886,0.611667408131894,0.641600233573522,0.0570293327679868,0.386445029160744,0.06349387116413,0.496758769819574,0.378807045238483,1.15280452355331,0.5744461123739,0,0.397915225960648,0.373544730583661,0.394546948551845,1.23009338152772,0,0,0,0.373701079254338,0.951113871501939,0.733444687566615,0,0,0,0,0,0.373422420986538,0,0.811602410613128,0.439769528004949,0,0
"Goblet",0.506260424683865,0.326262900179173,0,0.0394859912965325,0.193017585749187,0.282007575817073,0.284338463110376,0.453291578245912,0.182456553833477,0.215281942406637,0.301595781321537,0.15426280256035,0.233801816182615,0.265247959396876,0.251558020944348,0.160996823384474,0.15478016239401,0.292095832146817,0.118382405803653,0.11929440864409,0.362418836934152,0.474659767643494,0.235584705706873,0.24799524000153,0.66876784169072,0.112575067122655,0.26548481935254,0,0,0.0466335756816069,0.0261194548303026,0.0776663302682501,0,0.130153979589209,0,0.0753531814852427
"Innate_lymphoid_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",0,0,0,0,0,0,0,0.335184467390558,0.182933160912052,0,0,0,0,0,0.423157744306267,0,0,0.203713437900311,0.206899768496483,0,0.300150731457975,0.295000078757502,0,0,0.208184986643106,0,0,0,0,0,0,0,0,0,0,0
"Macrophage_Alveolar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mast",0,0,0,0,0,0,0,0.634380933809684,0.482129627331178,0,0,0,0,0,0.722354210725393,0,0,0.502909904319437,0.506096234915609,0,0.599347197877101,0.594196545176628,0,0,0.507381453062231,0,0,0,0,0,0,0,0,0,0,0
"Mesothelial",1.79498825328752,1.362163545262,0,0.446082111122279,0.929673294634288,0.986692302069658,1.00122983103115,1.10640341841101,1.30348607752511,0.450587670062084,0.984644903924452,0.929771449894381,1.26817953239061,0.958943316686395,0.983681129873296,0.944772825438732,1.07626980176114,1.85948686130014,0.879381943215283,0.503482706924303,1.51483853319301,1.72047017091614,1.46057962556997,1.01732656548323,2.36970921067563,0.495323506505417,0.994936407829726,0,0,0.415251695469859,0.413620522561435,0.538805791482164,0,1.01646335780662,0,0.446968861102411
"Monocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte_Non-Classical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myofibroblast",0.49089465994667,0.474752322962166,0,0.118295094041193,0.208681383012969,0.35617089994181,0.366510445932651,0.350150794215834,0.21396749754167,0.134753616380948,0.208372682694946,0.224986410919351,0.564584012916927,0.388524712958495,0.185594024468524,0.163853970195663,0.206698385676746,0.373721051016535,0.292339773391094,0.170270251983948,0.563023887396511,0.377832950999375,0.219033492218284,0.445259832845533,0.790234388958239,0.0654649505031456,0.348365219104079,0,0,0.0359648095953083,0.0772832562245801,0.081484739705105,0,0.180780963919653,0.139528794991425,0.133423663295865
"Mystery_Disease_Epithelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pericytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smooth-Muscle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Cytotoxic",0,0,0,0,0,0,0,0.438633899566604,0.286382593088098,0,0,0,0,0,0.526607176482313,0,0,0.307162870076357,0.310349200672529,0,0.403600163634021,0.398449510933548,0,0,0.311634418819152,0,0,0,0,0,0,0,0,0,0,0
"T_Regulatory",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
