"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",0.619427725081468,0.414920022734054,0,0.0523614881991989,0.849311571337191,0.689430541418384,0.631632032479142,0.589526654029553,0.172660210708273,0.0560280534859225,0.391533337540045,0.126750564128161,0.485015701350874,0.481234447329885,0,0.134528172800635,0.544028313969048,0.639945535581251,0.463105489882626,0.185289832289148,0.316745808241763,0.553320296647689,0.350222511321302,0.543990487626868,0.796149947181452,0.0651328048006822,0,0,0,0,0.0632404414592594,0.159584683484559,0,0.0564431293564142,0,0.0544852179122242
"ATII",0.671699303785471,0.416190913901168,0,0.0503830622298296,0.767425253879195,0.640714028039862,0.615955219411729,0.569667694562942,0.213396767446534,0.10052071137238,0.381244488809574,0.191272000442689,0.51304587771958,0.524289001192076,0,0.194084856792657,0.524070475364415,0.539126130219617,0.331158532688984,0.236749425242509,0.25673670767152,0.4842747755393,0.275816452142169,0.55328847152378,0.793660872528471,0.121105366518794,0,0,0,0,0,0.103914917267583,0,0.0549970913640729,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",1.02853024193381,0.88692557492654,0,0.216116948524709,1.32593335893198,0.815560678646587,1.10557624377489,0.508209401674732,0.0806839012497711,0.0845726855359476,0.578050995647937,0.360362957000536,0.577385626307468,0.870175594133785,0,0.123767748583063,0.889073983295463,0.377131314226041,0.0879406653359842,0.106776522275355,0.566546503831743,0.481880683295369,0.169635971600257,0.651926347508503,1.31247730149232,0.114163127308917,0,0,0,0,0,0,0,0,0,0
"Ciliated",0.345290372099436,0.199810353058405,0,0.0158382026296649,0.402081893257911,0.306022712467844,0.282297112518645,0.324765221080935,0.088173314198535,0.0453557718538705,0.181903185763005,0.0983327431767763,0.349945349014901,0.238412123384814,0,0.100920571018746,0.3092554370192,0.314107057301535,0.175718407274191,0.109657759370832,0.136326915083924,0.363190211825132,0.163362624436524,0.29542589144943,0.413038471215891,0.0642936545885707,0,0,0,0,0.0271523140201279,0.050114835531436,0,0.0200831094331688,0,0.0180468815312112
"Club",0.479652673112914,0.259668359884566,0,0.0307719783697113,0.562455740343105,0.504012189315244,0.405296290391865,0.409588755325207,0.0652638852838124,0.0349167913025293,0.27494482389838,0.0864447080861119,0.434601542279107,0.349924122911727,0,0.0952367874549949,0.426927724688234,0.398795384821316,0.288646873644068,0.124200263803931,0.215964133082903,0.386129009158482,0.217878566633513,0.416010884502952,0.549444078616911,0.0452091188757359,0,0,0,0,0.043069925533258,0.0951422695030917,0,0.0353860075039546,0,0.0331727163061746
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Plasmacytoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0.496138781563455,0.540147019426633,0,0.380014984083756,0.629873063740916,0.578691548017524,0.624220793706112,0.395526656967146,0,0,0.934358749629968,0.385275774025168,1.20788085554525,0.655864704140014,0,0,0.47578622315743,0.396026649957036,0.796544393979803,0,0,0.385047282876851,0.398051531315475,0.835262305323769,0.634565788695764,0,0,0,0,0,0,0.378531675379511,0,0,0,0.391058378591488
"Goblet",0.449394761750314,0.212277147703875,0,0.0333355622773836,0.546058437191465,0.340794609160079,0.41044803623262,0.568892804846591,0.100418259761696,0.104078292031038,0.355136696480081,0.192029690622011,0.238172142650633,0.382705743449471,0,0.140967763134206,0.497038212398601,0.451888810361635,0.151429642206094,0.124976020726952,0.129877057158215,0.586126158197533,0.277619602648323,0.218412517359159,0.51548762587459,0.131928119582068,0,0,0,0,0,0.032899295011429,0,0,0,0.0365836194855399
"Innate_lymphoid_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",0,0,0,0,0.100754782985514,0,0,0.391456684921973,0,0,0,0,0,0,0,0,0,0.203053363040387,0.167704280327455,0,0,0.265552435117789,0.0921181625267437,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage_Alveolar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mast",0,0,0,0,0.615643683106434,0,0,0.906345585042892,0,0,0,0,0,0,0,0,0,0.717942263161306,0.682593180448374,0,0,0.780441335238709,0.607007062647663,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesothelial",0.972104944864649,0.757472858227548,0,0.283532303450773,1.06852713904661,0.735494305285745,0.770866774637736,0.990766955049749,0.292706649617258,0.297150974515746,0.691585165089013,0.648881361326381,0.983567079420077,0.480567817776671,0,0.341945332283878,1.14156343042733,1.28878153762993,0.599437258247671,0.322526787932212,0.407188153811912,1.48614452171254,1.16694895853545,0.764226412641108,0.769341688737494,0.330968622256282,0,0,0,0,0,0.282472797233454,0,0,0,0.291420442384866
"Monocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte_Non-Classical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myofibroblast",0.657493856410226,0.550450470752147,0,0.0851238754370683,0.878319036703778,0.663686850870384,0.630978736419717,0.607933589986615,0.276685805199499,0.090141280566269,0.316851076293145,0.200390765662234,0.717590947138064,0.460932067463728,0,0.211033809108777,0.656410947105496,0.730624047582587,0.545524159100805,0.293968445257539,0.407321951816728,0.642468019800095,0.454218940207711,0.753606649450226,0.858978454351954,0.102600413944361,0,0,0,0,0,0.258792978472312,0,0.0907092791258892,0,0.0880300318864713
"Mystery_Disease_Epithelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
