"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",0,0.114155694830241,0,0,0.0631087271841842,0.0735438005615473,0.0725309078677639,0.233247184077949,0,0,0,0,0,0.0662115605303692,0,0,0.0893871845903852,0.14865589430286,0,0,0.0639483693638485,0.180825411501641,0,0,0.0778098459259493,0,0,0,0,0,0,0,0,0,0,0
"ATII",0.1552967448975,0.579654586981579,0,0,0.556789866848497,0.633912434734087,0.577533587586519,0.646424574003122,0.233836365194271,0.1223973885804,0.293311019047146,0.151671770056687,0.665793914176279,0.689953116345457,0,0.193935717698013,0.362092707989958,0.50629029788722,0.244629261041029,0,0.566778906011017,0.621303573946277,0.203018608562792,0.733476294626611,1.01047986906744,0.0628341464505215,0.355764060034864,0.317640428163565,0.0634286957045669,0.0610210885867213,0.116733247557771,0.488412403222007,0,0.145759881040907,0,0.154610622569483
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,1.55918377159947,0,0,1.94513210067587,1.88754781447981,1.94662263887956,0.69753196109045,1.15542230036271,0,0.677778199489939,0,0.980565412406159,2.53536303842078,0,0,1.50971953485719,0.101423276535864,0,0,1.09554028829047,0.115780286228385,0,1.47268705100954,3.20770095621005,0,0.891756029028375,0.780509548209702,0,0,0,1.42562276103891,0,0.606907789067751,0,0
"Ciliated",0.152203225441203,0.521380982539786,0,0.112516009196107,0.408780059290743,0.504465214445973,0.384915897038242,0.725080951671343,0.259879928987141,0.111423770872762,0.278182900266937,0.101061494077444,0.516339065105407,0.496040661133271,0,0.198857658740274,0.333941337592752,0.539969602940742,0.185064006494243,0,0.565636312253218,0.713849610408653,0.165082913543572,0.540130320745004,0.822225757636252,0.0385691475471259,0.288826400857367,0.234514392348418,0.0391161328608476,0.0369011343124297,0.0689180533784418,0.290431683759736,0.0437230291318995,0.137482758680863,0.07397899481491,0.142723788316177
"Club",0.235396580093369,0.694270631903189,0,0.16893887104265,0.618517185070676,0.832608023377397,0.649912066581441,0.827920804964648,0.308107889089155,0.127213929654772,0.300535830658705,0.156488311131059,0.677835266862211,0.691168282657387,0,0.0889240533307446,0.443893026348662,0.629835194741132,0.317753681415294,0,0.606199039067196,0.695280047670888,0.272715671597646,0.750334188386915,1.09123411379576,0.0652424169877079,0.360580601109237,0.324865239775124,0.0658369662417533,0.0634293591239077,0.121549788632144,0.498045485370753,0.0708444621885488,0.219396072745173,0.103731381409212,0.225092844087905
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Plasmacytoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0.629810010547034,1.44126935465478,0,0.559977533951125,1.04391573608155,0.993173840947021,1.09384584921312,0.720498053859969,1.15699007344387,0,0.785222414178156,0,1.50416906382609,1.14747361864578,0,0,0.276333323547753,0.58353671904461,1.7578138041452,0,0,0.570350381217035,0.570879214135305,1.25433974624247,1.48922005238991,0,1.09809753883913,0,0,0,0,1.57415472391526,0.609391383655474,0.600077250485657,0.760671212070527,0.585568987630776
"Goblet",0.0984291877874161,0.927888890029885,0,0.077890224082737,0.700480405961704,0.721260490306755,0.744413017664572,1.42548636935639,0.589443831805833,0.234704312855947,0.463422020982287,0,0.371539563681861,0.81765694229017,0,0.298288504265678,0.790967849285947,0.882839571844648,0.0824753651046237,0,0.879467637196606,1.10317077181715,0.159710831882135,0.465209303664066,1.27302352785006,0,0.244834167461716,0.339652503146894,0,0,0,0.321249842209155,0.0924237092898984,0.20047219524961,0.136917776470796,0.0854171222238107
"Innate_lymphoid_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",0,0,0,0,0,0,0,0.522859902797529,0,0,0,0,0,0,0,0,0,0.284105214684814,0,0,0,0.398961292224981,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage_Alveolar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesothelial",0.58960124105999,0.879836789140523,0,0.539720900634341,0.78561579855928,1.33196060395264,0.786283493971394,2.44498297616037,1.75218354982653,0.55721150317856,1.36052466308979,0,1.60342822466562,1.43699234565576,0,0.634420878461805,0.915303556611674,2.32155356862303,0.550856243116066,0,1.83670357717884,2.5877175394109,1.08898701886629,1.24288535249467,2.18994469756313,0,0.945156191697575,1.52598822050927,0,0,0,1.48129604394619,0.575016507566019,1.18797890133015,0.683073527862485,0.55800051040552
"Monocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte_Non-Classical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
