"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",0.587403671876305,0.341829402928894,0,0,0.757133921984875,0.758164777561259,0.476316828382266,0.504772599040297,0.314041167636378,0.198997519180939,0.207893739556905,0.2275950162051,0.829926056540365,0.6091966990927,0.251603112793047,0.176146463065566,0.273128014371824,0.595251908640829,0.434142615963148,0.221624989003442,0.495261917401752,0.672457150871804,0.269396027822291,0.644718668814178,0.719738223423626,0.0874837958850227,0.500401230624128,0.292690206299038,0.0611024722723834,0,0,0.307075086108109,0,0.206168663863315,0.277943399132235,0.148325045717615
"ATII",0.438226335817903,0.270765653484424,0,0,0.572460053907938,0.545465802546244,0.361769431129524,0.336702589064882,0.211501923242979,0.137539165825517,0.205569334704193,0.239589061816029,0.717524843172141,0.420036037398525,0.274250519936701,0.230834832518055,0.226008743250373,0.356284714266945,0.219053288307648,0.227245662723043,0.326665874845538,0.498427887656284,0.167722793378578,0.563323079623954,0.552317598011003,0.125830097654815,0.38890895524941,0.220540970662168,0.0661853660088482,0,0,0.192564305060906,0,0.109947227012894,0.140412014946418,0.0712167254080056
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",1.02257355726566,0.738120637338995,0,0,1.52175299887295,1.12212025286679,0.58883204049781,0.36919440389731,0.0931896304693497,0.402535623304449,0.448417410196917,0.491912467683661,0.744136195134627,1.14811115508062,0.208454778898175,0.24957181922935,0.556110847894494,0.286271930584646,0.0680573800184927,0.170744716725129,1.03457761385645,0.507651747411761,0.173889825299488,0.907683931998965,1.30457754786696,0.156539904879766,1.04652433761672,0.363159372662759,0.0708006031386883,0,0,0.432995157785282,0,0,0.308830570935218,0
"Ciliated",0.333765350598655,0.167558792635655,0,0,0.351129947556793,0.398303646864856,0.230225746635756,0.333596407800989,0.148065538540686,0.120843982486236,0.142436212400982,0.173734361343871,0.520690723545809,0.291132191800238,0.205622902814889,0.183109486911305,0.155640994225633,0.316894953895371,0.174373852448971,0.162378434178324,0.215444065748674,0.485388704962494,0.164127148333121,0.413683134124617,0.504171878279521,0.103934147358695,0.306397045313987,0.0940640617542985,0.0490609942444048,0,0,0.148141901924348,0,0.0860032696967843,0.11784494746944,0.0686499537322775
"Club",0.385512027554415,0.121188076487616,0,0,0.487867960672202,0.52810387609611,0.250401770403387,0.307572520021356,0.094957388827499,0.0867941274015724,0.0968507243483168,0.119121732733232,0.537881536344795,0.294590504436678,0.146261320180478,0.107015695393879,0.170593817617355,0.317747085411283,0.212260399130846,0.112373006331358,0.237488921421144,0.451075773273375,0.135791384894105,0.412426589505865,0.535107607564429,0.0528415291386017,0.335404973135373,0.146654403151478,0.0230191633156182,0,0,0.141460970894934,0,0.09490063878165,0.129984099397701,0.0755653975222825
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0.170844839622468,0,0,0,0.161427801117045,0,0,0.339661397623348,0,0,0,0,0,0,0,0,0,0.250267630620783,0.177909504469376,0,0,0.42283411991691,0,0,0.665118160886059,0,0,0,0,0,0,0,0,0,0,0
