"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",0,0,0,0,0.12448737301288,0,0.272574354828341,0.510727922278014,0,0,0,0,0,0.209860595570401,0,0,0,0.231732404326509,0.430062551946416,0,0,0.325549617748411,0.141188290167629,0,0,0,0,0,0,0,0,0,0,0,0,0.120058366073841
"ATII",0.33651839433156,0.0920723010070174,0,0.303561939493799,0.34494427102416,0.35715451128145,1.17790260276779,1.35276803272082,0.274643640469766,0.323031491756159,0.428336959877034,0.297899898833483,0.437069441267459,0.706454617824235,0.300899003983254,0.378159073516135,0.232345392449747,0.773151330713585,0.866724561343128,0.485374663340505,0,1.00758485744117,0.512895645240581,0.413693135093422,0,0.35084253874547,0.111031694546342,0.175692771847101,0.0726330435617604,0.0716077118482434,0.0436089800171285,0.103295304142097,0.0804260845987138,0.106088697330532,0.067407299660462,0.174198985311933
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0.254396093830308,0.324035234727558,0,0,0.594298911075753,0.480821973805229,0.923686733217333,0.548287492096056,0,0,0.179919699760084,0,0.379956156941869,0.7042390129503,0,0,0.375216520064401,0.233020799388007,0.381586621964648,0,0,0.429201076517213,0.0832681291694385,0.533519685619933,0,0,0.235901524945486,0.220598174906374,0,0,0,0.196747198946012,0.162532949854376,0,0,0.0489320025170336
"Ciliated",0.0801020599214165,0.0584529519437226,0,0.0622003819939535,0.205839639915,0.17857970605113,0.454048916729837,0.588981751039169,0.0618491118745769,0.115008450110908,0.110397698051173,0.0569913045864628,0.244582496069662,0.211139807939378,0.0597504813242524,0.130829745294503,0.121601085694209,0.288640877707477,0.301720222399201,0.176960957967457,0,0.587572207372464,0.204866226978206,0.223076294389547,0,0.0794449683227579,0.0496420290171677,0.04386724675316,0.0143152701113527,0.013371964934917,0.0138666966330248,0.0510871710302719,0.063484864093198,0.0669667459555673,0.0455403515321254,0.10295199945856
"Club",0.293732485590218,0.120924128861776,0,0.150194371030441,0.58040463911873,0.681770523379952,0.780228324462605,0.826225131177527,0.082072573347211,0.173048848622974,0.428603396133007,0.149167672963003,0.54561869790512,0.580541826480791,0.149207873743308,0.183552659616604,0.419116650804092,0.655461776771458,0.67548951755591,0.356066460401317,0,0.79493255488339,0.601193276978036,0.586804102221972,0,0.215028785430098,0.168735350255859,0.262248255411377,0.130336699271277,0.12931136755776,0.072460807871887,0.14334553793137,0.241170221652752,0.244954875850979,0.0680178776482011,0.284867303911988
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Plasmacytoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0.276591835138707,0.499680072560041,0,0,1.00774317626213,0.454497818913492,0.979647367156652,0.429950164970121,0,0.250627888105676,0.537335490717727,0,0.686519622276148,0.59502126427019,0,0,0.271703235698304,0.273266948639122,0.722749698664056,0.242735073846197,0,0.244373105696786,0.36322988051098,0.636115320362386,0,0,0.304374633859969,0.29998608260251,0,0,0,0.250228418766476,0.417415293980669,0.316776684726152,0.256311316977598,0.249950344613004
"Goblet",0.0375748670464815,0,0,0.0501614762366424,0.062102778101873,0,0.22299227075622,0.483899135847457,0.0641666779132364,0.0968996361363848,0.0549408871179706,0.0438901303756906,0,0.0856224674941134,0.0478933539343793,0.105955208297348,0,0.222615632595854,0.233578211726675,0.0956802217815252,0,0.447046780346339,0.129568239482713,0,0,0.0654470228399234,0,0,0,0,0,0,0,0,0,0.0553290027833431
"Innate_lymphoid_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",0,0,0,0,0.276235665326943,0,0,0.778988263976658,0,0,0,0,0,0,0,0,0,0.465798420638292,0.476529777253637,0,0,1.33560375257407,0.493347588338678,0,0,0,0,0,0,0,0,0,0,0,0,0.218658575119439
"Macrophage_Alveolar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesothelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte",0,0,0,0,0.487854838253899,0,0,0.990607436903614,0,0,0,0,0,0,0,0,0,0.677417593565248,0.688148950180593,0,0,1.54722292550103,0.704966761265634,0,0,0,0,0,0,0,0,0,0,0,0,0.430277748046395
"Monocyte_Non-Classical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myofibroblast",0.192632933535541,0.105647347682679,0,0.100345253578962,0.361633296921099,0.354247339847928,0.629184214622773,0.58361354090082,0.058616517322943,0.128011200138343,0.27442873494524,0.0991024085499573,0.452610960429669,0.3978283924595,0.0991510726524326,0.140726339762212,0.265669700781644,0.417603451308206,0.423626273203624,0.268089850412134,0,0.672837600564855,0.389899936551606,0.465934852842408,0,0.138094525860129,0.122789596851836,0.195254936890097,0.0763070193441846,0.0750658283225587,0.0469812222738665,0.153426668310018,0.169739422340183,0.174320845843301,0.11739265279257,0.204709907088927
"Mystery_Disease_Epithelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pericytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smooth-Muscle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Cytotoxic",0,0,0,0,0.463540745566279,0,0,0.966293344215994,0,0,0,0,0,0,0,0,0,0.653103500877628,0.663834857492973,0,0,1.52290883281341,0.680652668578014,0,0,0,0,0,0,0,0,0,0,0,0,0.405963655358775
"T_Regulatory",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
