"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",0,0.726642612250936,0,0,0.277047748850711,0.531713052310479,0.630397209783898,0.380134857786396,0.120328137512289,0,0,0.263355874121804,0.665789245695577,0.470114040845684,0,0,0.341604817185027,0.468236227667421,0.260235002171243,0.315973438598513,0.313648699113061,0.586296592709726,0.393023407804555,0.579221670605618,0.500818927954865,0.301153704869392,0,0,0.066199831648738,0.123028734594187,0,0.179267088854542,0.40820391298396,0.255255313613941,0,0.193066630638971
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,1.10250659637502,0,0,0.362807172984594,0.839669705038603,0.776769081887172,0.134702587885167,0,0,0,0,0.8552172577047,0.695584248314305,0,0,0.598713048389776,0.106081965533778,0.0756525464326198,0,0.308311693164019,0.193542648973087,0.221261780949219,0.360580984164853,0.900274401919991,0.327890575810335,0,0,0,0,0,0.101477421730875,0.394954677189193,0,0,0.25820914741135
"Ciliated",0,0.409649311610905,0,0,0.0949505718094486,0.160610435764054,0.257535317049254,0.287237684184798,0.0580326803126701,0,0,0.222945379704012,0.389156899584189,0.19352895743055,0,0,0.226023653792774,0.160346808945339,0.11884746663992,0.1486786747297,0.111642435004302,0.342890756187889,0.303425158869373,0.286007871260088,0.200663527696061,0.1598688224705,0,0,0.0162300038256907,0.0238387532443558,0,0.157697291183201,0.194031356363105,0.116246778347489,0,0.0525361997792622
"Club",0,0.518111654998612,0,0,0.209143668370549,0.469805225041498,0.481086581936107,0.308563378572485,0.0629277667629637,0,0,0.204228908575814,0.528837795416318,0.420241223759706,0,0,0.350686114054968,0.383919960709502,0.272339130743807,0.218223821188299,0.269305443487154,0.454740143828675,0.412341530138663,0.545812652910967,0.451105864891899,0.225221273963557,0,0,0.0512033845027697,0.0930358403022509,0,0.151658562185669,0.296254640637532,0.166927697155731,0,0.191352868963796
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Plasmacytoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0,0.307314060796576,0,0,0.310521229783646,0.313350166281358,0.332737568091381,0,0,0,0,0.327716252474317,1.19533232276465,0.335779014446692,0,0,0.311775401428152,0.208096323109465,0.518223780586889,0,0.251213145057631,0,0.220992705338553,0.784540350383947,0.532279473954149,0,0,0,0,0,0,0.280344616700475,0.230039207291769,0.238247412401914,0,0.205762461245646
"Goblet",0,0.183755240282471,0,0,0.0509825777797574,0.0686324122021179,0.135714075571341,0.153841208769038,0.045014790436991,0,0,0.141768847555192,0,0.04820123476929,0,0,0.0595367275340248,0.113068487662469,0.0466301758303141,0.0590263259949853,0.0262658665734717,0.220351179412844,0.158277997226944,0,0.105192747109915,0.165210599787599,0,0,0,0,0,0.0587830583236105,0.0730400691484997,0,0,0
"Innate_lymphoid_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
