"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",0.660192688681181,0.369477893946161,0,0.0474782033216557,0.59336498512385,0.651361893859322,0.710674686526916,0.424392367547765,0.142103918821264,0.210445844347596,0.283059377888785,0.167984428732235,0.620063628063159,0.589190707949755,0.152827920360356,0.119136954372108,0.405337723803928,0.469946283681666,0.389746159185717,0.118744843707068,0.215057277708576,0.540909641572265,0.238583371511057,0.419693764709347,0.824853513132113,0.0521903812509984,0.224337285748214,0.258913067645977,0,0.0444597577337929,0.0435426398537713,0.21203458100992,0.0906907570572912,0.232317657100114,0.121820152175784,0.218857823214887
"ATII",0.718616034772211,0.435386716152947,0,0.0519389909660771,0.598128342955921,0.60588718834539,0.775857495995112,0.432262230286505,0.135387919246054,0.244032232298816,0.254564835522038,0.249188139216019,0.688817342201705,0.631424840181334,0.211532403884473,0.191150882608355,0.348712471759153,0.458500537599687,0.272032224527403,0.185270367606863,0.293819173999274,0.55805431362697,0.234989098197929,0.465776322248985,0.849945933569251,0.0923972477750792,0.246670584907846,0.28748827288546,0,0.0485268350841453,0.0474900931328164,0.180929129029642,0.0990559432696966,0.255691874262168,0.085417374949125,0.184485917983195
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",1.35950470330648,1.11407133902775,0,0,1.59044935148962,1.10964386433267,1.55223693845564,0.293163892913629,0.069284089280844,0.379180090938563,0.319811569989592,0.159232199518439,0.653145339021475,1.44850941969721,0.100230612648854,0.146149816673912,0.632239999174674,0.215872881537791,0.0531422406048502,0.130517695706,0.573308252656209,0.427919869514231,0.0554070484116335,0.448695785112965,1.78371902678166,0.0748299174039394,0.701769050175517,0,0,0,0,0.505390111912532,0,0.330798735163397,0,0.327566432732685
"Ciliated",0.435783059363437,0.218061172297503,0,0.0224445565653955,0.355909327628187,0.34832014814541,0.420185094745645,0.333185557099677,0.0924166164256707,0.121721004589593,0.132785103669578,0.148115742009111,0.456336748961801,0.308569358210735,0.113472465504089,0.120060781053456,0.259954583421327,0.309503265745472,0.183216396667455,0.114650707252083,0.189176294009705,0.470057167069003,0.134449044366655,0.30181764085209,0.524757905218279,0.0545467521302374,0.125579677621637,0.188471265684437,0,0.0193053731540183,0.0183515705587957,0.139717639582938,0.0404528375613302,0.133879263827613,0.0728274084845631,0.119881036586978
"Club",0.578670789025976,0.271496186022777,0,0.0398097680294589,0.529655114967899,0.576103637508102,0.583998510925995,0.405365304998461,0.119055479317235,0.167993414380611,0.236812699782411,0.148311707912245,0.603912781645378,0.462846610457814,0.131178263665773,0.106954068274079,0.375040395164746,0.429138547438045,0.300719261229171,0.106510812739686,0.201524493711587,0.537080484330505,0.200396719602609,0.405130207565894,0.699073089764473,0.045136577862629,0.198153693161373,0.251100604075605,0,0.0363976121475271,0.0353608701961982,0.14801126750575,0.0747974973964602,0.207174982515695,0.109987248399974,0.148519436694845
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
