"","Aberrant_Basaloid","ATI","ATII","B","B_Plasma","Basal","cDC1","cDC2","Ciliated","Club","cMonocyte","DC_Langerhans","DC_Mature","Fibroblast","Goblet","ILC_A","ILC_B","Ionocyte","Lymphatic","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Myofibroblast","ncMonocyte","NK","pDC","Pericyte","PNEC","SMC","T","T_Cytotoxic","T_Regulatory","VE_Arterial","VE_Capillary_A","VE_Capillary_B","VE_Peribronchial","VE_Venous"
"Aberrant_Basaloid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATI",0,0.462554755568728,0.304667938087035,0,0.193454244879682,0.309617576451019,0,0,0.676318948479542,0.565180552899422,0,0,0,0.358047725694029,0.514859979078564,0,0,0,0,0.435292638618528,0.151786889699476,0.359815785322323,0.146124117982662,0.252060803913261,0,0.0583405346188083,0,0,0,0,0.0578338161775011,0.0521111704142432,0.113188901070518,0,0,0,0,0
"ATII",0,0.475510462747052,0.312822219819989,0,0.240502336917196,0.229888837688501,0,0,0.586076556339902,0.559671305155394,0,0,0,0.381060842054017,0.550430613984327,0,0,0,0,0.406933033799777,0.147896418755827,0.422995322869674,0.0784394998296177,0.269145792806227,0,0.0969412390475504,0,0,0,0,0.0574811037832278,0.0510120259638928,0.112160163505734,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,0.708026470232467,0.565738255083515,0,0.208592904878535,0.64942426854496,0,0,0.62222625231403,0.560196858853426,0,0,0,0.374430950900176,1.12357712160398,0,0,0,0,0.342060276593187,0,0.237988691453521,0.21976049210541,0.250829678738265,0,0.189570848450944,0,0,0,0,0,0,0,0,0,0,0,0
"cDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cDC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0,0.241082613259275,0.156871767255715,0,0.139891487985036,0.202015113242959,0,0,0.257372072775009,0.255973469092557,0,0,0,0.252382468455689,0.375471489886905,0,0,0,0,0.228597563711043,0.0378711990213542,0.242322697571978,0.0719776385245678,0.182151791892391,0,0.073277615434299,0,0,0,0,0.0201514467359008,0.0141998951421126,0.037725012935938,0,0,0,0,0
"Club",0,0.516565628541453,0.268142390565569,0,0.215526229248042,0.346841299719989,0,0,0.70055242339852,0.575721990516416,0,0,0,0.401588424951217,0.577800724513927,0,0,0,0,0.483434615078622,0.168424001653027,0.309534001612166,0.163076333540784,0.282830848071027,0,0.0648964435666709,0,0,0,0,0.0643236314156279,0.0578545535962929,0.125845218770535,0,0,0,0,0
"cMonocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Mature",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0,0.892157100404943,0.671229612529038,0,0,0.686830114106404,0,0,0.815315442725872,0.742516668320747,0,0,0,0.935184955765192,0.838753252748636,0,0,0,0,0.283527826426007,0.286779766833253,0,0,0.879715460061589,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goblet",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0898969386094845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ILC_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ILC_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ionocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149672949018772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage_Alveolar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204525526665359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesothelial",0,0.684796191122676,0.373416890928283,0,0.143724678095789,0.384560106340688,0,0,0.43732035977961,0.42433621649379,0,0,0,0.365732627885844,0.493076633942282,0,0,0,0,0.421181715896417,0,0.177319862752915,0,0.224474031129374,0,0.121985185035685,0,0,0,0,0,0,0,0,0,0,0,0
"Myofibroblast",0,0.645277220034814,0.40237972744576,0,0.226610756204066,0.331882599406719,0,0,0.741656103413599,0.584216566312521,0,0,0,0.541678344741083,0.657741867233138,0,0,0,0,0.513925347419056,0.176832347626003,0.467869512587652,0.121751134580383,0.379404176654492,0,0.0970738488123312,0,0,0,0,0.0963804446294897,0.0885494556902947,0.189368941185475,0,0,0,0,0
"ncMonocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pDC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pericyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Cytotoxic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106956207306996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Regulatory",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VE_Arterial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VE_Capillary_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VE_Capillary_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
