"","Aberrant_Basaloid","ATI","ATII","B","B_Plasma","Basal","cDC1","cDC2","Ciliated","Club","cMonocyte","DC_Langerhans","DC_Mature","Fibroblast","Goblet","ILC_A","ILC_B","Ionocyte","Lymphatic","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Myofibroblast","ncMonocyte","NK","pDC","Pericyte","PNEC","SMC","T","T_Cytotoxic","T_Regulatory","VE_Arterial","VE_Capillary_A","VE_Capillary_B","VE_Peribronchial","VE_Venous"
"Aberrant_Basaloid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATI",0,0.746272565869489,0.802299095131811,0,0.203443487812226,0,0,0,0.882621879555837,1.20580705555983,0,0,0,0.747807961277045,0.949111443597635,0,0,0,0,1.18744604250075,0.775030133480822,0.201576060304888,0,0.541700763699193,0,0.0886704662147373,0,0,0,0,0,0.0867026424157506,0.105300074695929,0,0,0,0,0
"ATII",0,0.688692833975655,0.781229471729859,0,0.178339717654884,0,0,0,0.648468619021538,0.914957815870245,0,0,0,0.716248436981056,0.658624261663406,0,0,0,0,0.922141745043899,0.464599058184546,0.24981131761511,0,0.509077630524692,0,0.131601031126748,0,0,0,0,0,0.072191744099206,0.09321492841593,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cDC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0,0.402330143978858,0.442487845254793,0,0.0869834524829117,0,0,0,0.406377556408066,0.487580760776636,0,0,0,0.466225842623618,0.352850334580241,0,0,0,0,0.504376642640767,0.258956883746847,0.146305862868178,0,0.314173244563553,0,0.0760969431786751,0,0,0,0,0,0.0278718606914788,0.0472131902628648,0,0,0,0,0
"Club",0,0.339055068270217,0.364986025652623,0,0.0826526662184173,0,0,0,0.482102222092251,0.482923832000109,0,0,0,0.47703080838989,0.380289128634075,0,0,0,0,0.416196442922943,0.228860337344805,0.0805416612101221,0,0.317703527651759,0,0.0265727148493925,0,0,0,0,0,0.0243482183809727,0.0453714026976967,0,0,0,0,0
"cMonocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Mature",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
