"","Aberrant_Basaloid","ATI","ATII","B","B_Plasma","Basal","cDC1","cDC2","Ciliated","Club","cMonocyte","DC_Langerhans","DC_Mature","Fibroblast","Goblet","ILC_A","ILC_B","Ionocyte","Lymphatic","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Myofibroblast","ncMonocyte","NK","pDC","Pericyte","PNEC","SMC","T","T_Cytotoxic","T_Regulatory","VE_Arterial","VE_Capillary_A","VE_Capillary_B","VE_Peribronchial","VE_Venous"
"Aberrant_Basaloid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATI",0,0.21333269145473,0.0745950453394952,0,0,0,0,0,0.0929595454383995,0.107066512574567,0,0,0,0,0.115630380812948,0,0,0,0,0.0205868768021872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",0,1.49765927452249,0.963201171008303,0,0.16550782096737,0,0,0,0.888590920308111,0.601195471611133,0,0,0,1.04228002177696,0.625336746478409,0,0,0,0,0.686318864566144,0.339824590951372,0.351322564032194,0,0.911942524570969,0,0.146496431853543,0,0,0,0,0,0,0,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cDC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0,0.953936263811304,0.489346119614138,0,0.0830887750776875,0,0,0,0.476110652281717,0.400516809119289,0,0,0,0.61699531390404,0.373883595407074,0,0,0,0,0.465284151467109,0.146896133435686,0.189158138271162,0,0.545928003064634,0,0.0984044698470211,0,0,0,0,0,0,0,0,0,0,0,0
"Club",0,1.62502000154575,1.16569948402852,0,0.333564362211491,0,0,0,1.19978977733653,0.663728425235411,0,0,0,1.12430509871444,0.715862771981874,0,0,0,0,0.970981307059416,0.565087170685318,0.378286998096408,0,1.07990095584609,0,0.121443685802479,0,0,0,0,0,0,0,0,0,0,0,0
"cMonocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Mature",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0,1.55700588882456,1.01479402802539,0,0.441177284352484,0,0,0,0.952664853076375,1.27875887005557,0,0,0,1.42410698356398,1.15764460003735,0,0,0,0,0.431720951953542,0.446788800117164,0,0,1.17209600335661,0,0,0,0,0,0,0,0,0,0,0,0,0,0
