"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Ionocyte","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","Neuroendocrine","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",1.11311614126721,1.12809743793518,0,0,0,0.710506763176633,0.897238515876834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45391781761049,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",1.70717039484884,1.22920061554003,0,0,0,1.16545509576018,1.88039927536397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97580561054498,0,0,0,0,0,0,0,0,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0.372186822798528,0.382620327037523,0,0,0,0.402387717599713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",1.18437174666159,0.763680748821035,0,0,2.27067100059383,0.916769242550841,1.06632275631377,0,0,0,0,0,0,1.29774153657082,0,0,0,0,0,0,0,2.70493771831901,0,0,1.18430770754608,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",1.05439714969049,0.994549228804844,0,0,0,0.870913530164715,0.980858020351501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81596123433249,0,0,1.14462914691155,0,0,0,0,0,0,0,0,0,0,0,0,0
"Club",1.75915938718173,2.17839231556999,0,0,0,1.16870340666645,1.23083279762544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15746126797649,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Plasmacytoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0.878845867492272,0.883834094603186,0,0,0,1.1043675435378,0.666109777407151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23541462528581,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goblet",1.05551234511852,0.442156684850247,0,0,2.37239258569651,0.783791442579209,1.41072798217079,0,0,0,0,0,0.388846018742036,1.16657859595723,0,0,0,0,0,0,0,0,0,0,1.37072542974681,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ionocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",0.696893019151515,0.654895766637701,0,0,0.361619730506454,0.491572975486046,0.570996178680002,0,0,0,0,0,0,1.07132298878998,0,0,0,0,0.313725885684551,0,0.306162552602907,2.68811985378448,0,0,0.738705652106076,0,0,0,0,0,0,0.198770932658842,0,0,0,0,0,0
"Macrophage_Alveolar",0.499005870403972,0,0,0,0.297761104360751,0.297512979730035,0.33717320930257,0,0,0,0,0,0.8849109561762,0,0,0,0,0,0,0,0.242303926457204,2.67233405568775,0,0,0.752706439013811,0,0,0,0,0,0,0,0,0,0,0,0,0
