"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Ionocyte","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","Neuroendocrine","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",1.93984032897238,1.19237335009714,0,0,0,1.03632663720517,0.999432019470174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9247577832395,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",2.83694648456266,1.40264885934729,0,0,0,1.80479835673048,1.97374177959146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22606891481467,0,0,0,0,0,0,0,0,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",1.2227799437585,0,0,0,0,0.491869325560017,0.604038654433325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86520692701013,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",2.15303747983383,1.2491304158145,0,0,0,1.35616790200047,1.085191372201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37513820778767,0,0,3.61090457637235,0,0,0,0,0,0,0,0,0,0,0,0,0
"Club",1.97237869659509,2.04106488784685,0,0,0,1.32865940306306,1.12801140220301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24342201139591,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Plasmacytoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",2.45908934308345,1.89203956560879,0,0,0,2.68088562823212,1.22425273346931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8140013299743,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goblet",1.49780939343108,0,0,0,0,1.01283343801261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03754407493996,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ionocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",1.38707372026357,0.729167066362932,0,0,0.85373483041991,0.808532411382436,0.600357798763735,0,0,0,0,0,0,0.190015540943494,0,0,0,0,0.424437862344094,0,0.740281836818608,4.35994535644424,0,0,3.12792988265897,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage_Alveolar",1.37375154187845,0.121736641348093,0,0,0.662872961215141,0.729681764020956,0.594155558486802,0,0,0,0,0,3.40166086971501,0,0,0,0,0,0,0,0.549419967613839,4.23307153177812,0,0,3.10439388254311,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mast",0.589798645893127,0,0,0,0,0.786312000797556,0.265956679514518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05424990418265,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesothelial",2.68768273589815,1.77017957885236,0,0,0,0,0.483400052415936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte_Non-Classical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myofibroblast",3.61042826292992,1.63164605170182,0,0,0,2.22284524177897,2.78543987716302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35024818044908,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mystery_Disease_Epithelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neuroendocrine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NK",0.965308425400494,0,0,0,0.566692800017848,0.934400887874283,0.693134272150643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21547081730426,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pericytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smooth-Muscle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Cytotoxic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Regulatory",1.88793143253551,0.97042827548972,0,0,0,0,0.650448853885163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
