"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Ionocyte","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","Neuroendocrine","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",1.14931031028097,0.899669348283421,0,0,0,0.641461230909215,0.703097129653266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08539922408312,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",0.737622730269344,0.673321302701457,0,0,0,0.829637676090436,0.710698651326544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62228534435863,0,0,0,0,0,0,0,0,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0.538824287755106,0,0,0,0,0.630453288911089,0.34095656571637,0,0,0,0,0,0,0.432885106991634,0,0,0,0,0,0,0,0,0,0,0.535514247206107,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0.859088441972427,0.812284064906736,0,0,0,0.626243437575013,0.492306089534893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87289524942942,0,0,0.913087078657704,0,0,0,0,0,0,0,0,0,0,0,0,0
"Club",1.02246134611729,1.21642962873156,0,0,0,0.494427242569744,0.507607678128659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26786761315887,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
