"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Ionocyte","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","Neuroendocrine","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",1.17402695326401,1.15494898939374,0,0,0,0.813868827337403,1.15715017247808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08727989929898,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",1.06037175719865,0.626457533263602,0,0,0,0.934591824350028,1.33399428250355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68458866108509,0,0,0,0,0,0,0,0,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0.573276541995376,0.501920379431561,0,0,0,0.430385431918134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",1.78434606802499,1.12806870383158,0,0,2.13590491691866,1.13590706898881,1.52778271473056,0,0,0,0,0,0,1.43383916767808,0,0,0,0,0,0,0,1.93673971611387,0,0,1.40835226599795,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",1.48818430344931,1.27127831485865,0,0,0,1.12380530138536,1.34197359217259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78533013436765,0,0,1.21111271801778,0,0,0,0,0,0,0,0,0,0,0,0,0
"Club",1.17113648645463,1.61399240455432,0,0,0,1.05946008429892,0.994712738091158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38071092765491,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Plasmacytoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",1.34701215811164,1.34183628359944,0,0,0,1.74762694637719,1.03698901399489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9943577288347,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goblet",1.67642231360879,0.607490576696323,0,0,2.4207434708334,0.917864788271511,1.32769275561126,0,0,0,0,0,0,1.10614615541396,0,0,0,0,0,0,0,0,0,0,1.26942837263384,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ionocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",0.775957566798942,0.690206601577619,0,0,0.70023694995861,0.448929861528637,0.635681700153124,0,0,0,0,0,0,0.63958552009195,0,0,0,0,0.246972675337211,0,0.614717803888043,1.75250382939258,0,0,0.598443645004432,0,0,0,0,0,0,0.321932326771902,0,0,0,0,0,0
"Macrophage_Alveolar",0.858123551981572,0.288793991369458,0,0,0.722160345562927,0.590251151881178,0.897226407739697,0,0,0,0,0,2.55008056555953,0,0,0,0,0,0,0,0.636641199492361,1.82865243923501,0,0,0.815815595832537,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mast",0.611058583666759,0,0,0,0,1.33220081488673,0.788306198852925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45718194897324,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesothelial",1.94535648745485,1.80264416232722,0,0,0,0,1.34086229505145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte_Non-Classical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myofibroblast",2.98113262727036,1.96998865567853,0,0,0,1.87434708430728,2.72456927397594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95385411893249,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mystery_Disease_Epithelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neuroendocrine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NK",0.617790808180393,0,0,0,0.95442662145137,0.715634925661009,0.979018263066358,0,0,0,0,0,0,1.19025696460932,0,0,0,0,0,0,0,0,0,0,0.859587814333747,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pericytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smooth-Muscle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Cytotoxic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Regulatory",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
