"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Ionocyte","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","Neuroendocrine","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",1.4441036405025,0.770807336805863,0,0,0,0.731953498046074,0.757420979557222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03321352590117,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",0.716375091507883,0.311259783291707,0,0,0,0.839657959540366,0.647846781303216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8908813037754,0,0,0,0,0,0,0,0,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0.797545064457481,0,0,0,0,0.327978346821546,0.370829208498872,0,0,0,0,0,0,0.6242662225638,0,0,0,0,0,0,0,0,0,0,0.668423079083355,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",1.52392652719381,0.870035947805053,0,0,0,1.07183425786867,0.787013525944466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65579422690572,0,0,1.41156912562291,0,0,0,0,0,0,0,0,0,0,0,0,0
"Club",1.50538848375571,1.66525636756846,0,0,0,0.960004111571071,0.7782966439709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99983875488532,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Plasmacytoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",1.02101990101155,0.815154629477188,0,0,0,1.44367932179525,0.622155110436647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52953718785375,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goblet",0.968517555266552,0,0,0,1.08272440665093,0.66294001104139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39555779010463,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ionocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",0.881622559655661,0.426984532553574,0,0,0.543268456377897,0.558358710033212,0.324179064273583,0,0,0,0,0,0,0.949749402858178,0,0,0,0,0.342576187277466,0,0.318411136147013,1.24894883088407,0,0,0.881907670523376,0,0,0,0,0,0,0.320488384659367,0,0,0,0,0,0
"Macrophage_Alveolar",0.587329741283696,0,0,0,0,0.337024985956839,0.246357584108495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.643992378989092,0,0,0.649019548956789,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mast",0.962758646584362,0,0,0,0,1.20295309033146,0.3918701921915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37892812555197,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesothelial",2.78482633233334,2.19199997426823,0,0,0,0,0.773913653043384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte_Non-Classical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myofibroblast",2.34660392163562,1.5086449438269,0,0,0,1.30158662488897,1.4931722097184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56626996316552,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mystery_Disease_Epithelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neuroendocrine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NK",0.736983273945705,0,0,0,0.78948643829962,1.21668362440422,0.620534835974191,0,0,0,0,0,0,2.02444336231194,0,0,0,0,0,0,0,0,0,0,1.21572257714316,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pericytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smooth-Muscle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Cytotoxic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Regulatory",1.18679108992571,0.593964731860601,0,0,0,0,0.333359378008495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
