"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Ionocyte","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","Neuroendocrine","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",1.95046039257128,1.32773365566793,0,0,0,0.906159301724182,1.10891907116553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89008145330699,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",1.31295504827557,0.636407595545213,0,0,0,0.816858000864475,0.910209049590603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10211863754914,0,0,0,0,0,0,0,0,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",2.21231549184915,1.18821475727667,0,0,2.55046335459377,1.06788926590424,1.1530919690264,0,0,0,0,0,0,1.26717171084367,0,0,0,0,0,0,0,2.72330592412731,0,0,2.01779370438572,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",1.93130709102939,1.26551679628152,0,0,0,1.12273996902413,1.0899604219736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67953225830723,0,0,1.98067583794927,0,0,0,0,0,0,0,0,0,0,0,0,0
"Club",1.60086270254943,1.76691829418786,0,0,0,0.665596440574303,0.671035265500694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20677226636071,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
