"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Ionocyte","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","Neuroendocrine","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",0.865721729821869,0,0,0,0,0.48503720905794,0.838057261176762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21384450564881,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",1.53321386533049,0,0,0,2.41147724757939,0.584131674731095,1.45022045939517,0,0,0,0,0,0,0.831624177857809,0,0,0,0,0,0,0,1.8299893657525,0,0,1.3637376871625,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",1.18053831265658,0,0,0,0,0.798115403608144,1.25548637154525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58596588848903,0,0,1.24871545286836,0,0,0,0,0,0,0,0,0,0,0,0,0
"Club",1.77959642168098,0,0,0,0,1.0685930316444,1.58092657843544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0129166425444,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Plasmacytoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",1.10653714933065,0,0,0,0,1.36862214437508,0.894449822463772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7312444634391,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goblet",1.28803966763131,0,0,0,2.45320694574034,0.754482997578945,1.05660175328683,0,0,0,0,0,0,0.666811590124972,0,0,0,0,0,0,0,0,0,0,1.58304552943777,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ionocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",0.709598749148811,0.0831785684974744,0,0,0.56557186856277,0.487239013954632,0.999431570105374,0,0,0,0,0,0,0.682370815725073,0,0,0,0,0.379303278354396,0,0.671561564520219,1.72392851878604,0,0,0.842219895221219,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage_Alveolar",0.851380395064377,0.566171081641299,0,0,0.549492970721748,0.37933059767663,0.820119751194422,0,0,0,0,0,1.82667694564678,0,0,0,0,0,0,0,0.655482666679198,1.69814262502527,0,0,1.02986411240202,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mast",1.24855702685847,0,0,0,0,0.842999370886149,1.13655148191202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14869601213993,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesothelial",3.16536340127769,0,0,0,0,0,1.86111451233613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte_Non-Classical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myofibroblast",2.39282330857177,0,0,0,0,1.30185521650344,2.30982990263645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66751034780283,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mystery_Disease_Epithelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neuroendocrine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NK",1.20971144204946,0,0,0,0.626261746110481,0.878196263648911,1.08853214332328,0,0,0,0,0,0,0.62686536162348,0,0,0,0,0,0,0,0,0,0,1.00204937109061,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pericytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smooth-Muscle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T",1.1205039030179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Cytotoxic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Regulatory",1.16108211550816,0,0,0,0,0,1.07808870957284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
