"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Ionocyte","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","Neuroendocrine","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",0.411552430285225,0.355824733626189,0,0,0,0.10194692027503,0.336011437766673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340755777337364,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",1.29413921957353,0.949403631444116,0,0,0,0.803760670961339,1.28184239732193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23716203601857,0,0,0,0,0,0,0,0,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0.6259225761789,0,0,0,0,0.389134167963675,0.512611087401072,0,0,0,0,0,0,0.521066657572847,0,0,0,0,0,0,0,0,0,0,0.349349708088426,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",1.62313340449156,1.36520921246173,0,0,0,0.910602197828372,1.40339222516288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29725329991097,0,0,0,0,0,0,0,0,0,0,0,0,0
"Club",0.707704588263463,0.97796533740664,0,0,0,0.382642884522131,0.474122696808683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784984014304721,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Plasmacytoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",1.03711592995905,0.775898496258658,0,0,0,1.42016435499169,0.788722282447325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35976272581112,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goblet",1.69701642933563,0.709003971286777,0,0,1.06757972921774,0.967280098420184,1.49094378935447,0,0,0,0,0,0,1.26508135823898,0,0,0,0,0,0,0,0,0,0,1.1104912693348,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ionocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",1.19383147030887,0.913195574262746,0,0,0.257740911286023,0.402916175923361,0.852336715140984,0,0,0,0,0,0,0.807206792337283,0,0,0,0,0.281411012932702,0,1.93162500495025,0,0,0,0.649480798048695,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage_Alveolar",0.849732082333135,0,0,0,0.198973661349045,0.153346049532313,0.452941668160298,0,0,0,0,0,1.25871697686448,0,0,0,0,0,0,0,1.87285775501327,0,0,0,0.55127365264332,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mast",0.656599615346705,0,0,0,0,1.25636461327659,0.871587934242229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41665310985917,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesothelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte_Non-Classical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myofibroblast",2.12107460838304,1.80456295250507,0,0,0,0.970653748970612,1.89445163082738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17594665415157,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mystery_Disease_Epithelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neuroendocrine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NK",0.599849795734489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pericytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
