"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Ionocyte","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","Neuroendocrine","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",0,0.533057723879454,0,0,0,0.734769335397051,0.896242107735984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01307333458188,0,0,0,0,0,0,0,0,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0.147335813220337,0,0,0,0.282294684267278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,0.800726190967521,0,0,2.59227791686157,0.995061799751183,1.23687425031374,0,0,0,0,0,0,1.31063330436841,0,0,0,0,0,0,0,1.72232557107668,0,0,1.62303750954452,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0,0.756759747040814,0,0,0,0.964237849783103,1.09746833271879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48816566593606,0,0,1.53676391420938,0,0,0,0,0,0,0,0,0,0,0,0,0
"Club",0,1.03326686169155,0,0,0,0.70960999078555,0.932167940592422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62684294228157,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Plasmacytoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0,0.871344751988655,0,0,0,1.21027544322854,0.8283110696265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85484690654298,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goblet",0,0,0,0,0,0.463672488467138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.982698495007352,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ionocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",0.090058965705155,0.285358334005005,0,0,0.603935326262398,0.392719553485975,0.544186091244096,0,0,0,0,0,0,0.650610459318019,0,0,0,0,0.249556285813699,0,0,1.28694948534591,0,0,0.803515532383451,0,0,0,0,0,0,0.132182511178145,0,0,0,0,0,0
"Macrophage_Alveolar",0.117620174718996,0.416588325485172,0,0,0.699429484990503,0.451773139059143,0.629643614922901,0,0,0,0,0,1.49118747544616,0,0,0,0,0,0,0,0,1.36015647993193,0,0,1.09034954624046,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesothelial",0,2.34740991350307,0,0,0,0,1.01964922790222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte_Non-Classical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myofibroblast",0,1.16559301296271,0,0,0,1.13877562654079,1.6499081600404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52705356445339,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mystery_Disease_Epithelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neuroendocrine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NK",0,0,0,0,1.30404815193211,0.821126613835892,0.846870798647866,0,0,0,0,0,0,1.23417680794463,0,0,0,0,0,0,0,0,0,0,1.23303405787865,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pericytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smooth-Muscle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
