"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Ionocyte","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","Neuroendocrine","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",0.647339226859222,0.579809806228192,0,0,0,0.24414351328503,0.429458163300618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0989863103514,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",1.8882638310202,1.01140534147627,0,0,0,0.708255963588422,1.37418438214437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41801381001868,0,0,0,0,0,0,0,0,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0.680699346589585,0.57940521564304,0,0,1.72893558819767,0.131985021913874,0.707755502503359,0,0,0,0,0,1.90007492041878,0.566704558715521,0,0,0,0,0,0,0,1.98472612415541,0,0,1.6173536333043,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",2.25838128767498,1.43647993991755,0,0,2.00660509682914,1.04834875407072,1.60473809699917,0,0,0,0,0,0,1.46368715321133,0,0,0,0,0,0,0,2.26239563278688,0,0,2.51433622780011,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",1.82879586277565,1.55545202973928,0,0,0,0.90602121469899,1.20044858961911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97810894382425,0,0,2.10167502775622,0,0,0,0,0,0,0,0,0,0,0,0,0
"Club",1.90075885470329,1.92152291066992,0,0,0,0.912418684727739,1.16367215515683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38006611268814,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dendritic_Plasmacytoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",1.67177202393629,1.64172925433712,0,0,0,1.64854237243241,1.06632175794234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46646816976123,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goblet",1.00038633890819,0.957393913784056,0,0,1.92661028229566,0.677523590905663,1.0435626249045,0,0,0,0,0,0,0.962129490407587,0,0,0,0,0,0,0,0,0,0,1.62149443192918,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innate_lymphoid_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ionocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",1.27453263341269,0.956173725015071,0,0,0.738874405400806,0.485682492134231,0.753586681155604,0,0,0,0,0,0,0.824143783223197,0,0,0,0,0.273450212387257,0,0.717942263161306,2.07685969747817,0,0,1.70315736450429,0,0,0,0,0,0,0.345657031820471,0,0,0,0,0,0
"Macrophage_Alveolar",1.20407427369483,0.350939156367245,0,0,0.703525322687874,0.424677415240476,0.776636467529919,0,0,0,0,0,0.960769840671021,0,0,0,0,0,0,0,0.682593180448374,2.09803040386685,0,0,1.71749759253657,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mast",1.03258669112463,0,0,0,0,0.744577842088645,0.490358446936718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89031502467437,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesothelial",2.22698964570715,2.02440138381405,0,0,0,0,1.0740718413843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monocyte_Non-Classical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myofibroblast",2.70599076313675,2.03758023312242,0,0,0,1.47711090436765,2.05234757246094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69850947193033,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mystery_Disease_Epithelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neuroendocrine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NK",0.846726462408869,0,0,0,0.913305018471333,0.879332067334078,1.03980973414193,0,0,0,0,0,0,1.34401924254107,0,0,0,0,0,0,0,0,0,0,1.94940786494286,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pericytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smooth-Muscle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Cytotoxic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Regulatory",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vascular-Endothelial_E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
