"","Aberrant_Basaloid","ATI","ATII","B","B_Plasma","Basal","cDC1","cDC2","Ciliated","Club","cMonocyte","DC_Langerhans","DC_Mature","Fibroblast","Goblet","ILC_A","ILC_B","Ionocyte","Lymphatic","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Myofibroblast","ncMonocyte","NK","pDC","Pericyte","PNEC","SMC","T","T_Cytotoxic","T_Regulatory","VE_Arterial","VE_Capillary_A","VE_Capillary_B","VE_Peribronchial","VE_Venous"
"Aberrant_Basaloid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATI",0,0.489428241280357,0.518228606969026,0.0385155386514223,0.0489898055981052,0.297222720216023,0,0,0.511085020803207,0.534718771962174,0,0,0,0.377333047639047,0.501354301903889,0,0,0,0,0.327507114991759,0.327453998101684,0.243248422659524,0.397914367305911,0.323705583524839,0,0.093054726311497,0,0,0,0,0.043096303962227,0.0436136739093185,0.0446570044426214,0,0,0,0,0
"ATII",0,0,0,0,0,0,0,0,0.0774894362513041,0.0748321756266157,0,0,0,0,0.0703155846676988,0,0,0,0,0.0253152164992313,0.0246161339844043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,1.13183477623589,0.23248125150165,0,0,1.12732000276924,0,0,1.00213731329398,1.40521467975524,0,0,0,0.554924909582467,1.43405212537649,0,0,0,0,0.291970781844632,0.0686866213402185,0.0966135483949746,0.944389856156682,0.744296318175427,0,0.0782827182638101,0,0,0,0,0,0,0,0,0,0,0,0
"cDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cDC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0,0.32800043215012,0.54199237170917,0.0137755060681253,0.0246687436926756,0.177708358377895,0,0,0.272847764416691,0.283254620435883,0,0,0,0.287303753027193,0.262270163999616,0,0,0,0,0.303947173749886,0.163178139691152,0.162568805107064,0.262186975413293,0.231531190348417,0,0.0793434576512056,0,0,0,0,0.0185395019913622,0.0190775667363374,0.0201626304909724,0,0,0,0,0
"Club",0,0.535224662765769,0.606966048582473,0.0399308956087679,0.0517713712876268,0.317948856345218,0,0,0.548664100706324,0.475779311716534,0,0,0,0.412116765864085,0.530490306019142,0,0,0,0,0.390125916294902,0.316009991695432,0.256934433020479,0.424557378626367,0.351494415126284,0,0.0979754814012298,0,0,0,0,0.0451091520470689,0.0456940050307375,0.0468734221553408,0,0,0,0,0
"cMonocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Mature",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
