"","Aberrant_Basaloid","ATI","ATII","B","B_Plasma","Basal","cDC1","cDC2","Ciliated","Club","cMonocyte","DC_Langerhans","DC_Mature","Fibroblast","Goblet","ILC_A","ILC_B","Ionocyte","Lymphatic","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Myofibroblast","ncMonocyte","NK","pDC","Pericyte","PNEC","SMC","T","T_Cytotoxic","T_Regulatory","VE_Arterial","VE_Capillary_A","VE_Capillary_B","VE_Peribronchial","VE_Venous"
"Aberrant_Basaloid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATI",0,0.641434722190607,0.400531166598289,0,0.19758209980529,0.648631986325368,0,0,0.685875509677651,0.562032947460136,0,0,0,0.445600466731349,0.716239628503429,0,0,0.764221782799094,0,0.358134261599512,0.330047519992912,0.115278366034731,0.310575988776532,0.437279682511537,0,0.0475223698600302,0,0,0,0,0,0.0404323413908484,0,0,0,0,0,0
"ATII",0,0.579328732032752,0.413283231150404,0,0.210557485573328,0.587581404243602,0,0,0.545833249161909,0.505318831993056,0,0,0,0.47890273193498,0.658168998508999,0,0,0.642822528652295,0,0.303918725543252,0.228161675909007,0.159781409018121,0.283874300745655,0.463291744333122,0,0.063410204233161,0,0,0,0,0,0.039501241349323,0,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,1.10399611253043,1.12713346887441,0,0.108174761135167,1.40227105758507,0,0,0.949087063148538,1.22082606235374,0,0,0,0.539275921733647,1.26878847038101,0,0,0.925804233048087,0,0.257013540357636,0.0902700431953659,0.194002594511358,0.772493767732338,0.744456217191402,0,0.119303327681421,0,0,0,0,0,0,0,0,0,0,0,0
"cDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cDC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0,0.429901397297965,0.332688481228666,0,0.153429130484769,0.422580571215165,0,0,0.38881410854123,0.325406263763738,0,0,0,0.386303976356231,0.395196934536978,0,0,0.494469227290356,0,0.296835534552814,0.204839552651341,0.133858408565954,0.230732889734215,0.358370233506533,0,0.0587685344197789,0,0,0,0,0,0.0227695077853894,0,0,0,0,0,0
"Club",0,0.552482801489578,0.364195736417174,0,0.143699812174274,0.603360104133591,0,0,0.597235074927086,0.427879668201114,0,0,0,0.459102553123363,0.57605411477655,0,0,0.667395443452328,0,0.383774331164597,0.295566581879553,0.108004817839745,0.284156329931447,0.399390888917713,0,0.0425660114376677,0,0,0,0,0,0.0345511966464187,0,0,0,0,0,0
"cMonocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Mature",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0,0.710263092209995,0.68246178898155,0,0,0.690205560152602,0,0,0.694219585801721,0.74267704964048,0,0,0,1.3723567882642,0.726726770500864,0,0,0.623945720375807,0,0.499271549351999,1.53430858989712,0,0.492302331943788,1.21394448039888,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goblet",0,0.61868137058157,0.464636528530907,0,0.111604389169596,0.663853445477485,0,0,0.443600408838422,0.477907922556404,0,0,0,0.233710177426395,0.512069567841478,0,0,0.50734636380473,0,0.370509118217978,0.183460829313616,0.192383526464834,0.278783783710958,0.261336896296802,0,0.122078334154306,0,0,0,0,0,0,0,0,0,0,0,0
"ILC_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ILC_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ionocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",0,0.276382629253889,0.202896181334963,0,0,0.242841372734044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176380993538125,0.198304389142443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage_Alveolar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mast",0,0.714719439603807,0.641232991684881,0,0,0.681178183083962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.614717803888043,0.636641199492361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesothelial",0,1.02617276189021,1.15169817645792,0,0.258930253020773,0.931175365795994,0,0,0.701744830704551,0.704101099085731,0,0,0,0.858000598750262,0.701498631395952,0,0,0.614662364150185,0,0.89222604038337,0.522472125495717,0.357019205450705,0.626083739541914,0.679114330485485,0,0.271648614787921,0,0,0,0,0,0,0,0,0,0,0,0
"Myofibroblast",0,0.478045280007507,0.416697774759797,0,0.132235390642392,0.448059564514788,0,0,0.382456647795087,0.384815042316897,0,0,0,0.530612469837206,0.49004205333394,0,0,0.452896841857921,0,0.323745323206223,0.240523453826681,0.11817104804468,0.269863443571316,0.499436986061303,0,0.0452414639123025,0,0,0,0,0,0.0355393196913168,0,0,0,0,0,0
"ncMonocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pDC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pericyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Cytotoxic",0,0.421933962487666,0.34844751456874,0,0,0.388392705967821,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321932326771902,0.34385572237622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Regulatory",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VE_Arterial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VE_Capillary_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VE_Capillary_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VE_Peribronchial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VE_Venous",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
