"","Aberrant_Basaloid","ATI","ATII","B","B_Plasma","Basal","cDC1","cDC2","Ciliated","Club","cMonocyte","DC_Langerhans","DC_Mature","Fibroblast","Goblet","ILC_A","ILC_B","Ionocyte","Lymphatic","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Myofibroblast","ncMonocyte","NK","pDC","Pericyte","PNEC","SMC","T","T_Cytotoxic","T_Regulatory","VE_Arterial","VE_Capillary_A","VE_Capillary_B","VE_Peribronchial","VE_Venous"
"Aberrant_Basaloid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATI",0,0,0,0,0,0,0,0,0.193094491828835,0.0783909226099438,0,0,0,0,0.176922312643963,0,0,0,0,0.178712163861402,0.110044968967321,0.146401240639661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",0,0.862018396011158,0.508695394977327,0,0,0.501499021910136,0,0,1.08208244325049,1.03374315066734,0,0,0,0,1.04125423410682,0,0,0,0,1.19345953766826,0.821834496797773,0.963281119042178,0.681538281651662,0.694035858309902,0,0.280558906995373,0,0,0,0,0.138270906010653,0.14237081366263,0.130648524697289,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,0.88086771276787,0.615980034351851,0,0,0.770731790112913,0,0,1.05346584819305,1.17166770347595,0,0,0,0,1.00549259544462,0,0,0,0,0.258326877056803,0.0866588258281979,0.232286261922577,0.0782624563742038,0.860504713123319,0,0.0507320140572518,0,0,0,0,0,0,0,0,0,0,0,0
"cDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cDC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0,0.3588685733976,0.255329463388285,0,0,0.218084887547156,0,0,0.466644964859471,0.45090437876271,0,0,0,0,0.349018355209065,0,0,0,0,0.455055261549962,0.277122209102659,0.443119353714641,0.301247054345215,0.495256961828459,0,0.110147195668526,0,0,0,0,0.03390377975554,0.0376756947953589,0.0268911889472458,0,0,0,0,0
"Club",0,0.405369682971021,0.212086053830685,0,0,0.247245555258315,0,0,0.599062557114005,0.38930931933792,0,0,0,0,0.432498694376186,0,0,0,0,0.415341332951692,0.339296422407564,0.483265952293878,0.286059160122805,0.545970357930792,0,0.0828193462309448,0,0,0,0,0.0394011256284384,0.0435010332804155,0.0317787443150751,0,0,0,0,0
"cMonocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Mature",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
