"","Aberrant_Basaloid","ATI","ATII","B","B_Plasma","Basal","cDC1","cDC2","Ciliated","Club","cMonocyte","DC_Langerhans","DC_Mature","Fibroblast","Goblet","ILC_A","ILC_B","Ionocyte","Lymphatic","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Myofibroblast","ncMonocyte","NK","pDC","Pericyte","PNEC","SMC","T","T_Cytotoxic","T_Regulatory","VE_Arterial","VE_Capillary_A","VE_Capillary_B","VE_Peribronchial","VE_Venous"
"Aberrant_Basaloid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATI",0,0,0,0,0,0.12448737301288,0,0,0,0.272574354828341,0,0,0,0,0.209860595570401,0,0,0,0,0.231732404326509,0.430062551946416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",0,0.33651839433156,0.0920723010070174,0,0.303561939493799,0.34494427102416,0,0,0.35715451128145,1.17790260276779,0,0,0,0.437069441267459,0.706454617824235,0,0,0,0,0.773151330713585,0.866724561343128,0.485374663340505,0,0.413693135093422,0,0.35084253874547,0,0,0,0,0.0726330435617604,0.0716077118482434,0.0436089800171285,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,0.254396093830308,0.324035234727558,0,0,0.594298911075753,0,0,0.480821973805229,0.923686733217333,0,0,0,0.379956156941869,0.7042390129503,0,0,0,0,0.233020799388007,0.381586621964648,0,0,0.533519685619933,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cDC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0,0.0801020599214165,0.0584529519437226,0,0.0622003819939535,0.205839639915,0,0,0.17857970605113,0.454048916729837,0,0,0,0.244582496069662,0.211139807939378,0,0,0,0,0.288640877707477,0.301720222399201,0.176960957967457,0,0.223076294389547,0,0.0794449683227579,0,0,0,0,0.0143152701113527,0.013371964934917,0.0138666966330248,0,0,0,0,0
"Club",0,0.293732485590218,0.120924128861776,0,0.150194371030441,0.58040463911873,0,0,0.681770523379952,0.780228324462605,0,0,0,0.54561869790512,0.580541826480791,0,0,0,0,0.655461776771458,0.67548951755591,0.356066460401317,0,0.586804102221972,0,0.215028785430098,0,0,0,0,0.130336699271277,0.12931136755776,0.072460807871887,0,0,0,0,0
"cMonocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Mature",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0,0.276591835138707,0.499680072560041,0,0,1.00774317626213,0,0,0.454497818913492,0.979647367156652,0,0,0,0.686519622276148,0.59502126427019,0,0,0,0,0.273266948639122,0.722749698664056,0.242735073846197,0,0.636115320362386,0,0,0,0,0,0,0,0,0,0,0,0,0,0
