"","Aberrant_Basaloid","ATI","ATII","B","B_Plasma","Basal","cDC1","cDC2","Ciliated","Club","cMonocyte","DC_Langerhans","DC_Mature","Fibroblast","Goblet","ILC_A","ILC_B","Ionocyte","Lymphatic","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Myofibroblast","ncMonocyte","NK","pDC","Pericyte","PNEC","SMC","T","T_Cytotoxic","T_Regulatory","VE_Arterial","VE_Capillary_A","VE_Capillary_B","VE_Peribronchial","VE_Venous"
"Aberrant_Basaloid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATI",0,0.174168839919517,0.147860151346469,0,0.0663108780885,0.211086217083081,0,0,0.356201743246457,0.254719673310287,0,0,0,0.284487069225197,0.252542231510089,0,0,0,0,0.179696523628194,0.135950345132621,0.0792572126521685,0.208467570180106,0.218143129650828,0,0.0191815142589007,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",0,0.289474753793532,0.280759819195887,0,0.121254242607518,0.289749314698523,0,0,0.469834443354375,0.424686798545032,0,0,0,0.429613690540126,0.424592145280157,0,0,0,0,0.322327585205258,0.181007295489287,0.222556525138808,0.318260884001107,0.339184820446319,0,0.0846978667962068,0,0,0,0,0,0,0,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,0.677699441404819,0.683516240287466,0,0.269172361349622,1.06729166642997,0,0,0.93419362400023,0.972509557396253,0,0,0,0.75845978646708,1.15397523930475,0,0,0,0,0.207222215525486,0.0788263662001824,0.215165141963837,0.797468416855904,0.677933074511043,0,0.0584327169099739,0,0,0,0,0,0,0,0,0,0,0,0
"cDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cDC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0,0.22054970111456,0.153514497521195,0,0.0886703670111712,0.239000491522717,0,0,0.337171829003997,0.270162127038775,0,0,0,0.341849677525511,0.27007504603509,0,0,0,0,0.339362344462072,0.202414983256359,0.182149154787252,0.262789398518617,0.266282962435124,0,0.062947034507973,0,0,0,0,0,0,0,0,0,0,0,0
"Club",0,0.22794030844801,0.232046044000154,0,0.0769613381573948,0.316013997274104,0,0,0.480393098571231,0.331130517142176,0,0,0,0.382560490390994,0.356502861751391,0,0,0,0,0.323573723835953,0.250647748389067,0.115555024337153,0.326518692716359,0.324476324491998,0,0.0346634080926298,0,0,0,0,0,0,0,0,0,0,0,0
"cMonocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Mature",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0,0.499693414527742,0.401839992073012,0,0.314377960986091,0.455864098891944,0,0,0.502373931961354,0.576537050027132,0,0,0,0.736176568418783,0.537823194741229,0,0,0,0,0.279033291229323,0.573958198394032,0,0.928910008476571,0.686352021329468,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goblet",0,0.172388007252421,0.243044818967296,0,0.053404658048428,0.317856960342729,0,0,0.370111326113871,0.372299810304595,0,0,0,0.267885065223841,0.374824302431369,0,0,0,0,0.324805835446046,0.138404202248935,0.257983408012548,0.267050389362714,0.232312453564497,0,0.110470537373618,0,0,0,0,0,0,0,0,0,0,0,0
"ILC_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ILC_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ionocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",0,0,0,0,0,0.137014707750579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117466781231936,0.288584638707622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage_Alveolar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mast",0,0,0,0,0,1.77206423177901,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75251630526037,1.92363416273605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesothelial",0,0.682724881455276,0.886075417201829,0,0.26173117289588,0.865274441570533,0,0,0.650237417553836,0.448987665068052,0,0,0,0.786684550532382,0.646802362980895,0,0,0,0,1.00186758313875,0.502875935986743,0.442605784982201,1.04465338421569,0.582697268126914,0,0.263483013492071,0,0,0,0,0,0,0,0,0,0,0,0
"Myofibroblast",0,0.400563166824307,0.335067911047488,0,0.204524854963903,0.420852763238003,0,0,0.471565772219668,0.371901572300294,0,0,0,0.599315497053913,0.376327891715996,0,0,0,0,0.489632412383085,0.377461851103856,0.184313007278868,0.488723996372436,0.472320039816117,0,0.0641762723896037,0,0,0,0,0,0,0,0,0,0,0,0
"ncMonocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pDC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pericyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Cytotoxic",0,0,0,0,0,0.180642061615195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161094135096552,0.332211992572238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Regulatory",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VE_Arterial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VE_Capillary_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VE_Capillary_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VE_Peribronchial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VE_Venous",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
