"","Aberrant_Basaloid","ATI","ATII","B","B_Plasma","Basal","cDC1","cDC2","Ciliated","Club","cMonocyte","DC_Langerhans","DC_Mature","Fibroblast","Goblet","ILC_A","ILC_B","Ionocyte","Lymphatic","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Myofibroblast","ncMonocyte","NK","pDC","Pericyte","PNEC","SMC","T","T_Cytotoxic","T_Regulatory","VE_Arterial","VE_Capillary_A","VE_Capillary_B","VE_Peribronchial","VE_Venous"
"Aberrant_Basaloid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATI",0,0.305502614217522,0,0,0.134381223220581,0.650778844906697,0,0,0.722622627569925,0.787421063214659,0,0,0,0.451966716637905,0.657706095699067,0,0,0,0,0.467715044809631,0.405975285065514,0.242260233436537,0.379981628477269,0.474755947168223,0,0.149046370899879,0,0,0,0,0.0615518006511945,0.0677619328938674,0.0872863416396015,0,0,0,0,0
"ATII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,0.711014699013697,0,0,0,1.88595554829419,0,0,1.46797903651582,1.63600448207818,0,0,0,0.639282779007661,1.26643709708791,0,0,0,0,0.0996141414663961,0.00949655480851166,0,1.2051703933256,1.01513189710713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cDC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0,0.251594117518679,0,0,0.0736278708818607,0.530946934949979,0,0,0.416937100580714,0.462287990339272,0,0,0,0.337788182768334,0.485096488310785,0,0,0,0,0.435855206296472,0.223350688947209,0.223991493415331,0.262923691081274,0.328424681886094,0,0.136587078981267,0,0,0,0,0.0309495720434707,0.0374081095758504,0.057713494671414,0,0,0,0,0
"Club",0,0,0,0,0,0.19564742561351,0,0,0.131196806945156,0.150505544000002,0,0,0,0,0.1461017830489,0,0,0,0,0.0247419422990706,0.0096914354088963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cMonocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Mature",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
