"","Aberrant_Basaloid","ATI","ATII","B","B_Plasma","Basal","cDC1","cDC2","Ciliated","Club","cMonocyte","DC_Langerhans","DC_Mature","Fibroblast","Goblet","ILC_A","ILC_B","Ionocyte","Lymphatic","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Myofibroblast","ncMonocyte","NK","pDC","Pericyte","PNEC","SMC","T","T_Cytotoxic","T_Regulatory","VE_Arterial","VE_Capillary_A","VE_Capillary_B","VE_Peribronchial","VE_Venous"
"Aberrant_Basaloid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",0,0,0.726642612250936,0,0,0.277047748850711,0,0,0.531713052310479,0.630397209783898,0,0,0,0.665789245695577,0.470114040845684,0,0,0,0,0.468236227667421,0.260235002171243,0.315973438598513,0.313648699113061,0.579221670605618,0,0.301153704869392,0,0,0,0,0.066199831648738,0.123028734594187,0,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,0,1.10250659637502,0,0,0.362807172984594,0,0,0.839669705038603,0.776769081887172,0,0,0,0.8552172577047,0.695584248314305,0,0,0,0,0.106081965533778,0.0756525464326198,0,0.308311693164019,0.360580984164853,0,0.327890575810335,0,0,0,0,0,0,0,0,0,0,0,0
"cDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cDC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0,0,0.409649311610905,0,0,0.0949505718094486,0,0,0.160610435764054,0.257535317049254,0,0,0,0.389156899584189,0.19352895743055,0,0,0,0,0.160346808945339,0.11884746663992,0.1486786747297,0.111642435004302,0.286007871260088,0,0.1598688224705,0,0,0,0,0.0162300038256907,0.0238387532443558,0,0,0,0,0,0
"Club",0,0,0.518111654998612,0,0,0.209143668370549,0,0,0.469805225041498,0.481086581936107,0,0,0,0.528837795416318,0.420241223759706,0,0,0,0,0.383919960709502,0.272339130743807,0.218223821188299,0.269305443487154,0.545812652910967,0,0.225221273963557,0,0,0,0,0.0512033845027697,0.0930358403022509,0,0,0,0,0,0
