"","Aberrant_Basaloid","ATI","ATII","B","B_Plasma","Basal","cDC1","cDC2","Ciliated","Club","cMonocyte","DC_Langerhans","DC_Mature","Fibroblast","Goblet","ILC_A","ILC_B","Ionocyte","Lymphatic","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Myofibroblast","ncMonocyte","NK","pDC","Pericyte","PNEC","SMC","T","T_Cytotoxic","T_Regulatory","VE_Arterial","VE_Capillary_A","VE_Capillary_B","VE_Peribronchial","VE_Venous"
"Aberrant_Basaloid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATI",0,0.28284588678079,0.671926703797949,0.0606129690481902,0.0634103009057971,0.966692978674222,0,0,0.68013589598406,0.620718387840862,0,0,0,0.517359376962271,0.678993403519385,0,0,0,0,0.594329719162698,0.32682003166659,0.0757614940784659,0,0.346991952629365,0,0.0461422919795761,0,0,0,0,0.142035717394575,0.0420730941042689,0.0471145541071381,0,0,0,0,0
"ATII",0,0.290663508538787,0.625855859724781,0.0612501784902537,0.064412379720592,0.845174536887939,0,0,0.616135413396323,0.587239558650429,0,0,0,0.475300510017435,0.684888480746534,0,0,0,0,0.454898989293249,0.159778776802709,0.133147840116055,0,0.355907622542519,0,0.0448920218039944,0,0,0,0,0.158612635131622,0.0569827619135221,0.0459911007308035,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,0.600106119292177,1.069243078185,0,0,1.41942484355183,0,0,0.896394545220523,1.16643500015375,0,0,0,0.618227422539331,0.837449230225791,0,0,0,0,0.498147078122342,0.0248717076686306,0.257066344503962,0,0.630428617091748,0,0,0,0,0,0,0.156682176890641,0.147579044587821,0,0,0,0,0,0
"cDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cDC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0,0.161860584691132,0.332820792603413,0.0299627034198956,0.0328719285518068,0.453991464307407,0,0,0.326069509580227,0.305625152377884,0,0,0,0.372679830089651,0.340701303994784,0,0,0,0,0.263916698055432,0.0766027257059865,0.100509169062127,0,0.195497708783428,0,0.0149131992685369,0,0,0,0,0.0711618588941736,0.030437297115797,0.0159243518812013,0,0,0,0,0
"Club",0,0.207351599315128,0.539471066236808,0.058665835552056,0.0618280367823943,0.819881999942606,0,0,0.612160186294809,0.467691390543951,0,0,0,0.535575170140903,0.55471211384079,0,0,0,0,0.461996952371115,0.224528093383923,0.0757902551514982,0,0.342985907851531,0,0.0423076788657967,0,0,0,0,0.131002596504,0.037707716050232,0.0434067577926058,0,0,0,0,0
"cMonocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Mature",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0,0.523400460000091,0.834530556268859,0,0,0.991140360865834,0,0,0.816472983504204,0.701091754787034,0,0,0,0.930624416831304,0.846983851392084,0,0,0,0,0.490760355122664,1.00029674060186,0,0,0.760415349865909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goblet",0,0.193028731067269,0.622310450438159,0,0,0.882191184771636,0,0,0.481434503864973,0.693490520443853,0,0,0,0.346542932634656,0.562002337332949,0,0,0,0,0.516956799010292,0.136825440252432,0.214125293166076,0,0.281884170579503,0,0,0,0,0,0,0.119646076588833,0.111078422656768,0,0,0,0,0,0
"ILC_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ILC_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ionocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",0,0,0,0,0,0.249633699140022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140705506466351,0.111321881497862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage_Alveolar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mast",0,0,0,0,0,2.14948139029759,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93162500495025,1.87285775501327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesothelial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myofibroblast",0,0.27060053218825,0.342668158683604,0.053831129424842,0.0576590572299883,0.538980054334352,0,0,0.409658936813992,0.302528635703713,0,0,0,0.494108481346614,0.419265931909328,0,0,0,0,0.332183931870386,0.143198946185241,0.0745606899925877,0,0.329266425655724,0,0.0340291502783175,0,0,0,0,0.107025865458743,0.0284607742384234,0.0353596142423496,0,0,0,0,0
"ncMonocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pDC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pericyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Cytotoxic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T_Regulatory",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VE_Arterial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VE_Capillary_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VE_Capillary_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VE_Peribronchial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VE_Venous",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
