"","Aberrant_Basaloid","ATI","ATII","B","B_Plasma","Basal","cDC1","cDC2","Ciliated","Club","cMonocyte","DC_Langerhans","DC_Mature","Fibroblast","Goblet","ILC_A","ILC_B","Ionocyte","Lymphatic","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Myofibroblast","ncMonocyte","NK","pDC","Pericyte","PNEC","SMC","T","T_Cytotoxic","T_Regulatory","VE_Arterial","VE_Capillary_A","VE_Capillary_B","VE_Peribronchial","VE_Venous"
"Aberrant_Basaloid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATI",0,1.08808660573949,0.564273453192396,0,0.156771896744268,1.07702666173978,0,0,0.88728606885008,0.851128877592141,0,0,0,0.5418506538971,0.883129468707818,0,0,0.416674380654187,0,0.765521735261802,0.492558523063222,0.346254768732221,0.534592497632653,0.522525786434002,0,0.151301243051492,0,0,0,0,0.081768466955277,0.0816239917024314,0.0716821028651405,0,0,0,0,0
"ATII",0,1.05424846193266,0.491710826767972,0,0.16806247277436,0.925885360434409,0,0,0.734083501176319,0.820502247536062,0,0,0,0.589631995542298,0.848816988445418,0,0,0.359253805387909,0,0.552140699195764,0.326063934849781,0.373102569737233,0.482252044379853,0.567786493192709,0,0.161878255556439,0,0,0,0,0.087854953046385,0.0876916331953422,0.0764529762488394,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,1.15573251847938,1.05039060405387,0,0.25424325138562,1.55924717848349,0,0,0.877915268482629,1.18354682808245,0,0,0,0.463849159882794,1.20627223268465,0,0,0.745630185956977,0,0.315558447815371,0.11269655600346,0.19757067117225,0.38243310278572,0.774921233483241,0,0.090181921602859,0,0,0,0,0,0,0,0,0,0,0,0
"cDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cDC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0,0.435762329173255,0.268638213999707,0,0.0433051892064413,0.469595124296807,0,0,0.298038150024999,0.302446038998984,0,0,0,0.264180721533991,0.332111127197439,0,0,0.253734980768959,0,0.2977211745501,0.163892301920617,0.184335953579438,0.196763447315168,0.244082859372369,0,0.0669574704168722,0,0,0,0,0.0251704139296895,0.02502015966673,0.0146805952759475,0,0,0,0,0
"Club",0,0.646252479411952,0.349602654451074,0,0.0883223998483713,0.67431377963894,0,0,0.544378845430767,0.464662665051927,0,0,0,0.390281813227327,0.539740622488246,0,0,0.337676205163097,0,0.37939445505365,0.266406691342433,0.213622423885256,0.337627938344944,0.368436310877739,0,0.0821381826304507,0,0,0,0,0.0479849165833909,0.047821596732348,0.0365829397858453,0,0,0,0,0
"cMonocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Mature",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0,0.579248441228261,0.544733066403262,0,0.322832284226895,0.645105350070874,0,0,0.484439472680297,0.563973497248474,0,0,0,0.748209966921913,0.623950346866793,0,0,1.49972793238542,0,0.310831302484704,0.332502306775767,0,0.346226637022958,0.596187644198532,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goblet",0,0.625693663345716,0.682631542412212,0,0.0605515626690478,0.837344603677455,0,0,0.45120373689387,0.519741449298943,0,0,0,0.220830661536209,0.546386609825779,0,0,0.37229823237681,0,0.555513092324339,0.24662222776888,0.254494825288785,0.120876198622036,0.314609388346089,0,0.153423060988182,0,0,0,0,0,0,0,0,0,0,0,0
"ILC_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ILC_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ionocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
