"","Aberrant_Basaloid","ATI","ATII","B","B_Plasma","Basal","cDC1","cDC2","Ciliated","Club","cMonocyte","DC_Langerhans","DC_Mature","Fibroblast","Goblet","ILC_A","ILC_B","Ionocyte","Lymphatic","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Myofibroblast","ncMonocyte","NK","pDC","Pericyte","PNEC","SMC","T","T_Cytotoxic","T_Regulatory","VE_Arterial","VE_Capillary_A","VE_Capillary_B","VE_Peribronchial","VE_Venous"
"Aberrant_Basaloid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATI",0,0.660192688681181,0.369477893946161,0,0.0474782033216557,0.59336498512385,0,0,0.651361893859322,0.710674686526916,0,0,0,0.620063628063159,0.589190707949755,0,0,0,0,0.469946283681666,0.389746159185717,0.118744843707068,0.215057277708576,0.419693764709347,0,0.0521903812509984,0,0,0,0,0,0.0444597577337929,0.0435426398537713,0,0,0,0,0
"ATII",0,0.718616034772211,0.435386716152947,0,0.0519389909660771,0.598128342955921,0,0,0.60588718834539,0.775857495995112,0,0,0,0.688817342201705,0.631424840181334,0,0,0,0,0.458500537599687,0.272032224527403,0.185270367606863,0.293819173999274,0.465776322248985,0,0.0923972477750792,0,0,0,0,0,0.0485268350841453,0.0474900931328164,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,1.35950470330648,1.11407133902775,0,0,1.59044935148962,0,0,1.10964386433267,1.55223693845564,0,0,0,0.653145339021475,1.44850941969721,0,0,0,0,0.215872881537791,0.0531422406048502,0.130517695706,0.573308252656209,0.448695785112965,0,0.0748299174039394,0,0,0,0,0,0,0,0,0,0,0,0
"cDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cDC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0,0.435783059363437,0.218061172297503,0,0.0224445565653955,0.355909327628187,0,0,0.34832014814541,0.420185094745645,0,0,0,0.456336748961801,0.308569358210735,0,0,0,0,0.309503265745472,0.183216396667455,0.114650707252083,0.189176294009705,0.30181764085209,0,0.0545467521302374,0,0,0,0,0,0.0193053731540183,0.0183515705587957,0,0,0,0,0
"Club",0,0.578670789025976,0.271496186022777,0,0.0398097680294589,0.529655114967899,0,0,0.576103637508102,0.583998510925995,0,0,0,0.603912781645378,0.462846610457814,0,0,0,0,0.429138547438045,0.300719261229171,0.106510812739686,0.201524493711587,0.405130207565894,0,0.045136577862629,0,0,0,0,0,0.0363976121475271,0.0353608701961982,0,0,0,0,0
"cMonocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Mature",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0,0.476829381702779,0.373269671668828,0,0,0.482927712285013,0,0,0.463960594284269,0.571906543259616,0,0,0,1.24950754311362,0.546060532003929,0,0,0,0,0.300274318667593,0.963705736463384,0,0,0.92846533670221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goblet",0,0.708220547118894,0.284536897207571,0,0,0.577217452959368,0,0,0.391759791334677,0.559333387726475,0,0,0,0.254935181158042,0.405372960528269,0,0,0,0,0.414953888848557,0.187518343198011,0.169785935434392,0.275149046428581,0.184094056029532,0,0.117373908797158,0,0,0,0,0,0,0,0,0,0,0,0
"ILC_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ILC_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ionocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",0,0,0,0,0,0.168101656084497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208738709582498,0.216708955452898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage_Alveolar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mast",0,0,0,0,0,0.651679302486326,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692316355984327,0.700286601854727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesothelial",0,0.544002064884084,0.477837308767929,0,0,0.542650571000536,0,0,0.419444255415977,0.489714987815698,0,0,0,0.672657955031787,0.440115646970404,0,0,0,0,0.532569681111929,0.382057116941986,0.211345609352432,0.489372885429519,0.215839114313738,0,0.147702434150076,0,0,0,0,0,0,0,0,0,0,0,0
