"","Aberrant_Basaloid","ATI","ATII","B","B_Plasma","Basal","cDC1","cDC2","Ciliated","Club","cMonocyte","DC_Langerhans","DC_Mature","Fibroblast","Goblet","ILC_A","ILC_B","Ionocyte","Lymphatic","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Myofibroblast","ncMonocyte","NK","pDC","Pericyte","PNEC","SMC","T","T_Cytotoxic","T_Regulatory","VE_Arterial","VE_Capillary_A","VE_Capillary_B","VE_Peribronchial","VE_Venous"
"Aberrant_Basaloid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATI",0,1.05517174385858,1.26758126832956,0,0.176706922454727,0.358689275450931,0,0,0.883308971005704,0.449285011162939,0,0,0,0.923718274373933,0.673180686555237,0,0,0,0,0.705724740852775,0.52836597764556,0.290541446228303,0.351605102686212,0.559522887401653,0,0.0742544942615764,0,0,0,0,0,0,0.0726127474052118,0,0,0,0,0
"ATII",0,0.767086786961909,0.894794374672742,0,0.119972768249188,0.23892259951878,0,0,0.563142107629429,0.317924457417189,0,0,0,0.729836959417752,0.553537086363889,0,0,0,0,0.359012615917906,0.200203296220241,0.180507833896554,0.23790087137645,0.482647470546545,0,0.0626934701193401,0,0,0,0,0,0,0.0421925337169443,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,1.55005574102301,1.97166863645555,0,0,1.02940015894081,0,0,1.18785600441131,0.967857403040899,0,0,0,0.924495776696165,0.914835336093622,0,0,0,0,0.219696629669627,0.0828591201518926,0.365717664168063,0.423356906921519,0.655141729907796,0,0.070836600002231,0,0,0,0,0,0,0,0,0,0,0,0
"cDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cDC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0,0.681166300835763,0.808866800199579,0,0.106179046485961,0.260016249630197,0,0,0.465525369398823,0.302223340820969,0,0,0,0.689080470314545,0.616039057745225,0,0,0,0,0.477258776295824,0.243974179007843,0.177897997333631,0.173107900916017,0.455866463051623,0,0.0758026331135331,0,0,0,0,0,0,0.0367191808679425,0,0,0,0,0
"Club",0,0.618646462948496,0.74966182317018,0,0.0343479252847374,0.248245004451247,0,0,0.516478333370051,0.238869452042812,0,0,0,0.667578134050863,0.511204626304168,0,0,0,0,0.336960138205914,0.19591266666868,0.1132237951015,0.182252276314788,0.41728977208007,0,0.0301362727022019,0,0,0,0,0,0,0.0282803849515288,0,0,0,0,0
"cMonocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
