"","Aberrant_Basaloid","ATI","ATII","B","B_Plasma","Basal","cDC1","cDC2","Ciliated","Club","cMonocyte","DC_Langerhans","DC_Mature","Fibroblast","Goblet","ILC_A","ILC_B","Ionocyte","Lymphatic","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Myofibroblast","ncMonocyte","NK","pDC","Pericyte","PNEC","SMC","T","T_Cytotoxic","T_Regulatory","VE_Arterial","VE_Capillary_A","VE_Capillary_B","VE_Peribronchial","VE_Venous"
"Aberrant_Basaloid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATI",0,0.441131730028937,0,0,0,0.11231906259977,0,0,0.277213652764039,0.287426950300822,0,0,0,0,0,0,0,0,0,0.21367795669273,0.118654894375443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATII",0,0.490874168758429,0.171000162585903,0,0.086300517178224,0.312805462151502,0,0,0.381042010091618,0.473309309072199,0,0,0,0.475157521113072,0.244028096645942,0,0,0,0,0.252995820888251,0.182878131248759,0.113988020719324,0.3726588470404,0.468451605446305,0,0.0332681367664739,0,0,0,0,0.0259579860983612,0,0.0562741261961135,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,1.12796691811213,0.73386382151897,0,0,1.22817246467428,0,0,1.08820752099242,1.460617232759,0,0,0,0.608475979031593,0.827670824982785,0,0,0,0,0.322187311623729,0.0854642506628157,0.0769821332280687,0.880018386812231,0.856638760980254,0,0.0612786277970997,0,0,0,0,0,0,0.289578438042261,0,0,0,0,0
"cDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cDC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0,0.520262879379835,0.0901231558771988,0,0.070121639655873,0.288920764566471,0,0,0.351461828413463,0.377335210933023,0,0,0,0.415503635078476,0.209047788667445,0,0,0,0,0.37066600648811,0.206068106191407,0.128752892985825,0.349078003882376,0.40933419266505,0,0.0556487021100208,0,0,0,0,0.0207897351611279,0,0.0455889720016957,0,0,0,0,0
"Club",0,0.647111309601003,0.194322328528533,0,0.109622683120854,0.40175346178851,0,0,0.566926023598965,0.545701007437746,0,0,0,0.529575908312543,0.282898373216993,0,0,0,0,0.439592457575938,0.300561721230356,0.137310186661955,0.468508638467257,0.522869992645775,0,0.0410421920806839,0,0,0,0,0.0337320414125712,0,0.0718222368245336,0,0,0,0,0
"cMonocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Langerhans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DC_Mature",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fibroblast",0,0.784836139893025,0.552216560812998,0,0.403704386451834,0.942814135743219,0,0,0.558001908441938,0.68077411332953,0,0,0,1.116260944664,0.698963708680481,0,0,0,0,0.372919996906813,0.737063788955311,0,0.404307057876718,0.971438765363369,0,0,0,0,0,0,0,0,0.346513992788138,0,0,0,0,0
"Goblet",0,0.908706409208155,0.146277489050471,0,0,0.381789517157745,0,0,0.435516944894657,0.526853815538312,0,0,0,0.229623141417817,0.190421961268737,0,0,0,0,0.589336106884261,0.199215443382154,0.146367459175742,0.215056108012006,0.280462299172948,0,0.131587689358359,0,0,0,0,0,0,0.0367371103053651,0,0,0,0,0
"ILC_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ILC_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ionocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage",0,0,0,0,0,0.145197159985692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281108762628992,0.227562973069444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophage_Alveolar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mast",0,0,0,0,0,0.717309721260928,0,0,0,0,0,0,0,0,0,0,0,0,0,0.853221323904228,0.799675534344679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesothelial",0,0.722479981774061,0.556831734439964,0,0,0.789133894650147,0,0,0.593334910303949,0.63196027219082,0,0,0,0.759242604474948,0.441761695466256,0,0,0,0,1.02994788193044,0.419081869896182,0.233696644273919,0.46576281183907,0.636443090259599,0,0.21574978092424,0,0,0,0,0,0,0.190011898400297,0,0,0,0,0
"Myofibroblast",0,0.585509426055691,0.299620593293331,0,0.130994126207533,0.521423304528789,0,0,0.558197822441216,0.757851515300799,0,0,0,0.724320311725445,0.449769760246624,0,0,0,0,0.590414758590668,0.380069197006252,0.230605895244315,0.590818205500598,0.713854684567795,0,0.0711454205260389,0,0,0,0,0.0622962907699024,0,0.129868241644331,0,0,0,0,0
"ncMonocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
